Gene ID	Protein accession	bombyx_mori	NCBI GeneID	Symbol	Description
135078503	XP_063829114.1	NP_001040418.1	732955.0	LSm3	U6 snRNA-associated Sm-like protein LSm3
135078936	XP_063829604.1	XP_004931727.1	101742077.0	Prp5	pre-mRNA processing factor 5
135078504	XP_063829115.1	NP_001164466.1	100302604.0	E(spl)mbeta	enhancer of split mbeta
135078505	XP_063829116.1	NP_001136227.1	100216502.0	E(spl)malpha	enhancer of split malpha
135078506	XP_063829117.1	XP_004931726.3	101741933.0	LOC101741933	uncharacterized LOC101741933
135078507	XP_063829119.1	XP_004931724.1	100302605.0	LOC100302605	enhancer of split mgamma
135078509	XP_063829120.1	XP_004931722.1	100302603.0	LOC100302603	enhancer of split mbeta-2
135078510	XP_063829121.1	XP_004931721.1	101741264.0	LOC101741264	uncharacterized LOC101741264
135078511	XP_063829122.1				
135078700	XP_063829317.1	XP_012550680.1	101746018.0	LOC101746018	protein split ends
135078939	XP_063829610.1	XP_004931719.1	101740981.0	LOC101740981	malate dehydrogenase, mitochondrial
135078512	XP_063829124.1	XP_004931720.1	101741123.0	LOC101741123	pancreatic lipase-related protein 2
135078948	XP_063829620.1	NP_001124377.1	100174851.0	ND-SGDH	NADH dehydrogenase (ubiquinone) SGDH subunit
135078701	XP_063829318.1	XP_012550641.1	101745882.0	LOC101745882	brefeldin A-inhibited guanine nucleotide-exchange protein 3
135078702	XP_063829319.1	XP_004931718.2	101740837.0	Reck	Reversion-inducing-cysteine-rich protein with kazal motifs
135078944	XP_063829615.1				
135078950	XP_063829622.1	XP_004931716.1	101740562.0	ND-75	NADH dehydrogenase (ubiquinone) 75 kDa subunit
135078954	XP_063829626.1	NP_001037556.1	693119.0	eEF1beta	elongation factor 1-beta
135078952	XP_063829624.1	XP_004931715.1	101740340.0	LOC101740340	erlin-2
135078513	XP_063829125.1	XP_012550660.3	101745584.0	LOC101745584	SET domain-containing protein SmydA-8
135078703	XP_063829320.1	XP_021207394.2	101745441.0	LOC101745441	protein lin-54 homolog
135078515	XP_063829126.1				
135079026	XP_063829725.1	XP_037876460.1	101740208.0	CSN4	COP9 signalosome subunit 4
135079006	XP_063829694.1	XP_004931712.1	101739703.0	LOC101739703	voltage-dependent anion-selective channel
135078704	XP_063829321.1	XP_004931827.1	101745301.0	SmydA-3	SET and MYND domain containing, arthropod-specific, member 3
135079002	XP_063829689.1	XP_004931708.1	101739559.0	LOC101739559	zinc finger CCHC domain-containing protein 9
135079003	XP_063829690.1	XP_004931706.1	101739194.0	LOC101739194	sedoheptulokinase
135079007	XP_063829696.1	XP_012550613.1	101738816.0	heix	UbiA prenyltransferase domain-containing heix
135079023	XP_063829722.1	XP_004931704.1	101739047.0	Ube4B	Ubiquitination factor E4B
135078957	XP_063829627.1	NP_001171773.1	100431179.0	TOR1	target of rapamycin
135078958	XP_063829629.1	NP_001040110.1	692798.0	LOC692798	cytidine deaminase
135078996	XP_063829680.1	NP_001171774.1	100431180.0	Tor	serine/threonine-protein kinase Tor
135078959	XP_063829630.1	XP_004931702.1	101738677.0	Arpc2	Actin-related protein 2/3 complex, subunit 2
135078960	XP_063829631.1	XP_004931699.1	101738183.0	LOC101738183	UPF0047 protein YjbQ
135078705	XP_063829322.1	XP_012550665.1	101745004.0	LOC101745004	uncharacterized LOC101745004
135079025	XP_063829724.1	XP_004931824.1	101744865.0	mtRNApol	mitochondrial RNA polymerase
135078998	XP_063829684.1	XP_012550558.2	101738056.0	LOC101738056	katanin-interacting protein
135078999	XP_063829685.1	XP_004931696.1	101737924.0	ArgRS	arginine--tRNA ligase-like protein
135079012	XP_063829703.1	XP_004931695.1	101737791.0	LOC101737791	monocyte to macrophage differentiation factor
135078962	XP_063829632.1	XP_004931694.1	101737653.0	BORCS6	BLOC-1 related complex subunit 6
135078707	XP_063829323.1	XP_012550629.2	101744578.0	LOC101744578	ATPase family AAA domain-containing protein 2
135078708	XP_063829324.1				
135078965	XP_063829634.1	NP_001127750.1	100187574.0	NGR-A34	neuropeptide receptor A34
135078964	XP_063829633.1	XP_004931692.3	101737373.0	LOC101737373	SET domain-containing protein SmydA-8
135078518	XP_063829127.1	XP_021207349.2	101744430.0	SmydA-5	SET and MYND domain containing, arthropod-specific, member 5
135078567	XP_063829168.1	XP_004931819.2	101744146.0	LOC101744146	trypsin-1
135078966	XP_063829636.1				
135078520	XP_063829129.1	XP_037877129.2	105842389.0	LOC105842389	protein NDNF
135078521	XP_063829130.1	XP_004931818.1	101744001.0	LOC101744001	zinc finger protein 277
135079005	XP_063829693.1	NP_001127712.1	100174919.0	NGR-A15	neuropeptide receptor A15
135078710	XP_063829328.1				
135078524	XP_063829134.1	XP_012544341.1	105841376.0	Tfb5	transcription factor B5
135078522	XP_063829131.1	XP_021202503.2	101735414.0	LOC101735414	meiotic nuclear division protein 1 homolog
135078523	XP_063829133.1	XP_012544339.1	101744930.0	LOC101744930	zinc finger HIT domain-containing protein 1
135078525	XP_063829135.1	NP_001268821.1	101744787.0	ATOH8	atonal homolog 8 (Drosophila)
135078967	XP_063829640.1	XP_004924440.3	101744454.0	LOC101744454	glyoxylate reductase/hydroxypyruvate reductase
135078969	XP_063829642.1	XP_062532847.1	101744216.0	LOC101744216	glyoxylate reductase/hydroxypyruvate reductase
135078972	XP_063829649.1	XP_004924436.1	101744073.0	Lamtor3	Late endosomal/lysosomal adaptor, MAPK and MTOR activator 3
135078970	XP_063829643.1	XP_037875249.1	101743924.0	Tab2	TAK1-associated binding protein 2
135078971	XP_063829648.1	XP_062532990.1	101743775.0	LOC101743775	pre-mRNA-splicing factor Syf2
135078973	XP_063829650.1	NP_001040533.1	733121.0	Clic	chloride intracellular channel protein 5
135078975	XP_063829653.1	XP_062532880.1	101742487.0	LOC101742487	G patch domain and ankyrin repeat-containing protein 1 homolog
135078974	XP_063829652.1	XP_004924428.1	101742633.0	colt	carnitine/acylcarnitine carrier protein colt, mitochondrial
135078977	XP_063829654.1	XP_004924430.1	101742927.0	LOC101742927	serine protease inhibitor dipetalogastin
135078568	XP_063829169.1	XP_004924429.2	101742776.0	Marcal1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1
135078527	XP_063829136.1				
135079024	XP_063829723.1	XP_037876105.1	101742149.0	Npc1a	Niemann-Pick type C-1a
135078979	XP_063829655.1	XP_037874353.1	101747070.0	LOC101747070	sarcoplasmic calcium-binding protein, alpha chain
135078981	XP_063829659.1	XP_004924424.1	101742007.0	bug	thioredoxin domain-containing protein bug
135078980	XP_063829658.1	NP_001040540.1	733128.0	LOC733128	glyoxylate reductase/hydroxypyruvate reductase
135079017	XP_063829714.1	XP_004924423.1	101741857.0	LOC101741857	SH2 domain-containing protein 4B
135078528	XP_063829137.1				
135078530	XP_063829139.1				
135078529	XP_063829138.1				
135078531	XP_063829140.1	XP_037877535.2	101736502.0	LOC101736502	microvitellogenin
135078711	XP_063829329.1	XP_004924422.1	101741709.0	LOC101741709	cyclin-dependent kinase-like 4
135078532	XP_063829141.1				
135078982	XP_063829660.1	XP_004924421.1	101741563.0	LOC101741563	zinc finger CCHC domain-containing protein 24
135078535	XP_063829142.1				
135079021	XP_063829720.1				
135079022	XP_063829721.1				
135078712	XP_063829330.1				
135078714	XP_063829331.1	XP_004924420.2	101741290.0	LOC101741290	solute carrier family 22 member 3
135078536	XP_063829143.1				
135079014	XP_063829710.1	XP_062530691.1	101741054.0	LOC101741054	non-structural maintenance of chromosomes element 3 homolog
135079019	XP_063829717.1				
135079018	XP_063829716.1	NP_001036994.1	692543.0	GSTs2	glutathione S-transferase sigma 2
135079011	XP_063829702.1	XP_021202491.1	101740913.0	LOC101740913	mitochondrial 2-oxoglutarate/malate carrier protein
135079008	XP_063829697.1	XP_062532875.1	101746937.0	LOC101746937	mitochondrial 2-oxoglutarate/malate carrier protein
135079000	XP_063829686.1	XP_021202490.2	101746797.0	Slob	Slowpoke binding protein
135078983	XP_063829661.1	XP_004924454.1	101746657.0	LOC101746657	mitochondrial 2-oxoglutarate/malate carrier protein
135078984	XP_063829662.1	XP_004924416.1	101740774.0	LOC101740774	sepiapterin reductase
135079004	XP_063829692.1	XP_037875941.1	101744016.0	LOC101744016	ski oncogene
135078985	XP_063829664.1	NP_001037378.1	692782.0	ScpX	Sterol carrier protein X-related thiolase
135078987	XP_063829665.1	XP_004924415.1	101740400.0	LOC101740400	uncharacterized LOC101740400
135079013	XP_063829706.1	XP_037874692.1	101746516.0	Mlf	myeloid leukemia factor
135079015	XP_063829713.1	XP_004924414.3	101740269.0	LOC101740269	uncharacterized LOC101740269
135078988	XP_063829666.1	XP_021202487.1	101739953.0	LOC101739953	uncharacterized LOC101739953
135078537	XP_063829145.1	XP_012544311.1	101746379.0	LOC101746379	uncharacterized LOC101746379
135078538	XP_063829146.1	XP_004924412.2	101739816.0	LOC101739816	uncharacterized LOC101739816
135079020	XP_063829719.1	XP_004924411.2	101739676.0	LOC101739676	uncharacterized LOC101739676
135079028	XP_063829726.1	XP_012544310.2	101746240.0	LOC101746240	uncharacterized LOC101746240
135078990	XP_063829672.1	XP_021202486.2	110384923.0	LOC110384923	uncharacterized LOC110384923
135078995	XP_063829678.1	XP_004924410.1	101739533.0	LOC101739533	uncharacterized LOC101739533
135078991	XP_063829674.1	XP_004924406.1	101739068.0	nmd	no mitochondrial derivative
135078992	XP_063829676.1	XP_037876096.1	101746096.0	LOC101746096	nucleolar MIF4G domain-containing protein 1 homolog
135078993	XP_063829677.1	XP_012544313.1	101745952.0	Pten	phosphatase and tensin-like protein
135078539	XP_063829147.1	XP_004924405.2	101738928.0	Mettl14	methyltransferase like 14
135079009	XP_063829699.1	XP_012544322.3	101738792.0	LOC101738792	von Willebrand factor
135078997	XP_063829682.1	XP_037875092.1	101745809.0	LOC101745809	protein Dok-7
135078541	XP_063829148.1	XP_004924396.1	101737675.0	LOC101737675	uncharacterized LOC101737675
135079031	XP_063829728.1				
135078542	XP_063829149.1	XP_037877629.1	101737291.0	LOC101737291	serine protease inhibitor swm-1
135078543	XP_063829150.1				
135078545	XP_063829152.1	XP_004924394.1	101737434.0	LOC101737434	uncharacterized LOC101737434
135078732	XP_063829359.1	XP_012544306.2	101745659.0	LOC101745659	potassium voltage-gated channel protein Shaw
135079032	XP_063829733.1				
135078546	XP_063829154.1				
135079038	XP_063829738.1	XP_037876245.1	101745515.0	Shaw	Shaker cognate w
135078734	XP_063829362.1				
135078740	XP_063829367.1				
135078741	XP_063829368.1	XP_037876902.1	119630688.0	LOC119630688	uncharacterized LOC119630688
135079034	XP_063829734.1	XP_037875012.1	101745221.0	Dlg5	Discs large 5
135078742	XP_063829369.1	XP_037877613.1	101745072.0	chico	insulin receptor substrate 1 chico
135078569	XP_063829170.1				
135078743	XP_063829371.1				
135078744	XP_063829372.1	XP_037877625.1	119631199.0	LOC119631199	uncharacterized LOC119631199
135079037	XP_063829735.1	XP_004927474.1	101738850.0	ball	nucleosomal histone kinase 1
135079039	XP_063829741.1	NP_001243947.1	100862792.0	spz4	Spaetzle domain-containing protein 4
135078548	XP_063829155.1	XP_012546905.2	101739406.0	LOC101739406	toll-like receptor 4
135078549	XP_063829156.1	XP_037877619.1	101739266.0	SmydA-1	SET and MYND domain containing, arthropod-specific, member 1
135078745	XP_063829373.1	XP_004927473.2	101738711.0	SmydA-4	SET and MYND domain containing, arthropod-specific, member 4
135078746	XP_063829374.1				
135079050	XP_063829751.1	XP_004933760.1	101740477.0	LOC101740477	protein aveugle
135079049	XP_063829750.1	XP_037877623.1	101740616.0	LOC101740616	protein phosphatase inhibitor 2
135078572	XP_063829172.1				
135078570	XP_063829171.1				
135078573	XP_063829173.1	XP_062533030.1	101739129.0	LOC101739129	pericentrin
135078550	XP_063829157.1	XP_004926658.1	101737907.0	LOC101737907	uncharacterized LOC101737907
135078574	XP_063829174.1	XP_037877618.1	101737769.0	LOC101737769	trichohyalin
135078575	XP_063829176.1				
135078576	XP_063829177.1	XP_037877609.1	101737629.0	LOC101737629	protein transport protein Sec31A
135078553	XP_063829158.1	XP_004926654.1	101737347.0	LOC101737347	calexcitin-2
135078747	XP_063829375.1				
135079042	XP_063829743.1				
135078751	XP_063829377.1	XP_021203986.2	101738846.0	LOC101738846	uncharacterized LOC101738846
135078753	XP_063829382.1	XP_037869058.1	119628981.0	LOC119628981	uncharacterized LOC119628981
135078756	XP_063829384.1				
135078760	XP_063829387.1	XP_021203989.2	101738302.0	LOC101738302	uncharacterized LOC101738302
135079048	XP_063829749.1	NP_001036856.2	692396.0	Alps	soluble alkaline phosphatase
135079046	XP_063829746.1				
135079047	XP_063829747.1				
135079043	XP_063829744.1	NP_001037536.3	693074.0	Alpm	membrane-bound alkaline phosphatase
135079045	XP_063829745.1				
135079490	XP_063830217.1				
135079491	XP_063830218.1	XP_037874545.1	101745180.0	LOC101745180	WD repeat, SAM and U-box domain-containing protein 1
135079492	XP_063830219.1	XP_012544933.1	101745031.0	LOC101745031	lachesin
135079494	XP_063830220.1				
135079193	XP_063829849.1	XP_037874444.1	101744746.0	LOC101744746	cytochrome P450 6k1
135079070	XP_063829752.1				
135079073	XP_063829753.1	XP_004925077.1	101741203.0	LOC101741203	uncharacterized LOC101741203
135079074	XP_063829754.1	XP_004925096.1	101744457.0	LOC101744457	cytochrome b-c1 complex subunit 2, mitochondrial
135079195	XP_063829850.1	NP_001136399.1	100233161.0	Kynu	kynureninase
135079495	XP_063830221.1	XP_037874464.1	101741058.0	ClpX	Caseinolytic protease chaperone subunit
135079196	XP_063829852.1	XP_004925075.1	101740916.0	Snx27	sorting nexin 27
135079496	XP_063830223.1	XP_012544936.1	101744314.0	LOC101744314	myogenesis-regulating glycosidase
135079497	XP_063830224.1	XP_062530739.1	101744170.0	LOC101744170	titin
135079227	XP_063829888.1	XP_012544948.2	101740776.0	DCAF12	DDB1 and CUL4 associated factor 12-like protein
135079197	XP_063829855.1	XP_004925070.1	101740271.0	LOC101740271	leucine-rich repeat-containing protein AAC1
135079199	XP_063829856.1	XP_062530760.1	134198666.0	Tbca	Tubulin binding cofactor A
135079077	XP_063829755.1	XP_004925073.4	733140.0	LOC733140	myogenesis-regulating glycosidase
135079200	XP_063829857.1	XP_004925058.2	101738603.0	LOC101738603	myogenesis-regulating glycosidase
135079078	XP_063829756.1	XP_004925059.1	101738735.0	LOC101738735	myogenesis-regulating glycosidase
135079212	XP_063829871.1	XP_004925060.2	101738878.0	Mat89Ba	nucleolar protein 6 Mat89Ba
135079201	XP_063829858.1	XP_037874376.1	101739299.0	Idh3a	isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial
135079204	XP_063829861.1	XP_037874380.1	101739445.0	Vps33B	vacuolar protein sorting 33B
135079205	XP_063829863.1	XP_012544940.2	101743450.0	Pi3K59F	phosphatidylinositol 3-kinase 59F
135079223	XP_063829883.1	XP_037874336.1	101742727.0	LOC101742727	uncharacterized LOC101742727
135079220	XP_063829878.1	NP_001127745.1	100187569.0	NGR-A29	neuropeptide receptor A29
135079217	XP_063829876.1				
135079225	XP_063829886.1	XP_037874306.1	101743168.0	rb	adaptor related protein complex 3 subunit ruby
135079215	XP_063829874.1	XP_004925088.1	101743308.0	LOC101743308	putative nuclease HARBI1
135079206	XP_063829864.1	XP_012544941.1	101740131.0	LOC101740131	monocarboxylate transporter 14
135079207	XP_063829865.1	XP_037874381.1	101740000.0	LOC101740000	BTB/POZ domain-containing protein 2
135079216	XP_063829875.1	XP_004925067.2	101739866.0	LOC101739866	katanin p60 ATPase-containing subunit A-like 2
135079498	XP_063830225.1	XP_004925066.2	101739727.0	LOC101739727	integral membrane protein DGCR2/IDD
135079224	XP_063829885.1				
135079208	XP_063829866.1	NP_001036973.1	692520.0	Ras85D	ras-like protein 1
135079214	XP_063829873.1	XP_004925056.1	101738335.0	fws	four way stop
135079226	XP_063829887.1	XP_062530761.1	101738203.0	LOC101738203	lon protease homolog, mitochondrial
135079209	XP_063829867.1	XP_012544911.1	101738076.0	Trm1	tRNA methyltransferase 1
135079218	XP_063829877.1	XP_037874393.1	101737943.0	LOC101737943	glycosylated lysosomal membrane protein B
135079080	XP_063829757.1	NP_001296496.1	101737812.0	DCP2	decapping protein 2
135079222	XP_063829882.1	XP_004925051.1	101737678.0	LOC101737678	syntaxin-18
135079211	XP_063829869.1	XP_004925050.1	101737392.0	LOC101737392	cotranscriptional regulator FAM172A homolog
135079210	XP_063829868.1	XP_012544927.2	101737534.0	LOC101737534	RNA-binding protein NOB1
135079499	XP_063830226.1	XP_012544932.2	101742443.0	LOC101742443	3'-5' RNA helicase YTHDC2
135079500	XP_063830227.1				
135079501	XP_063830228.1				
135079213	XP_063829872.1	XP_037874266.1	101742294.0	Xpd	general transcription and DNA repair factor IIH helicase subunit XPD
135079221	XP_063829879.1	XP_004925049.1	101737245.0	Daao2	D-amino acid oxidase 2
135079503	XP_063830229.1				
135079231	XP_063829889.1	XP_004925045.1	101736797.0	LOC101736797	omega-amidase NIT2
135079505	XP_063830231.1				
135079504	XP_063830230.1				
135079081	XP_063829758.1	XP_012544945.2	101737100.0	LOC101737100	zinc finger protein 30
135079506	XP_063830233.1	XP_037874264.1	101745688.0	LOC101745688	uncharacterized LOC101745688
135079233	XP_063829892.1	XP_021202910.1	101741711.0	Xe7	A-kinase anchor protein 17A
135079234	XP_063829894.1				
135079240	XP_063829904.1				
135079082	XP_063829761.1				
135079239	XP_063829902.1				
135079507	XP_063830234.1				
135079241	XP_063829905.1	XP_004925042.1	101736436.0	LOC101736436	kallikrein-1
135079083	XP_063829762.1	XP_037874501.1	101736314.0	LOC101736314	cytochrome P450 6B1
135079237	XP_063829897.1				
135079235	XP_063829896.1				
135079508	XP_063830235.1	XP_037872165.1	110385674.0	LOC110385674	uncharacterized LOC110385674
135079242	XP_063829906.1	XP_037874428.1	101740282.0	LOC101740282	uncharacterized LOC101740282
135079509	XP_063830236.1				
135079238	XP_063829901.1				
135079511	XP_063830237.1				
135079512	XP_063830238.1	NP_001157210.1	100302575.0	Or-17	olfactory receptor 17
135079513	XP_063830239.1				
135079244	XP_063829909.1	XP_037874358.1	101743786.0	Smn	survival motor neuron
135079243	XP_063829907.1				
135079514	XP_063830240.1	XP_004927503.2	101744325.0	LOC101744325	uncharacterized LOC101744325
135079263	XP_063829943.1	XP_012548870.1	101736057.0	LOC101736057	spermine oxidase
135079245	XP_063829911.1	XP_004929733.2	101735932.0	Hinfp	Histone H4 transcription factor
135079246	XP_063829912.1	NP_001040268.1	692963.0	Prps	phosphoribosyl pyrophosphate synthetase
135079089	XP_063829763.1	NP_001037245.1	692708.0	RpL36	ribosomal protein L36
135079090	XP_063829764.1	XP_012551453.1	105842506.0	LOC105842506	ankyrin repeat domain-containing protein 12
135079247	XP_063829913.1	XP_004929731.1	101735562.0	LOC101735562	organic cation transporter protein
135079272	XP_063829957.1	XP_004929730.1	101735429.0	LOC101735429	organic cation transporter protein
135079515	XP_063830241.1	XP_004929729.1	101747218.0	LOC101747218	organic cation transporter protein
135079266	XP_063829949.1				
135079191	XP_063829848.1				
135079274	XP_063829959.1	XP_037874469.1	101746439.0	LOC101746439	limbic system-associated membrane protein
135079095	XP_063829766.1				
135079099	XP_063829767.1	XP_004929724.2	101746533.0	LOC101746533	acyl-coenzyme A thioesterase 13
135079516	XP_063830242.1	XP_012548826.2	101746153.0	LOC101746153	uncharacterized LOC101746153
135079269	XP_063829954.1	XP_004929722.2	692505.0	svp	COUP transcription factor 2
135079100	XP_063829768.1	XP_004923044.1	101736698.0	LOC101736698	uncharacterized LOC101736698
135079249	XP_063829914.1	NP_001165388.1	100329149.0	LOC100329149	aliphatic nitrilase
135079251	XP_063829915.1	XP_062526677.1	110386904.0	LOC110386904	beta-ureidopropionase
135079102	XP_063829769.1	NP_001040460.1	732999.0	Prosbeta3	proteasome subunit beta type-3
135079267	XP_063829950.1	XP_037874308.1	101745875.0	PIP4K	phosphatidylinositol 5-phosphate 4-kinase
135079268	XP_063829952.1	XP_004929721.1	101746115.0	Hacd2	3-hydroxyacyl-CoA dehydratase 2
135079270	XP_063829955.1	NP_001040176.1	692866.0	ND-B16.6	NADH dehydrogenase (ubiquinone) B16.6 subunit
135079103	XP_063829770.1	XP_004929720.1	101745971.0	LOC101745971	uncharacterized LOC101745971
135079104	XP_063829771.1	NP_001040532.1	733120.0	LOC733120	vacuolar ATP synthase subunit D
135079470	XP_063830197.1	XP_004929718.1	101745727.0	LOC101745727	mucin-5AC
135079271	XP_063829956.1	XP_037874402.1	101745728.0	LOC101745728	OTU domain-containing protein 7B
135079253	XP_063829916.1	XP_012548865.1	101745578.0	sigmar	Tumor necrosis factor alpha-induced protein 8-like protein sigmar
135079471	XP_063830198.1	XP_004929789.1	101745435.0	LOC101745435	synaptotagmin-4
135079256	XP_063829935.1	NP_001040445.1	732984.0	LOC732984	tropomyosin 1
135079254	XP_063829918.1				
135079105	XP_063829773.1	NP_001139536.1	100271910.0	MRG15	MORF-related gene 15
135079106	XP_063829775.1	NP_001040381.1	732915.0	LOC732915	fructose-1,6-bisphosphatase
135079257	XP_063829936.1	XP_004929717.2	101745390.0	Cbp80	nuclear cap-binding protein subunit 1
135079259	XP_063829939.1	XP_004929715.1	101745097.0	LOC101745097	NAD-dependent protein deacetylase Sirt6
135079258	XP_063829937.1	XP_004929716.1	101745247.0	LOC101745247	dolichol kinase
135079265	XP_063829948.1	NP_001040475.1	733015.0	LOC733015	mitochondrial aldehyde dehydrogenase
135079264	XP_063829947.1				
135079517	XP_063830243.1	XP_004929714.1	101744858.0	LOC101744858	uncharacterized LOC101744858
135079518	XP_063830244.1	XP_004929713.2	101744711.0	LOC101744711	uncharacterized LOC101744711
135079107	XP_063829776.1				
135079260	XP_063829940.1	XP_037874467.1	101745295.0	LOC101745295	ubiquitin-conjugating enzyme E2 J2
135079262	XP_063829941.1	XP_012548839.3	101745145.0	Cp190	centrosome-associated zinc finger protein Cp190
135079109	XP_063829777.1	XP_004929787.1	101744999.0	LOC101744999	uncharacterized LOC101744999
135079110	XP_063829778.1	XP_037869430.1	101741120.0	LOC101741120	solute carrier family 22 member 1
135079273	XP_063829958.1	XP_004929712.1	101744569.0	CCT3	chaperonin containing TCP1 subunit 3
135079112	XP_063829780.1	XP_004929711.1	101744418.0	LOC101744418	uncharacterized LOC101744418
135079519	XP_063830245.1				
135079522	XP_063830246.1				
135079113	XP_063829781.1	XP_012548866.2	101744570.0	LOC101744570	uncharacterized LOC101744570
135079276	XP_063829961.1	XP_004929710.3	101744276.0	LOC101744276	probable ATP-dependent RNA helicase DHX34
135079284	XP_063829971.1	NP_001040223.1	692915.0	LOC692915	ubiquitin conjugating enzyme E2
135079279	XP_063829964.1	NP_001108465.1	100141445.0	GSTe6	glutathione S-transferase epsilon 6
135079278	XP_063829963.1	NP_001040481.1	733021.0	LOC733021	phosphoribosyl pyrophosphate synthetase
135079277	XP_063829962.1	XP_037874416.1	101744138.0	LOC101744138	uncharacterized LOC101744138
135079472	XP_063830199.1	NP_001127726.1	100174939.0	NGR-A28	neuropeptide receptor A28
135079473	XP_063830200.1				
135079280	XP_063829969.1	XP_012548789.1	101743846.0	LOC101743846	actin-binding Rho-activating protein
135079283	XP_063829970.1	XP_021205909.2	101743696.0	LOC101743696	protein unc-13 homolog B
135079115	XP_063829782.1	XP_004929709.1	101744137.0	LOC101744137	uncharacterized LOC101744137
135079523	XP_063830247.1				
135079116	XP_063829783.1	XP_004929708.2	101743992.0	temp	protein prenyltransferase alpha subunit repeat-containing protein tempura
135079285	XP_063829972.1	XP_004929707.1	101743845.0	ksh	transmembrane protein 167A-like protein ksh
135079287	XP_063829973.1	XP_012548841.2	101743695.0	vap	RAS p21 protein activator vap
135079288	XP_063829975.1				
135079294	XP_063829981.1	XP_004929694.1	101742460.0	EndoA	SH3 domain containing GRB2 like, endophilin-A
135079292	XP_063829979.1	XP_037874527.1	101742988.0	Rbcn-3A	rabconnectin-3 alpha
135079293	XP_063829980.1	XP_004929693.2	101742308.0	LOC101742308	isoleucine--tRNA ligase, cytoplasmic
135079289	XP_063829977.1	XP_004929690.1	101741924.0	ari-1	E3 ubiquitin-protein ligase ariadne-1
135079290	XP_063829978.1	NP_001136084.1	100101199.0	para	sodium voltage-gated channel paralytic
135079117	XP_063829784.1	NP_001040145.1	692835.0	Mpk	phosphomevalonate kinase
135079296	XP_063829989.1	NP_001128361.1	100188955.0	Gro	groucho
135079525	XP_063830248.1	XP_004929687.1	101741496.0	LOC101741496	Krueppel-like factor 14
135079526	XP_063830249.1	XP_004929772.1	101742699.0	LOC101742699	unconventional myosin-IXAa
135079527	XP_063830250.1	XP_012548814.1	101741077.0	ATP8B	ATPase phospholipid transporting 8B
135079303	XP_063829998.1	XP_004929675.1	101740016.0	MBD-like	methyl-CpG-binding domain protein 2
135079300	XP_063829996.1	XP_037874269.1	101742553.0	PIG-V	phosphatidylinositol glycan anchor biosynthesis class V
135079302	XP_063829997.1	XP_004929677.1	101740241.0	LOC101740241	ubiquilin-1
135079297	XP_063829991.1	XP_004929679.1	101740464.0	LOC101740464	tubulin polyglutamylase TTLL13
135079298	XP_063829994.1	NP_001166283.1	100379321.0	Cdk7	Cyclin-dependent kinase 7
135079299	XP_063829995.1	XP_062530711.1	101739884.0	abo	de-etiolated protein 1 abo
135079304	XP_063830001.1				
135079305	XP_063830002.1	XP_004929673.1	101739746.0	Csk	C-terminal Src kinase
135079118	XP_063829785.1	XP_004929682.1	101740830.0	l(3)neo43	cytochrome c oxidase assembly protein COX16 homolog l(3)neo43
135079306	XP_063830003.1	XP_004929696.2	101742698.0	LOC101742698	polyubiquitin-A
135079307	XP_063830004.1	XP_012548793.1	101742406.0	Tace	ADAM 17-like protease Tace
135079308	XP_063830005.1	XP_037874257.1	101742268.0	Dhc64C	dynein heavy chain, cytoplasmic
135079120	XP_063829786.1				
135079122	XP_063829787.1				
135079324	XP_063830023.1	XP_004929671.4	101739466.0	LOC101739466	uncharacterized LOC101739466
135079123	XP_063829789.1				
135079474	XP_063830201.1	XP_037873388.1	119629946.0	LOC119629946	uncharacterized LOC119629946
135079528	XP_063830251.1	XP_021205952.1	101741972.0	LOC101741972	limbic system-associated membrane protein
135079125	XP_063829790.1	NP_001157209.1	100302574.0	Or-8	olfactory receptor 8
135079126	XP_063829791.1	NP_001166607.1	100127045.0	Or-44	olfactory receptor 44
135079529	XP_063830252.1	XP_004929670.2	101739323.0	LOC101739323	sodium channel protein Nach
135079320	XP_063830019.1	XP_004929664.1	101738717.0	rump	heterogeneous nuclear ribonucleoprotein rumpelstiltskin
135079311	XP_063830011.1	XP_021205966.2	101738583.0	IntS3	integrator complex subunit 3
135079312	XP_063830013.1	XP_004929662.1	101738451.0	LOC101738451	uncharacterized LOC101738451
135079322	XP_063830021.1	XP_004929660.1	101738178.0	LOC101738178	arrestin domain-containing protein 17
135079317	XP_063830017.1	XP_004929661.1	101738312.0	Upf1	Upf1 RNA helicase
135079475	XP_063830202.1	XP_037874438.1	101741678.0	AdamTS-B	ADAM metallopeptidase with thrombospondin type 1 motif B
135079325	XP_063830024.1	XP_004929658.1	101737958.0	LOC101737958	G kinase-anchoring protein 1
135079315	XP_063830015.1	XP_004929657.1	101737826.0	LOC101737826	leucine-rich repeat protein 1
135079314	XP_063830014.1	NP_001182006.1	100499492.0	Elp1	elongator complex protein 1
135079318	XP_063830018.1	XP_004929655.1	101737548.0	mRpS30	mitochondrial ribosomal protein S30
135079327	XP_063830026.1	NP_001037678.1	733143.0	eIF2beta	eukaryotic translation initiation factor 2 subunit beta
135079323	XP_063830022.1	XP_062530695.1	101737692.0	LOC101737692	beta-ureidopropionase
135079321	XP_063830020.1	XP_004929654.2	101737405.0	Mfap1	Microfibril-associated protein 1
