Gene ID	Protein accession	bombyx_mori	NCBI GeneID	Symbol	Description
135078583	XP_063829183.1	XP_012543973.2	101747202	dgo	ankyrin repeat domain containing protein 6 diego
135078584	XP_063829184.1	XP_037874532.1	110384829	enok	enoki mushroom
135078586	XP_063829186.1	XP_012543959.1	101746237	LOC101746237	Ig-like and fibronectin type-III domain-containing protein 1
135078588	XP_063829188.1	XP_062530697.1	101745658	garz	Sec7 domain-containing protein garz
135078589	XP_063829189.1	XP_037874937.1	101746093	LOC101746093	macoilin-2
135078590	XP_063829193.1	XP_004924681.1	101746892	Mccc1	Methylcrotonoyl-CoA carboxylase 1
135078595	XP_063829195.1	XP_062531028.1	101743819	LOC101743819	rho-related GTP-binding protein RhoN
135078597	XP_063829197.1	XP_037868957.2	119628919	LOC119628919	uncharacterized LOC119628919
135078598	XP_063829198.1	XP_021202203.2	110384836	LOC110384836	uncharacterized LOC110384836
135078601	XP_063829200.1	XP_004924005.1	101737572	LOC101737572	uncharacterized LOC101737572
135078603	XP_063829202.1	XP_037876995.1	101740728	Drgx	Dorsal root ganglia homeobox
135078604	XP_063829203.1	XP_004926291.2	101736847	cutlet	chromosome transmission fidelity protein 18 homolog
135078605	XP_063829204.1	XP_037875289.1	101741153	papi	tudor and KH domain containing protein papi
135078606	XP_063829205.1	XP_004926324.2	101741433	LOC101741433	uncharacterized LOC101741433
135078608	XP_063829207.1	XP_021203751.2	101742157	LOC101742157	kinesin-like protein unc-104
135078609	XP_063829208.1	XP_021203745.2	101742449	LOC101742449	glyceraldehyde-3-phosphate dehydrogenase
135078577	XP_063829209.1	XP_004926242.1	101739874	endos	endosulfine alpha
135078613	XP_063829211.1	XP_004927456.1	101735649	prd1	pruning defect 1
135078614	XP_063829212.1	XP_037875260.1	101735791	LOC101735791	uncharacterized LOC101735791
135078611	XP_063829213.1	XP_037871658.1	101738334	faf	ubiquitin carboxyl-terminal hydrolase-like faf
135078618	XP_063829217.1	XP_012547045.2	101742500	OSCP1	Organic solute carrier partner 1
135078619	XP_063829218.1	XP_062527053.1	134199661	LOC134199661	uncharacterized LOC134199661
135078621	XP_063829219.1	NP_001182382.1	100500750	LOC100500750	Bm8 interacting protein 2d-2
135078620	XP_063829220.1	XP_037871803.1	101738074	LOC101738074	UDP-glucose:glycoprotein glucosyltransferase
135078623	XP_063829222.1	XP_062531329.1	119630713	LOC119630713	uncharacterized LOC119630713
135078625	XP_063829224.1	XP_004923991.2	101746935	LOC101746935	uncharacterized LOC101746935
135078626	XP_063829226.1	XP_004923939.1	101739296	LOC101739296	uncharacterized LOC101739296
135078630	XP_063829228.1	XP_004923940.1	101739441	LOC101739441	protein charybde
135078627	XP_063829229.1	XP_021202636.2	101744550	LOC101744550	transcription initiation factor TFIID subunit 6
135078632	XP_063829230.1	XP_062531345.1	101741769	LOC101741769	uncharacterized LOC101741769
135078634	XP_063829232.1	XP_004931867.1	101739146	LOC101739146	probable G-protein coupled receptor CG31760
135078635	XP_063829233.1	XP_004923942.1	101739724	LOC101739724	uncharacterized LOC101739724
135078636	XP_063829234.1	XP_004923944.1	101739997	LOC101739997	uncharacterized LOC101739997
135078637	XP_063829235.1	XP_004923945.1	101740129	LOC101740129	U5 small nuclear ribonucleoprotein 40 kDa protein
135078639	XP_063829236.1	XP_037873963.2	101742499	LOC101742499	probable RNA-directed DNA polymerase from transposon BS
135078640	XP_063829237.1	XP_021207404.1	110386183	LOC110386183	uncharacterized LOC110386183
135078641	XP_063829238.1	XP_021202161.2	101747067	LOC101747067	uncharacterized LOC101747067
135078638	XP_063829239.1	XP_004924700.1	101737677	LOC101737677	E3 ubiquitin-protein ligase RNF168
135078643	XP_063829241.1	XP_021207276.3	110386155	LOC110386155	uncharacterized LOC110386155
135078644	XP_063829242.1	XP_037876429.1	110386645	LOC110386645	monocarboxylate transporter 4
135078645	XP_063829243.1	XP_004923948.1	101740490	LOC101740490	mitochondrial tRNA methylthiotransferase CDK5RAP1
135078646	XP_063829244.1	XP_004923949.1	101740631	LOC101740631	PEST proteolytic signal-containing nuclear protein
135078649	XP_063829246.1	XP_062530617.1	134200835	LOC134200835	uncharacterized LOC134200835
135078651	XP_063829248.1	XP_004931780.2	101738145	LOC101738145	uncharacterized LOC101738145
135078648	XP_063829249.1	XP_037871961.1	101737533	hyd	E3 ubiquitin-protein ligase hyd
135078654	XP_063829251.1	XP_037876679.1	101737226	Arp5	Actin-related protein 5
135078655	XP_063829252.1	XP_004931852.2	101736949	LOC101736949	dyslexia-associated protein KIAA0319
135078657	XP_063829254.1	NP_001037293.1	692732	lark	RNA-binding protein lark
135078660	XP_063829259.1	XP_062533007.1	134201796	LOC134201796	uncharacterized LOC134201796
135078661	XP_063829261.1	XP_004923955.1	101741422	LOC101741422	serine/threonine-protein kinase RIO3
135078662	XP_063829262.1	NP_001093076.1	100101149	RpL34	ribosomal protein L34
135078663	XP_063829263.1	XP_004923956.1	101741560	Hap40	Huntingtin-associated protein 40 kDa
135078665	XP_063829265.1	NP_001040217.1	692909	LOC692909	tyrosine-protein phosphatase
135078666	XP_063829268.1	XP_037874703.1	101735413	p115	general vesicular transport factor p115
135078668	XP_063829269.1	XP_004923953.1	101741200	tkv	serine/threonine receptor kinase thickveins
135078669	XP_063829271.1	XP_004923951.1	101740910	Ipk2	Inositol phosphate kinase 2
135078667	XP_063829273.1	XP_037871991.1	101737099	LOC101737099	MRN complex-interacting protein
135078332	XP_063829278.1	XP_037866902.1	101740466	l(3)76BDm	trafficking protein particle complex subunit 8 homolog l(3)76BDm
135078670	XP_063829279.1	XP_021202163.1	101740268	LOC101740268	stimulator of interferon genes protein
135078671	XP_063829283.1	NP_001040414.1	732951	LOC732951	3-hydroxyacyl-CoA dehydrogenase
135078672	XP_063829285.1	NP_001243918.1	100862760	3HCD	3-hydroxyacyl-CoA dehydrogenase
135078673	XP_063829287.1	XP_037875699.1	101741053	Taf9	TBP-associated factor 9
135078674	XP_063829288.1	XP_012543984.1	101735547	Vti1a	Vesicle transport through interaction with t-SNAREs 1a
135078675	XP_063829289.1	NP_001103396.1	100126162	bsk	mitogen-activated protein kinase dJNK
135078676	XP_063829290.1	XP_004923957.1	101741707	LOC101741707	heat shock protein 60A
135078678	XP_063829291.1	XP_004931850.3	101736686	LOC101736686	uncharacterized LOC101736686
135078680	XP_063829293.1	XP_004931849.1	101736548	LOC101736548	glucose 1-dehydrogenase
135078681	XP_063829294.1	XP_037877530.2	101736456	LOC101736456	uncharacterized LOC101736456
135078683	XP_063829296.1	XP_037874486.1	101736421	LOC101736421	protein split ends
135078684	XP_063829297.1	XP_004931750.2	101745583	brun	trafficking protein particle complex subunit brun
135078686	XP_063829299.1	XP_037874864.1	105842405	RunxB	Runt related B
135078687	XP_063829300.1	XP_062530636.1	101735349	LOC101735349	uncharacterized LOC101735349
135078688	XP_063829301.1	XP_004931839.2	101747141	RunxA	Runt related A
135078690	XP_063829302.1	XP_037876774.1	101735829	LOC101735829	fatty-acid amide hydrolase 2
135078691	XP_063829305.1	NP_001108341.1	100141433	Cyp366a1	cytochrome P450 CYP366A1
135078692	XP_063829306.1	NP_001040165.1	692855	Adk2	Adenosine kinase 2
135078693	XP_063829308.1	XP_021202175.1	101742584	LOC101742584	S-adenosylmethionine decarboxylase proenzyme
135078695	XP_063829311.1	XP_012543943.2	101742147	jet	F-box and leucine rich repeat protein jetlag
135078696	XP_063829312.1	XP_004923967.2	101743212	Pgm1	phosphoglucose mutase 1
135078698	XP_063829313.1	XP_012543958.3	101745949	Usp16-45	ubiquitin specific protease 16/45
135078699	XP_063829315.1	XP_037877257.1	101743670	LOC101743670	sialin
135078700	XP_063829317.1	XP_012550680.1	101746018	LOC101746018	protein split ends
135078701	XP_063829318.1	XP_012550641.1	101745882	LOC101745882	brefeldin A-inhibited guanine nucleotide-exchange protein 3
135078702	XP_063829319.1	XP_004931718.2	101740837	Reck	Reversion-inducing-cysteine-rich protein with kazal motifs
135078703	XP_063829320.1	XP_021207394.2	101745441	LOC101745441	protein lin-54 homolog
135078704	XP_063829321.1	XP_004931827.1	101745301	SmydA-3	SET and MYND domain containing, arthropod-specific, member 3
135078705	XP_063829322.1	XP_012550665.1	101745004	LOC101745004	uncharacterized LOC101745004
135078707	XP_063829323.1	XP_012550629.2	101744578	LOC101744578	ATPase family AAA domain-containing protein 2
135078709	XP_063829325.1	XP_037875962.1	101737013	LOC101737013	aquaporin-11
135078706	XP_063829327.1	XP_012544507.1	101736311	ctrip	E3 ubiquitin-protein ligase ctrip
135078711	XP_063829329.1	XP_004924422.1	101741709	LOC101741709	cyclin-dependent kinase-like 4
135078714	XP_063829331.1	XP_004924420.2	101741290	LOC101741290	solute carrier family 22 member 3
135078716	XP_063829332.1	XP_062530907.1	101737289	f	espin protein forked
135078715	XP_063829336.1	XP_037871590.1	101736174	kto	mediator complex subunit kohtalo
135078717	XP_063829344.1	XP_012543983.3	101737431	LOC101737431	TBC1 domain family member 31
135078718	XP_063829345.1	XP_004923960.1	101742293	LOC101742293	activating signal cointegrator 1 complex subunit 2
135078720	XP_063829347.1	XP_037875274.1	101744695	Mcm10	minichromosome maintenance 10 homolog
135078722	XP_063829349.1	XP_021202154.2	101745514	LOC101745514	frizzled-10
135078719	XP_063829350.1	XP_004924605.1	101736882	Ythdf	YTH domain-containing family protein
135078723	XP_063829351.1	NP_001266291.1	101737985	RMI1	RecQ mediated genome instability 1
135078724	XP_063829352.1	XP_004923972.2	101743967	LOC101743967	aladin
135078726	XP_063829356.1	XP_004923976.1	101744452	bur	GMP synthase burgundy
135078727	XP_063829357.1	XP_004923974.1	101744256	Rpt1	26S proteasome regulatory subunit Rpt1
135078731	XP_063829358.1	XP_012543965.1	101744830	LOC101744830	protein phosphatase 1 regulatory subunit 7
135078732	XP_063829359.1	XP_012544306.2	101745659	LOC101745659	potassium voltage-gated channel protein Shaw
135078733	XP_063829361.1	NP_001040300.1	693082	Faa	fumarylacetoacetate hydrolase
135078735	XP_063829363.1	XP_004923979.1	101745070	LOC101745070	H/ACA ribonucleoprotein complex non-core subunit NAF1
135078737	XP_063829365.1	XP_004923980.2	101745220	LOC101745220	homeotic protein spalt-major
135078738	XP_063829366.1	XP_004923981.1	101745369	LOC101745369	inositol-3-phosphate synthase
135078741	XP_063829368.1	XP_037876902.1	119630688	LOC119630688	uncharacterized LOC119630688
135078742	XP_063829369.1	XP_037877613.1	101745072	chico	insulin receptor substrate 1 chico
135078739	XP_063829370.1	XP_012552852.2	101739716	LOC101739716	serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit delta
135078744	XP_063829372.1	XP_037877625.1	119631199	LOC119631199	uncharacterized LOC119631199
135078745	XP_063829373.1	XP_004927473.2	101738711	SmydA-4	SET and MYND domain containing, arthropod-specific, member 4
135078750	XP_063829376.1	NP_001189467.1	100529238	LOC100529238	daxx
135078751	XP_063829377.1	XP_021203986.2	101738846	LOC101738846	uncharacterized LOC101738846
135078752	XP_063829378.1	NP_001037538.1	693075	eEF5	eukaryotic translation elongation factor 5
135078749	XP_063829380.1	XP_062528657.1	101739715	LOC101739715	putative uncharacterized protein DDB_G0286901
135078753	XP_063829382.1	XP_037869058.1	119628981	LOC119628981	uncharacterized LOC119628981
135078754	XP_063829383.1	NP_001040409.1	732945	Thor	eukaryotic translation initiation factor 4E binding protein thor
135078758	XP_063829385.1	XP_004926296.1	101737539	l(2)10685	5-methylcytosine rRNA methyltransferase l(2)10685
135078759	XP_063829386.1	NP_001036849.2	101737684	MFS3	major facilitator superfamily transporter 3
135078760	XP_063829387.1	XP_021203989.2	101738302	LOC101738302	uncharacterized LOC101738302
135078757	XP_063829388.1	XP_004922977.1	101739991	IntS4	integrator complex subunit 4
135078762	XP_063829390.1	XP_004926325.1	101741572	LOC101741572	solute carrier family 25 member 16
135078764	XP_063829392.1	XP_004926298.1	101737820	mts	protein phosphatase 2 catalytic subunit mts
135078767	XP_063829393.1	NP_001093300.1	100101206	Mvd	mevalonate diphosphate decarboxylase
135078768	XP_063829394.1	NP_001040272.1	692968	Rack1	Receptor of activated protein kinase C 1
135078770	XP_063829395.1	XP_004926300.1	101738086	LOC101738086	low density lipoprotein receptor adapter protein 1
135078771	XP_063829396.1	XP_004926301.1	101738212	LOC101738212	lysozyme
135078772	XP_063829397.1	XP_004926302.1	101738343	LOC101738343	lysozyme
135078769	XP_063829398.1	XP_037871768.1	101741236	LOC101741236	ATP-binding cassette sub-family C member 4
135078774	XP_063829399.1	XP_021203754.2	110385211	LOC110385211	sperm flagellar protein 2
135078778	XP_063829401.1	XP_004926314.1	101739920	LOC101739920	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase
135078779	XP_063829403.1	NP_001037386.1	692786	LOC692786	glyceraldehyde-3-phosphate dehydrogenase
135078782	XP_063829404.1	XP_012545937.1	101742593	LOC101742593	frizzled-4
135078785	XP_063829406.1	XP_004926318.1	101740456	TFAM	mitochondrial transcription factor A
135078788	XP_063829407.1	NP_001040490.1	733033	LOC733033	ecto-nucleotidase
135078790	XP_063829408.1	XP_004927088.3	101741488	bowl	brother of odd with entrails limited
135078791	XP_063829409.1	XP_037875756.1	119630430	LOC119630430	X-ray repair cross-complementing protein 5
135078793	XP_063829411.1	XP_012545916.2	101742299	LOC101742299	glutathione S-transferase C-terminal domain-containing protein homolog
135078794	XP_063829412.1	XP_004926303.1	101738481	LOC101738481	PAT complex subunit CCDC47
135078795	XP_063829414.1	XP_004926311.1	101739592	LOC101739592	NAD kinase
135078792	XP_063829415.1	XP_012552803.2	101741942	LOC101741942	uncharacterized protein CG7065
135078796	XP_063829422.1	XP_037875551.1	101742735	Caf1-55	chromatin assembly factor 1 p55 subunit
135078797	XP_063829423.1	XP_037875320.1	101738885	LOC101738885	beta-1,4-galactosyltransferase 1
135078798	XP_063829424.1	XP_004933167.1	101736297	LOC101736297	uncharacterized LOC101736297
135078801	XP_063829426.1	XP_004926308.1	101739170	Rim2	replication in mitochondria 2
135078799	XP_063829428.1	XP_062528794.1	101744925	LOC101744925	uncharacterized LOC101744925
135078802	XP_063829429.1	XP_004926315.1	101740056	LOC101740056	PI-PLC X domain-containing protein 3
135078803	XP_063829434.1	XP_004926292.2	101736976	Cdk5alpha	Cdk5 activator-like protein
135078804	XP_063829435.1	XP_012545912.1	101737106	LOC101737106	uncharacterized LOC101737106
135078805	XP_063829436.1	NP_001243988.1	100862838	_Bre4	glycosyltransferase
135078806	XP_063829437.1	XP_037875301.1	101741006	LOC101741006	uncharacterized LOC101741006
135078807	XP_063829442.1	XP_037875313.1	101740705	Vps11	vacuolar protein sorting 11
135078808	XP_063829443.1	XP_037874933.1	101737662	LOC101737662	carboxylesterase 1C
135078809	XP_063829444.1	XP_012545915.2	101739451	LOC101739451	1,4-alpha-glucan-branching enzyme
135078810	XP_063829445.1	NP_001036923.1	692468	aPKC	protein kinase C iota type
135078811	XP_063829446.1	XP_062531140.1	101741866	SCAR	wiskott-Aldrich syndrome protein family member 3 SCAR
135078822	XP_063829447.1	XP_012550683.1	101743853	drm	odd-skipped family member drumstick
135078823	XP_063829449.1	XP_004931814.3	101743420	LOC101743420	uncharacterized LOC101743420
135078825	XP_063829451.1	XP_004931811.1	101742993	LOC101742993	uncharacterized LOC101742993
135078826	XP_063829452.1	XP_004931810.1	101742852	LOC101742852	uncharacterized LOC101742852
135078828	XP_063829453.1	XP_004931816.1	101743701	LOC101743701	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial
135078829	XP_063829454.1	NP_001098067.2	100125337	Ago3	argonaute 3
135078830	XP_063829455.1	XP_012550687.1	101743559	spz3	Spaetzle domain-containing protein 3
135078831	XP_063829457.1	XP_004923288.1	101742329	LOC101742329	trypsin, alkaline C
135078832	XP_063829458.1	XP_004931806.2	101742274	LOC101742274	basic juvenile hormone-suppressible protein 2
135078833	XP_063829459.1	XP_012550567.3	101738588	LOC101738588	arylphorin subunit beta
135078835	XP_063829461.1	XP_004931805.3	101742121	LOC101742121	hexamerin-1.1
135078836	XP_063829462.1	NP_001040443.1	732982	TpnC25D	Troponin C at 25D
135078839	XP_063829464.1	NP_001037590.1	733005	Sp2	sex-specific storage-protein 2
135078841	XP_063829466.1	XP_062530382.1	101738457	LOC101738457	acidic juvenile hormone-suppressible protein 1
135078842	XP_063829468.1	NP_001037051.1	692605	for	cGMP-dependent protein kinase for
135078843	XP_063829470.1	XP_004931807.1	101742414	RapGAP1	Rap GTPase activating protein 1
135078846	XP_063829477.1	XP_062531525.1	101738723	LOC101738723	synaptotagmin-12
135078847	XP_063829481.1	XP_004931866.1	101738997	LOC101738997	dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11
135078848	XP_063829482.1	XP_012550651.2	101742560	LOC101742560	long-chain-fatty-acid--CoA ligase 5
135078819	XP_063829484.1	NP_001188506.1	100216493	Cyce	cyclin E
135078852	XP_063829485.1	XP_062532209.1	119630575	LOC119630575	trichohyalin
135078853	XP_063829486.1	XP_037875185.1	101741552	LOC101741552	protein gooseberry-neuro
135078855	XP_063829490.1	XP_004931802.2	119628361	LOC119628361	group XIIA secretory phospholipase A2
135078856	XP_063829492.1	XP_004931801.1	101741544	LOC101741544	myotrophin
135078858	XP_063829493.1	XP_004931798.1	101741028	Ing3	Inhibitor of growth family, member 3
135078860	XP_063829495.1	XP_004931797.2	101740657	Swip-1	EF-hand domain-containing protein D2 homolog Swip-1
135078862	XP_063829497.1	XP_021207352.2	101740251	LOC101740251	sialin
135078864	XP_063829498.1	XP_012550647.3	101737655	LOC101737655	enoyl-[acyl-carrier-protein] reductase, mitochondrial
135078865	XP_063829499.1	XP_037875339.1	101739753	LOC101739753	uncharacterized LOC101739753
135078866	XP_063829501.1	XP_004931790.1	101739473	LOC101739473	uncharacterized LOC101739473
135078867	XP_063829503.1	XP_004931787.1	101739090	Faf2	Fas-associated factor 2
135078868	XP_063829504.1	XP_062526498.1	119629001	LOC119629001	uncharacterized LOC119629001
135078869	XP_063829505.1	NP_001296504.1	101738358	LOC101738358	cytochrome c
135078870	XP_063829507.1	XP_037877431.1	101739889	LOC101739889	uncharacterized LOC101739889
135078871	XP_063829508.1	XP_012550604.1	101738678	LOC101738678	cytochrome b5 reductase 4
135078873	XP_063829514.1	XP_004931800.3	101741404	LOC101741404	trichohyalin
135078874	XP_063829516.1	XP_004931785.1	101738817	LOC101738817	fatty-acid amide hydrolase 2-B
135078875	XP_063829517.1	XP_004931859.2	101737926	LOC101737926	uncharacterized transporter slc-17.2
135078878	XP_063829523.1	XP_004931796.2	101740517	LOC101740517	DNA-binding protein RFXANK
135078880	XP_063829524.1	XP_004931799.1	101741265	LOC101741265	calcyclin-binding protein
135078882	XP_063829526.1	NP_001040193.1	692884	LOC692884	2-hydroxyphytanoyl-CoA lyase
135078883	XP_063829528.1	NP_001040263.1	692958	Rpn11	regulatory particle non-ATPase 11
135078884	XP_063829529.1	XP_004931779.1	101738015	Tsen2	tRNA splicing endonuclease subunit 2
135078886	XP_063829531.1	NP_001140193.1	100286768	Cmc1	Cmc1 protein
135078887	XP_063829532.1	NP_001040488.1	733031	VhaSFD	V-type proton ATPase subunit VhaSFD
135078889	XP_063829533.1	XP_004931777.3	101737513	LOC101737513	androgen-dependent TFPI-regulating protein
135078891	XP_063829534.1	XP_021207400.1	101736819	LOC101736819	uncharacterized LOC101736819
135078892	XP_063829535.1	XP_004931769.1	101736586	LOC101736586	clavesin-1
135078893	XP_063829536.1	XP_021207319.2	101735348	LOC101735348	MAP7 domain-containing protein 1
135078894	XP_063829539.1	XP_004931764.2	101735666	Taf11	TATA-box binding protein associated factor 11
135078895	XP_063829540.1	XP_012550686.1	101735893	LOC101735893	polypeptide N-acetylgalactosaminyltransferase 3
135078896	XP_063829541.1	XP_004931758.1	101746778	LOC101746778	uncharacterized LOC101746778
135078898	XP_063829542.1	XP_012550681.2	101735622	LOC101735622	histone-lysine N-methyltransferase PRDM16
135078899	XP_063829547.1	XP_004931751.3	101745736	Pif1	Pif1 DNA helicase
135078902	XP_063829548.1	XP_004931841.3	101735487	ChLD3	Chitin and LDLR binding deacetylase 3
135078903	XP_063829549.1	NP_001040136.1	692825	LSm7	U6 snRNA-associated Sm-like protein LSm7
135078905	XP_063829550.1	XP_004931749.1	101745440	LOC101745440	chitinase domain-containing protein 1
135078906	XP_063829551.1	XP_004931747.1	101745197	LOC101745197	short-chain dehydrogenase/reductase family 16C member 6
135078908	XP_063829552.1	XP_004931746.1	101745050	LOC101745050	estradiol 17-beta-dehydrogenase 11
135078909	XP_063829553.1	NP_001296529.1	101744815	LOC101744815	integrin beta-nu
135078910	XP_063829554.1	XP_021207401.2	101744429	muc	dihydrolipoamide S-acetyltransferase muc
135078907	XP_063829556.1	XP_021209000.2	101744972	LOC101744972	protein arginine N-methyltransferase 9
135078912	XP_063829557.1	XP_004931741.1	101744145	Pgant5	polypeptide N-acetylgalactosaminyltransferase 5
135078913	XP_063829561.1	XP_004931740.1	101744000	Tak1	TGF-beta activated kinase 1
135078914	XP_063829562.1	NP_001153662.1	100301494	K5	putative neuropeptide precursor protein
135078915	XP_063829565.1	XP_004931757.2	101746638	LOC101746638	uncharacterized LOC101746638
135078916	XP_063829567.1	XP_004931774.2	101737123	LOC101737123	protein smoothened
135078918	XP_063829569.1	XP_021207367.2	101737083	LOC101737083	zinc finger protein ZFP2
135078919	XP_063829582.1	XP_021208999.3	105842952	LOC105842952	uncharacterized LOC105842952
135078920	XP_063829586.1	XP_004931755.1	101746212	LOC101746212	zinc finger protein 252
135078921	XP_063829587.1	XP_004931770.1	101736729	LOC101736729	protein quick-to-court
135078924	XP_063829592.1	XP_021207335.1	101744286	LOC101744286	solute carrier family 41 member 1
135078925	XP_063829593.1	NP_001037215.1	692693	RpL11	ribosomal protein L11
135078926	XP_063829594.1	XP_004931760.1	101747049	LOC101747049	enoyl-CoA hydratase domain-containing protein 3, mitochondrial
135078927	XP_063829596.1	XP_004931759.1	101746919	Arf102F	ADP-ribosylation factor 2
135078928	XP_063829597.1	XP_004931766.1	101735939	LOC101735939	uncharacterized LOC101735939
135078929	XP_063829598.1	XP_004931767.1	101736064	LOC101736064	uncharacterized LOC101736064
135078911	XP_063829599.1	XP_037867051.1	101744506	LOC101744506	protein pigeon
135078930	XP_063829600.1	NP_001037249.1	692710	RpL37A	ribosomal protein L37A
135078931	XP_063829601.1	XP_037877355.2	101736021	LOC101736021	ATP-dependent DNA/RNA helicase DHX36
135078932	XP_063829602.1	XP_004931765.1	101735811	SdhA	succinate dehydrogenase, subunit A (flavoprotein)
135078933	XP_063829603.1	XP_004931756.1	101746494	gus	splA/ryanodine receptor domain and SOCS box containing gustavus
135078936	XP_063829604.1	XP_004931727.1	101742077	Prp5	pre-mRNA processing factor 5
135078934	XP_063829606.1	XP_062532329.1	134201487	LOC134201487	uncharacterized LOC134201487
135078937	XP_063829607.1	XP_004931836.3	101746731	LOC101746731	centrosomal protein of 162 kDa
135078939	XP_063829610.1	XP_004931719.1	101740981	LOC101740981	malate dehydrogenase, mitochondrial
135078940	XP_063829612.1	XP_004931732.1	101742807	LOC101742807	uncharacterized LOC101742807
135078941	XP_063829613.1	XP_012550590.1	101747006	LOC101747006	runt-related transcription factor 3
135078942	XP_063829614.1	NP_001104821.1	100126868	run	segmentation protein runt
135078945	XP_063829616.1	XP_021207339.3	101743329	LOC101743329	carboxypeptidase B
135078946	XP_063829617.1	NP_001036933.1	692479	Mf-cpa	molting fluid carboxypeptidase A
135078943	XP_063829618.1	XP_004923038.1	101735859	nclb	no child left behind
135078947	XP_063829619.1	XP_037875119.1	101742413	LOC101742413	putative uncharacterized transposon-derived protein F52C9.6
135078948	XP_063829620.1	NP_001124377.1	100174851	ND-SGDH	NADH dehydrogenase (ubiquinone) SGDH subunit
135078949	XP_063829621.1	XP_004931733.2	101742953	Prp6	pre-mRNA processing factor 6
135078950	XP_063829622.1	XP_004931716.1	101740562	ND-75	NADH dehydrogenase (ubiquinone) 75 kDa subunit
135078951	XP_063829623.1	XP_004931734.1	101743092	fl(2)d	female lethal d
135078952	XP_063829624.1	XP_004931715.1	101740340	LOC101740340	erlin-2
135078954	XP_063829626.1	NP_001037556.1	693119	eEF1beta	elongation factor 1-beta
135078957	XP_063829627.1	NP_001171773.1	100431179	TOR1	target of rapamycin
135078958	XP_063829629.1	NP_001040110.1	692798	LOC692798	cytidine deaminase
135078959	XP_063829630.1	XP_004931702.1	101738677	Arpc2	Actin-related protein 2/3 complex, subunit 2
135078960	XP_063829631.1	XP_004931699.1	101738183	LOC101738183	UPF0047 protein YjbQ
135078962	XP_063829632.1	XP_004931694.1	101737653	BORCS6	BLOC-1 related complex subunit 6
135078964	XP_063829633.1	XP_004931692.3	101737373	LOC101737373	SET domain-containing protein SmydA-8
135078965	XP_063829634.1	NP_001127750.1	100187574	NGR-A34	neuropeptide receptor A34
135078967	XP_063829640.1	XP_004924440.3	101744454	LOC101744454	glyoxylate reductase/hydroxypyruvate reductase
135078969	XP_063829642.1	XP_062532847.1	101744216	LOC101744216	glyoxylate reductase/hydroxypyruvate reductase
135078970	XP_063829643.1	XP_037875249.1	101743924	Tab2	TAK1-associated binding protein 2
135078968	XP_063829646.1	XP_012552810.2	101744252	LOC101744252	adenylyl cyclase 78C
135078971	XP_063829648.1	XP_062532990.1	101743775	LOC101743775	pre-mRNA-splicing factor Syf2
135078972	XP_063829649.1	XP_004924436.1	101744073	Lamtor3	Late endosomal/lysosomal adaptor, MAPK and MTOR activator 3
135078973	XP_063829650.1	NP_001040533.1	733121	Clic	chloride intracellular channel protein 5
135078974	XP_063829652.1	XP_004924428.1	101742633	colt	carnitine/acylcarnitine carrier protein colt, mitochondrial
135078975	XP_063829653.1	XP_062532880.1	101742487	LOC101742487	G patch domain and ankyrin repeat-containing protein 1 homolog
135078977	XP_063829654.1	XP_004924430.1	101742927	LOC101742927	serine protease inhibitor dipetalogastin
135078979	XP_063829655.1	XP_037874353.1	101747070	LOC101747070	sarcoplasmic calcium-binding protein, alpha chain
135078976	XP_063829657.1	XP_004923051.1	101737619	Exd2	Exonuclease 3'-5' domain-containing 2
135078980	XP_063829658.1	NP_001040540.1	733128	LOC733128	glyoxylate reductase/hydroxypyruvate reductase
135078981	XP_063829659.1	XP_004924424.1	101742007	bug	thioredoxin domain-containing protein bug
135078982	XP_063829660.1	XP_004924421.1	101741563	LOC101741563	zinc finger CCHC domain-containing protein 24
135078983	XP_063829661.1	XP_004924454.1	101746657	LOC101746657	mitochondrial 2-oxoglutarate/malate carrier protein
135078984	XP_063829662.1	XP_004924416.1	101740774	LOC101740774	sepiapterin reductase
135078985	XP_063829664.1	NP_001037378.1	692782	ScpX	Sterol carrier protein X-related thiolase
135078987	XP_063829665.1	XP_004924415.1	101740400	LOC101740400	uncharacterized LOC101740400
135078988	XP_063829666.1	XP_021202487.1	101739953	LOC101739953	uncharacterized LOC101739953
135078986	XP_063829669.1	XP_037871856.1	101744543	LOC101744543	actin nucleation-promoting factor WASL
135078990	XP_063829672.1	XP_021202486.2	110384923	LOC110384923	uncharacterized LOC110384923
135078991	XP_063829674.1	XP_004924406.1	101739068	nmd	no mitochondrial derivative
135078992	XP_063829676.1	XP_037876096.1	101746096	LOC101746096	nucleolar MIF4G domain-containing protein 1 homolog
135078993	XP_063829677.1	XP_012544313.1	101745952	Pten	phosphatase and tensin-like protein
135078995	XP_063829678.1	XP_004924410.1	101739533	LOC101739533	uncharacterized LOC101739533
135078996	XP_063829680.1	NP_001171774.1	100431180	Tor	serine/threonine-protein kinase Tor
135078994	XP_063829681.1	XP_012552847.2	101744826	LOC101744826	zinc finger protein 729
135078997	XP_063829682.1	XP_037875092.1	101745809	LOC101745809	protein Dok-7
135078998	XP_063829684.1	XP_012550558.2	101738056	LOC101738056	katanin-interacting protein
