NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
135082162	LOC135082162	neo-calmodulin-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	6		
135082163	Pgam5	Phosphoglycerate mutase 5	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2	31143	NCBI Ortholog
135082164	LOC135082164	RNA-binding protein EWS-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	3		
135082165	fabp	fatty acid binding protein	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	3772232	NCBI Ortholog
135082166	LOC135082166	piggyBac transposable element-derived protein 4-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	4		
135082167	LOC135082167	uncharacterized LOC135082167	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082168	AP-1-2beta	adaptor protein complex 1/2, beta subunit	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	32987	NCBI Ortholog
135082169	LOC135082169	uncharacterized LOC135082169	Ostrinia nubilalis	European corn borer	ncRNA	1		
135082170	Ogg1	8-oxoguanine DNA glycosylase	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	31806	NCBI Ortholog
135082171	RhoGAP5A	Rho GTPase activating protein at 5A	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	31473	NCBI Ortholog
135082172	LOC135082172	seminal metalloprotease 1-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082173	wbl	endoplasmic reticulum protein 29-like protein wbl	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	37206	NCBI Ortholog
135082174	Ufd1-like	ubiquitin fusion-degradation 1-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2	39254	NCBI Ortholog
135082175	Rab35	RAS oncogene family member Rab35	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	33014	NCBI Ortholog
135082176	Arpc4	Actin-related protein 2/3 complex, subunit 4	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	33864	NCBI Ortholog
135082177	Slimp	Seryl-tRNA synthetase-like insect mitochondrial protein	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	318604	NCBI Ortholog
135082178	LOC135082178	zinc finger protein 593 homolog	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	31600	NCBI Ortholog
135082179	Tango2	transport and golgi organization 2	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	32319	NCBI Ortholog
135082180	LOC135082180	myoneurin-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135082181	LOC135082181	spermosin-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082182	LOC135082182	optomotor-blind protein-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082183	RpL30	ribosomal protein L30	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	44059	NCBI Ortholog
135082184	LOC135082184	ran-specific GTPase-activating protein-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082185	LOC135082185	phospholipase A2-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082186	LOC135082186	fatty acid-binding protein 2-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082187	LOC135082187	fatty acid-binding protein 2-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082188	LOC135082188	cytochrome b-c1 complex subunit 9	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	45401	NCBI Ortholog
135082189	Chc	clathrin heavy chain	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	32537	NCBI Ortholog
135082190	Lztr1	Leucine zipper like transcription regulator 1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	31037	NCBI Ortholog
135082191	LOC135082191	uncharacterized LOC135082191	Ostrinia nubilalis	European corn borer	ncRNA	1		
135082192	LOC135082192	uncharacterized LOC135082192	Ostrinia nubilalis	European corn borer	ncRNA	2		
135082193	LOC135082193	adenosine deaminase AGSA-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082194	LOC135082194	adenosine deaminase 2-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082195	LOC135082195	uncharacterized LOC135082195	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082196	Bet3	blocked early in transport 3	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	39090	NCBI Ortholog
135082197	LOC135082197	fatty acid-binding protein 1-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082198	LOC135082198	fatty acid-binding protein 1-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082199	LOC135082199	fatty acid-binding protein 1-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082200	LOC135082200	uncharacterized LOC135082200	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135082201	LOC135082201	uncharacterized LOC135082201	Ostrinia nubilalis	European corn borer	ncRNA	1		
135082202	LOC135082202	apyrase-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082203	LOC135082203	apyrase-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082204	LOC135082204	uncharacterized LOC135082204	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082205	LOC135082205	uncharacterized LOC135082205	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082206	LOC135082206	uncharacterized LOC135082206	Ostrinia nubilalis	European corn borer	ncRNA	1		
135082207	LOC135082207	uncharacterized LOC135082207	Ostrinia nubilalis	European corn borer	ncRNA	1		
135082208	LOC135082208	uncharacterized LOC135082208	Ostrinia nubilalis	European corn borer	ncRNA	2		
135082209	LOC135082209	transcription initiation protein SPT3 homolog	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082210	LOC135082210	N-acetylglucosamine-6-sulfatase-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082211	Snm1	DNA cross-link repair protein snm1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	40669	NCBI Ortholog
135082212	LOC135082212	vacuole membrane protein 1-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082213	LOC135082213	E3 ubiquitin-protein ligase Siah1-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082214	unc-119	unc-119 lipid binding chaperone	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	31664	NCBI Ortholog
135082215	LOC135082215	dnaJ homolog subfamily C member 30, mitochondrial-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082216	Vps37B	vacuolar protein sorting 37B	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	40624	NCBI Ortholog
135082217	Cftr	CF transmembrane conductance regulator	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	42928	NCBI Ortholog
135082218	sqh	myosin regulatory light chain sqh	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2	31554	NCBI Ortholog
135082219	LOC135082219	uncharacterized LOC135082219	Ostrinia nubilalis	European corn borer	ncRNA	1		
135082220	LOC135082220	apolipophorin-3-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082221	LOC135082221	uncharacterized LOC135082221	Ostrinia nubilalis	European corn borer	ncRNA	1		
135082222	LOC135082222	uncharacterized LOC135082222	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	3		
135082223	kz	putative ATP-dependent RNA helicase kurz	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	31205	NCBI Ortholog
135082224	LOC135082224	uncharacterized LOC135082224	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2	41560	NCBI Ortholog
135082225	Rilpl	Rab interacting lysosomal protein like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	4	31090	NCBI Ortholog
135082226	LOC135082226	ATP-binding cassette subfamily C member 4-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082227	LOC135082227	glucose dehydrogenase [FAD, quinone]-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082228	LOC135082228	uncharacterized LOC135082228	Ostrinia nubilalis	European corn borer	ncRNA	1		
135082229	LOC135082229	glucose dehydrogenase [FAD, quinone]-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082230	LOC135082230	luciferin 4-monooxygenase-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082231	LOC135082231	luciferin 4-monooxygenase-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082232	LOC135082232	nuclear speckle splicing regulatory protein 1-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135082233	LOC135082233	TWiK family of potassium channels protein 9-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082234	LOC135082234	potassium channel subfamily K member 18-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082235	LOC135082235	uncharacterized LOC135082235	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082236	LOC135082236	sulfotransferase 1B1-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082237	Dlish	Dachs ligand with SH3s	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	37014	NCBI Ortholog
135082238	LOC135082238	retinol-binding protein pinta-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082239	spidey	hydroxysteroid 17-beta dehydrogenase 12 spidey	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	31703	NCBI Ortholog
135082240	PIG-L	phosphatidylinositol glycan anchor biosynthesis class L	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	42388	NCBI Ortholog
135082241	bonsai	28S ribosomal protein S15, mitochondrial	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	37587	NCBI Ortholog
135082242	vib	phosphatidylinositol transfer protein vib	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	42306	NCBI Ortholog
135082243	LOC135082243	fatty acid-binding protein 1-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082244	LOC135082244	macrophage migration inhibitory factor homolog	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082245	beag	IC cytokine homolog beag	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	41091	NCBI Ortholog
135082246	Hacd1	3-hydroxyacyl-CoA dehydratase 1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2	34614	NCBI Ortholog
135082247	LOC135082247	uncharacterized LOC135082247	Ostrinia nubilalis	European corn borer	ncRNA	1		
135082248	LOC135082248	uncharacterized LOC135082248	Ostrinia nubilalis	European corn borer	ncRNA	1		
135082249	LOC135082249	uncharacterized LOC135082249	Ostrinia nubilalis	European corn borer	ncRNA	1		
135082250	Sas-4	spindle assembly abnormal 4	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	40859	NCBI Ortholog
135082251	mRpL44	mitochondrial ribosomal protein L44	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	40656	NCBI Ortholog
135082252	LOC135082252	nardilysin-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082253	LOC135082253	apyrase-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082254	CDC50	cell cycle control protein 50A	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	32615	NCBI Ortholog
135082255	LOC135082255	septin-1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2	33114	NCBI Ortholog
135082256	LOC135082256	uncharacterized LOC135082256	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082257	LOC135082257	squamous cell carcinoma antigen recognized by T-cells 3-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135082258	LOC135082258	protein ABHD18	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	317860	NCBI Ortholog
135082259	LOC135082259	neurogenic locus notch homolog protein 3	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	3	33013	NCBI Ortholog
135082260	LOC135082260	exocyst complex component 8	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	43163	NCBI Ortholog
135082261	car	vacuolar protein sorting-associated protein 33A	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	32947	NCBI Ortholog
135082262	LOC135082262	golgin subfamily A member 4-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082263	LOC135082263	peptidoglycan-recognition protein LB-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082264	sals	sarcomere length short	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	6	41377	NCBI Ortholog
135082265	LOC135082265	glucose dehydrogenase [FAD, quinone]-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082266	LOC135082266	uncharacterized LOC135082266	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082267	LOC135082267	peptidoglycan-recognition protein LB-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135082268	LOC135082268	peptidoglycan-recognition protein LB-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082269	LOC135082269	uncharacterized protein C9orf85 homolog	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	5	32716	NCBI Ortholog
135082270	LOC135082270	pupal cuticle protein-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082271	LOC135082271	peptidoglycan-recognition protein LB-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082272	LOC135082272	uncharacterized LOC135082272	Ostrinia nubilalis	European corn borer	ncRNA	1		
135082273	LOC135082273	uncharacterized LOC135082273	Ostrinia nubilalis	European corn borer	ncRNA	1		
135082274	LOC135082274	uncharacterized LOC135082274	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082275	LOC135082275	uncharacterized LOC135082275	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135082276	LOC135082276	uncharacterized LOC135082276	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082277	LOC135082277	chromobox protein homolog 3-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135082278	Tao	Serine/threonine-protein kinase Tao	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	32948	NCBI Ortholog
135082279	LOC135082279	protein NipSnap	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	32573	NCBI Ortholog
135082280	LOC135082280	rabankyrin-5	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	3355072	NCBI Ortholog
135082281	LOC135082281	uncharacterized LOC135082281	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082282	LOC135082282	uncharacterized LOC135082282	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	3	36347	NCBI Ortholog
135082283	LOC135082283	cytochrome b-c1 complex subunit 6, mitochondrial-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082284	CHOp24	transmembrane p24 trafficking protein CHOp24	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	31382	NCBI Ortholog
135082285	cin	Molybdenum cofactor synthesis protein cinnamon	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	30973	NCBI Ortholog
135082286	Ddx1	ATP-dependent RNA helicase Ddx1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	40457	NCBI Ortholog
135082287	Set8	SET domain containing 8	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	41743	NCBI Ortholog
135082288	LOC135082288	histone deacetylase 8-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082289	LOC135082289	ubiquitin-conjugating enzyme E2 L3	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082290	eIF3c	eukaryotic translation initiation factor 3 subunit C	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	37005	NCBI Ortholog
135082291	Snap29	Synaptosomal-associated protein 29kDa	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	37774	NCBI Ortholog
135082292	LOC135082292	uncharacterized LOC135082292	Ostrinia nubilalis	European corn borer	ncRNA	3		
135082293	SmD3	small ribonucleoprotein particle protein SmD3	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	36306	NCBI Ortholog
135082294	Pp4-19C	protein phosphatase 19C	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	45031	NCBI Ortholog
135082295	LOC135082295	glucose dehydrogenase [FAD, quinone]-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135082296	LOC135082296	glucose dehydrogenase [FAD, quinone]-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082297	LOC135082297	vanin-like protein 1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082298	LOC135082298	glucose dehydrogenase [FAD, quinone]	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2	32418	NCBI Ortholog
135082299	LOC135082299	glucose dehydrogenase [FAD, quinone]-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082300	LOC135082300	glucose dehydrogenase [FAD, quinone]-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135082301	LOC135082301	glucose dehydrogenase [FAD, quinone]-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082302	LOC135082302	flotillin-2	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	5	32425	NCBI Ortholog
135082303	LOC135082303	cryptochrome-1-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135082304	LOC135082304	uncharacterized LOC135082304	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082305	LOC135082305	L-asparaginase-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	3		
135082306	LOC135082306	uncharacterized LOC135082306	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082307	LOC135082307	calcium release-activated calcium channel protein 1-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082308	LOC135082308	uncharacterized LOC135082308	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082309	LOC135082309	uncharacterized LOC135082309	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082310	LOC135082310	uncharacterized LOC135082310	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082311	Kdm2	Lysine demethylase 2	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	41090	NCBI Ortholog
135082312	LOC135082312	uncharacterized LOC135082312	Ostrinia nubilalis	European corn borer	ncRNA	5		
135082313	LOC135082313	dynein light chain 2, cytoplasmic	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135082314	LOC135082314	vanin-like protein 2	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082315	RpL8	ribosomal protein L8	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	44251	NCBI Ortholog
135082316	LOC135082316	cytosolic 10-formyltetrahydrofolate dehydrogenase	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	35407	NCBI Ortholog
135082317	LOC135082317	uncharacterized LOC135082317	Ostrinia nubilalis	European corn borer	ncRNA	1		
135082318	LOC135082318	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082319	LOC135082319	uncharacterized LOC135082319	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	41835	NCBI Ortholog
135082320	LOC135082320	uncharacterized LOC135082320	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082321	LOC135082321	ubiquitin-conjugating enzyme E2 G1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2	3355079	NCBI Ortholog
135082322	LOC135082322	uncharacterized LOC135082322	Ostrinia nubilalis	European corn borer	ncRNA	1		
135082323	LOC135082323	myb-binding protein 1A-like protein	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082324	eIF4H1	eukaryotic translation initiation factor 4H1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	49809	NCBI Ortholog
135082325	LOC135082325	uncharacterized LOC135082325	Ostrinia nubilalis	European corn borer	ncRNA	2		
135082326	LOC135082326	uncharacterized LOC135082326	Ostrinia nubilalis	European corn borer	ncRNA	1		
135082327	LOC135082327	phenoloxidase subunit 2-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082328	Dph1	diphthamide biosynthesis 1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	39317	NCBI Ortholog
135082329	LOC135082329	sn-1-specific diacylglycerol lipase ABHD11-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082330	LOC135082330	very long chain fatty acid elongase AAEL008004-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135082331	LOC135082331	uncharacterized LOC135082331	Ostrinia nubilalis	European corn borer	ncRNA	1		
135082332	LOC135082332	uncharacterized LOC135082332	Ostrinia nubilalis	European corn borer	ncRNA	1		
135082333	LOC135082333	phenoloxidase subunit 2-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082334	LOC135082334	MOG interacting and ectopic P-granules protein 1-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135082335	unc-45	unc-45 myosin chaperone	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	44910	NCBI Ortholog
135082336	LOC135082336	ATP-binding cassette subfamily C member 4-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082337	CCT6	chaperonin containing TCP1 subunit 6	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	32518	NCBI Ortholog
135082338	LOC135082338	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	32506	NCBI Ortholog
135082339	LOC135082339	apoptosis-inducing factor 3-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135082340	Arc42	Activator-recruited cofactor subunit 42	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	42364	NCBI Ortholog
135082341	SppL	signal peptide peptidase-like protein	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	43128	NCBI Ortholog
135082342	Arpc3A	Actin-related protein 2/3 complex, subunit 3A	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2	41917	NCBI Ortholog
135082343	LOC135082343	coiled-coil domain-containing protein 86	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	32958	NCBI Ortholog
135082344	Osbp	oxysterol binding protein	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	42985	NCBI Ortholog
135082345	LOC135082345	uncharacterized LOC135082345	Ostrinia nubilalis	European corn borer	ncRNA	1		
135082346	Sld5	DNA replication complex GINS protein SLD5	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	43166	NCBI Ortholog
135082347	LOC135082347	uncharacterized LOC135082347	Ostrinia nubilalis	European corn borer	ncRNA	1		
135082348	POLDIP2	DNA polymerase delta interacting protein 2	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	40655	NCBI Ortholog
135082349	AMPKalpha	AMP-activated protein kinase alpha subunit	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	43904	NCBI Ortholog
135082350	Cdk1	Cyclin-dependent kinase 1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	34411	NCBI Ortholog
135082351	sea	mitochondrial citrate transporter scheggia	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	3772221	NCBI Ortholog
135082352	LOC135082352	aldo-keto reductase AKR2E4-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082353	Snr1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2	40657	NCBI Ortholog
135082354	LOC135082354	bombyxin A-3 homolog	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082355	LOC135082355	uncharacterized LOC135082355	Ostrinia nubilalis	European corn borer	ncRNA	1		
135082356	Cngl	Cyclic nucleotide-gated ion channel-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2	32468	NCBI Ortholog
135082357	LOC135082357	opsin-1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082358	LOC135082358	zinc finger protein ZFP2-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	4		
135082359	LOC135082359	uncharacterized LOC135082359	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135082360	LOC135082360	uncharacterized LOC135082360	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082361	HDAC3	histone deacetylase 3	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	44446	NCBI Ortholog
135082362	LOC135082362	dnaJ homolog subfamily B member 13-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082363	DZIP1	DAZ interacting zinc finger protein 1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	42921	NCBI Ortholog
135082364	LOC135082364	zinc finger protein 845-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082365	LOC135082365	farnesol dehydrogenase-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135082366	LOC135082366	protein D2-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	4		
135082367	LOC135082367	phosphatidylethanolamine-binding protein homolog F40A3.3-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135082368	Gos28	golgi SNAP receptor complex member Gos28	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	248102	NCBI Ortholog
135082369	LOC135082369	uncharacterized LOC135082369	Ostrinia nubilalis	European corn borer	ncRNA	1		
135082370	Lnk	SH2B adapter-like protein Lnk	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	43130	NCBI Ortholog
135082371	LOC135082371	COMM domain-containing protein 2-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082372	LOC135082372	asparagine--tRNA ligase, cytoplasmic	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	35194	NCBI Ortholog
135082373	LOC135082373	apolipoprotein D-like	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082374	Not10	CCR4-NOT transcription complex subunit 10	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	41552	NCBI Ortholog
135082375	LOC135082375	WSCD family member AAEL009094	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	32467	NCBI Ortholog
135082376	LOC135082376	putative nuclease HARBI1	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082377	LOC135082377	uncharacterized LOC135082377	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082378	LOC135082378	uncharacterized LOC135082378	Ostrinia nubilalis	European corn borer	ncRNA	2		
135082379	LOC135082379	uncharacterized LOC135082379	Ostrinia nubilalis	European corn borer	ncRNA	1		
135082380	LOC135082380	uncharacterized LOC135082380	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	2		
135082381	LOC135082381	uncharacterized LOC135082381	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082382	garnet	adaptor-related protein complex 3, delta 1 subunit-like garnet	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1	44819	NCBI Ortholog
135082383	LOC135082383	uncharacterized LOC135082383	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082384	LOC135082384	uncharacterized LOC135082384	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082385	LOC135082385	golgin subfamily A member 6-like protein 22	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
135082386	LOC135082386	uncharacterized LOC135082386	Ostrinia nubilalis	European corn borer	PROTEIN_CODING	1		
