Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_085117.1	6546565	6546967	11	minus	bombyxin A-4	Bbx-a4	100169657	protein-coding	NM_001128135.2	NP_001121607.2	92	
NC_085117.1	6547448	6547720	11	plus	bombyxin B-4	Bbx-b4	100169720	protein-coding	NM_001128320.2	NP_001121792.2	90	
NC_085117.1	6551313	6551703	11	minus	bombyxin A-3	Bbx-a3	100169712	protein-coding	NM_001173419.1	NP_001166890.1	92	
NC_085117.1	6553885	6554271	11	plus	bombyxin B-2	Bbx-b2	100169721	protein-coding	NM_001128321.1	NP_001121793.1	90	
NC_085117.1	6558069	6558450	11	minus	bombyxin A2	Bbx-a2	693012	protein-coding	NM_001110301.1	NP_001103771.1	89	
NC_085117.1	6559392	6559778	11	plus	bombyxin B-1	Bbx-b1	100169719	protein-coding	NM_001128319.1	NP_001121791.1	90	
NC_085117.1	6721638	6730530	11	plus	uncharacterized LOC134199618	LOC134199618	134199618	protein-coding	XM_062670865.1	XP_062526849.1	330	
NC_085117.1	6745546	6767248	11	plus	uridine-cytidine kinase-like 1	LOC101744022	101744022	protein-coding	XM_004924106.5	XP_004924163.1	556	
NC_085117.1	6767227	6773817	11	minus	xylose isomerase	LOC101738927	101738927	protein-coding	XM_004924155.5	XP_004924212.3	444	
NC_085117.1	6774550	6785824	11	minus	threonylcarbamoyladenosine tRNA methylthiotransferase	LOC101743874	101743874	protein-coding	XM_004924105.5	XP_004924162.1	540	
NC_085117.1	6783987	6862948	11	plus	protein trapped in endoderm-1	LOC101743722	101743722	protein-coding	XM_004924104.4	XP_004924161.2	334	
NC_085117.1	6864370	6866030	11	plus	H+ transporting ATP synthase subunit d	LOC100101181	100101181	protein-coding	NM_001099809.1	NP_001093279.1	179	
NC_085117.1	6866278	6876346	11	minus	uncharacterized LOC101743582	LOC101743582	101743582	protein-coding	XM_004924103.5	XP_004924160.1	620	
NC_085117.1	6876820	6879044	11	plus	tektin-2-like	LOC119629106	119629106	protein-coding	XM_038013849.2	XP_037869777.2	214	
NC_085117.1	6877653	6882765	11	plus	tektin-B1	LOC101738791	101738791	protein-coding	XM_062671066.1	XP_062527050.1	189	
NC_085117.1	6882790	6888156	11	minus	serine palmitoyltransferase 1	LOC101743445	101743445	protein-coding	XM_004924102.4	XP_004924159.1	450	
NC_085117.1	6888248	6899019	11	minus	RNA-directed DNA polymerase from mobile element jockey	LOC119629103	119629103	protein-coding	XM_038013828.2	XP_037869756.2	584	
NC_085117.1	6900254	6906110	11	plus	putative inositol monophosphatase 3	LOC101743017	101743017	protein-coding	XM_004924100.5	XP_004924157.1	341	
NC_085117.1	6906098	6922718	11	minus	ubiquitin-conjugating enzyme E2 W	LOC101742775	101742775	protein-coding	XM_004924099.5	XP_004924156.1	154	
NC_085117.1	6922961	6938872	11	plus	N-acetylneuraminate 9-O-acetyltransferase	LOC101738522	101738522	protein-coding	XM_038013977.2	XP_037869905.1	795	
NC_085117.1	6947150	7146864	11	minus	uncharacterized LOC101738384	LOC101738384	101738384	protein-coding	XM_021346668.3	XP_021202343.2	2559	
NC_085117.1	7150899	7154745	11	minus	uncharacterized LOC101742632	LOC101742632	101742632	protein-coding	XM_004924097.5	XP_004924154.1	388	
NC_085117.1	7156253	7159255	11	minus	uncharacterized LOC101738118	LOC101738118	101738118	protein-coding	XM_012688665.4	XP_012544119.2	409	
NC_085117.1	7197517	7201941	11	plus	uncharacterized LOC119629176	LOC119629176	119629176	protein-coding	XM_062670867.1	XP_062526851.1	1260	
NC_085117.1	7205140	7209227	11	plus	uncharacterized LOC101738128	LOC101738128	101738128	protein-coding	XM_038014062.1	XP_037869990.1	168	
NC_085117.1	7213052	7214799	11	plus	uncharacterized LOC134199661	LOC134199661	134199661	protein-coding	XM_062671069.1	XP_062527053.1	240	
NC_085117.1	7225674	7272774	11	minus	lysophosphatidylcholine acyltransferase	LOC101742486	101742486	protein-coding	XM_004924096.5	XP_004924153.1	498	
NC_085117.1	7272805	7279229	11	plus	sperm-associated antigen 7 homolog	LOC101742333	101742333	protein-coding	XM_004924095.5	XP_004924152.1	236	
NC_085117.1	7280217	7314024	11	minus	sodium-dependent neutral amino acid transporter B(0)AT3	LOC101737854	101737854	protein-coding	XM_004924148.5	XP_004924205.1	724	
NC_085117.1	7318053	7323097	11	plus	bladder cancer-associated protein	LOC101742195	101742195	protein-coding	XM_062671077.1	XP_062527061.1	78	
NC_085117.1	7327442	7328175	11	minus	ribosomal protein S28	RpS28	733144	protein-coding	NM_001044215.1	NP_001037680.1	65	
NC_085117.1	7329170	7334292	11	minus	alanine--glyoxylate aminotransferase 2, mitochondrial	LOC101737717	101737717	protein-coding	XM_038013911.2	XP_037869839.1	413	
NC_085117.1	7335739	7342308	11	plus	signal sequence receptor	LOC778461	778461	protein-coding	NM_001098290.1	NP_001091760.1	279	
NC_085117.1	7346889	7354902	11	plus	alanine--glyoxylate aminotransferase 2, mitochondrial	LOC101745259	101745259	protein-coding	XM_004931560.5	XP_004931617.1	479	
NC_085117.1	7358063	7381127	11	plus	alanine--glyoxylate aminotransferase 2, mitochondrial	LOC101744960	101744960	protein-coding	XM_004931558.5	XP_004931615.1	859	
NC_085117.1	7380816	7387807	11	minus	ER membrane protein complex subunit 8/9 homolog	LOC101745108	101745108	protein-coding	XM_004931559.4	XP_004931616.1	216	
NC_085117.1	7387937	7424742	11	plus	putative 1-phosphatidylinositol 3-phosphate 5-kinase	LOC101744814	101744814	protein-coding	XM_012695047.4	XP_012550501.2	1677	
NC_085117.1	7424339	7433726	11	minus	uncharacterized LOC101744337	LOC101744337	101744337	protein-coding	XM_012695070.4	XP_012550524.1	492	
NC_085117.1	7434743	7480114	11	minus	transmembrane protein 64	LOC101744192	101744192	protein-coding	XM_004931630.5	XP_004931687.2	274	
NC_085117.1	7482147	7489519	11	plus	zinc finger CCCH domain-containing protein 15 homolog	LOC101744478	101744478	protein-coding	XM_062671072.1	XP_062527056.1	387	
NC_085117.1	7492176	7496957	11	minus	phosphotriesterase-like protein	LOC100526775	100526775	protein-coding	NM_001199028.1	NP_001185957.1	350	
NC_085117.1	7497226	7499456	11	plus	dynein axonemal assembly factor 4	LOC101744191	101744191	protein-coding	XM_004931552.5	XP_004931609.3	421	
NC_085117.1	7499462	7502712	11	minus	uncharacterized LOC101744047	LOC101744047	101744047	protein-coding	XM_004931629.4	XP_004931686.2	724	
NC_085117.1	7503750	7510999	11	minus	beta-alanine transporter	LOC101743901	101743901	protein-coding	XM_004931628.5	XP_004931685.2	602	
NC_085117.1	7512399	7520039	11	minus	uncharacterized LOC101744336	LOC101744336	101744336	protein-coding	XM_004931553.5	XP_004931610.1	423	
NC_085117.1	7521556	7541409	11	minus	glutamate [NMDA] receptor-associated protein 1	Grina	692817	protein-coding	NM_001046664.2	NP_001040129.2	315	
NC_085117.1	7544955	7546495	11	plus	large ribosomal subunit protein mL52	LOC101744046	101744046	protein-coding	XM_004931551.5	XP_004931608.1	126	
NC_085117.1	7551030	7557865	11	minus	elongation of very long chain fatty acids protein 7	LOC101743752	101743752	protein-coding	XM_004931627.5	XP_004931684.1	282	
NC_085117.1	7585302	7721417	11	minus	GTP-binding protein REM 1	LOC101743610	101743610	protein-coding	XM_012695001.4	XP_012550455.1	424	
NC_085117.1	7720967	7764773	11	plus	beta-1,3-glucan recognition protein 3	BGRP3	100188963	protein-coding	NM_001135200.1	NP_001128672.1	489	
NC_085117.1	7760804	7774518	11	plus	beta-1,3-glucan recognition protein 1	BGRP1	692379	protein-coding	NM_001043375.1	NP_001036840.1	495	
NC_085117.1	7778151	7788435	11	plus	beta-1,3-glucan recognition protein 2	BGRP2	693016	protein-coding	NM_001043985.1	NP_001037450.1	467	
NC_085117.1	7787400	7838408	11	minus	calcium-transporting ATPase type 2C member 1	LOC101743471	101743471	protein-coding	XM_038013857.2	XP_037869785.1	954	
NC_085117.1	7840387	7844402	11	minus	NADH-ubiquinone reductase	LOC733123	733123	protein-coding	NM_001047070.1	NP_001040535.1	245	
NC_085117.1	7854347	7857006	11	minus	uncharacterized LOC119629169	LOC119629169	119629169	protein-coding	XM_038014196.2	XP_037870124.1	107	
NC_085117.1	7954735	8021993	11	plus	zinc finger protein 774	LOC101743328	101743328	protein-coding	XM_012695089.4	XP_012550543.1	617	
NC_085117.1	8024045	8030179	11	minus	uncharacterized LOC101743192	LOC101743192	101743192	protein-coding	XM_038013880.2	XP_037869808.1	355	
NC_085117.1	8030723	8044609	11	plus	probable serine/threonine-protein kinase kinX	LOC101743751	101743751	protein-coding	XM_004931549.5	XP_004931606.2	1007	
NC_085117.1	8049457	8207274	11	plus	uncharacterized LOC101743046	LOC101743046	101743046	protein-coding	XM_012694982.4	XP_012550436.1	653	
NC_085117.1	8169779	8174527	11	minus	uncharacterized LOC101742906	LOC101742906	101742906	protein-coding	XM_004931621.5	XP_004931678.1	297	
NC_085117.1	8207358	8209345	11	minus	transmembrane protein 223	LOC101743609	101743609	protein-coding	XM_004931548.5	XP_004931605.1	230	
NC_085117.1	8210248	8227686	11	plus	topoisomerase II	TOP2	692558	protein-coding	NM_001043544.1	NP_001037009.1	1547	
NC_085117.1	8228705	8362996	11	minus	uncharacterized LOC101743327	LOC101743327	101743327	protein-coding	XM_004931546.5	XP_004931603.3	275	
NC_085117.1	8327174	8330016	11	plus	laminin subunit alpha-like	LOC134198660	134198660	protein-coding	XM_004931545.5	XP_004931602.2	472	
NC_085117.1	8368344	8379993	11	plus	lipase member H	LOC101743470	101743470	protein-coding	XM_012695060.4	XP_012550514.1	363	
NC_085117.1	8382433	8385833	11	minus	lipase member H-A	LOC101742752	101742752	protein-coding	XM_012694947.4	XP_012550401.2	361	
NC_085117.1	8693317	8697481	11	minus	uncharacterized LOC101741894	LOC101741894	101741894	protein-coding	XM_012697196.4	XP_012552650.2	721	
NC_085117.1	8994620	9001511	11	minus	protein arginine N-methyltransferase 7	LOC101742905	101742905	protein-coding	XM_004931543.5	XP_004931600.2	765	
NC_085117.1	9006959	9011070	11	plus	cytochrome c1	LOC100127128	100127128	protein-coding	NM_001112759.2	NP_001106230.1	308	
NC_085117.1	9012572	9020436	11	minus	condensin complex subunit 2	LOC101742606	101742606	protein-coding	XM_004931542.4	XP_004931599.1	696	
NC_085117.1	9021686	9028550	11	plus	protein LSM14 homolog car-1	LOC101742368	101742368	protein-coding	XM_004931540.4	XP_004931597.1	507	
NC_085117.1	9029112	9038822	11	minus	15-hydroxyprostaglandin dehydrogenase [NAD(+)]	LOC101742233	101742233	protein-coding	XM_004931539.5	XP_004931596.1	252	
NC_085117.1	9040674	9047085	11	minus	kelch-like protein 10	LOC101742076	101742076	protein-coding	XM_004931538.5	XP_004931595.1	628	
NC_085117.1	9047932	9049562	11	plus	ribosomal protein L18	RpL18	692694	protein-coding	NM_001043752.1	NP_001037217.1	183	
NC_085117.1	9050149	9053251	11	minus	folliculin	LOC101741932	101741932	protein-coding	XM_004931537.5	XP_004931594.2	419	
NC_085117.1	9054859	9074576	11	minus	maternal protein tudor	LOC101742607	101742607	protein-coding	XM_038013697.2	XP_037869625.1	2370	
NC_085117.1	9075793	9077941	11	plus	protein JTB	LOC101741783	101741783	protein-coding	XM_004931536.5	XP_004931593.1	156	
NC_085117.1	9077860	9080755	11	minus	DNA cytosine-5 methyltransferase	Dnmt2	692480	protein-coding	NM_001043469.1	NP_001036934.1	336	
NC_085117.1	9100554	9114026	11	plus	sphingosine kinase 1	LOC101742466	101742466	protein-coding	XM_004931618.5	XP_004931675.3	615	
NC_085117.1	9114055	9115461	11	minus	ankyrin repeat domain-containing protein 54	LOC101741646	101741646	protein-coding	XM_004931535.4	XP_004931592.1	266	
NC_085117.1	9116131	9136578	11	plus	armadillo repeat-containing protein 8	LOC101742313	101742313	protein-coding	XM_004931617.5	XP_004931674.1	659	
NC_085117.1	9218531	9302371	11	minus	cyclin-dependent kinase 14	LOC101741505	101741505	protein-coding	XM_038013646.2	XP_037869574.1	504	
NC_085117.1	9302803	9308302	11	plus	islet cell autoantigen 1	LOC101741365	101741365	protein-coding	XM_004931533.5	XP_004931590.2	421	
NC_085117.1	9312501	9339477	11	plus	85/88 kDa calcium-independent phospholipase A2	LOC101741228	101741228	protein-coding	XM_004931532.4	XP_004931589.2	808	
NC_085117.1	9342077	9387892	11	minus	protein cueball	LOC101741085	101741085	protein-coding	XM_038013745.2	XP_037869673.1	594	
NC_085117.1	9406762	9550045	11	plus	uncharacterized LOC101742172	LOC101742172	101742172	protein-coding	XM_012695012.4	XP_012550466.2	1545	
NC_085117.1	9551098	9763089	11	plus	supervillin	LOC101741882	101741882	protein-coding	XM_012694964.4	XP_012550418.2	3032	
NC_085117.1	9765240	9770592	11	minus	uncharacterized LOC101740802	LOC101740802	101740802	protein-coding	XM_004931529.5	XP_004931586.1	539	
NC_085117.1	9776109	9777299	11	plus	craniofacial development protein 2-like	LOC134199619	134199619	protein-coding	XM_062670868.1	XP_062526852.1	396	
NC_085117.1	9839410	9887633	11	minus	allatotropin	LOC101740561	101740561	protein-coding	XM_021351590.3	XP_021207265.1	240	
NC_085117.1	9898796	9916798	11	plus	ubiquitin carboxyl-terminal hydrolase 10	LOC101740338	101740338	protein-coding	XM_021351540.3	XP_021207215.2	1116	
NC_085117.1	9916785	9924993	11	minus	sodium- and chloride-dependent transporter XTRP3B	LOC101740206	101740206	protein-coding	XM_038013692.2	XP_037869620.1	536	
NC_085117.1	9931585	9937109	11	minus	regulation of nuclear pre-mRNA domain-containing protein 1B	LOC101740071	101740071	protein-coding	XM_004931524.4	XP_004931581.1	348	
NC_085117.1	9943068	10034359	11	plus	C-type lectin 37Da	LOC101739843	101739843	protein-coding	XM_038013974.2	XP_037869902.1	296	
NC_085117.1	9966201	9967648	11	minus	myosin-13	LOC101739558	101739558	protein-coding	XM_004931520.5	XP_004931577.2	451	
NC_085117.1	10049716	10080321	11	plus	protein FAM135B	LOC101741317	101741317	protein-coding	XM_021351508.3	XP_021207183.2	1840	
NC_085117.1	10083495	10133217	11	plus	CYFIP-related Rac1 interactor B	LOC101739428	101739428	protein-coding	XM_004931519.5	XP_004931576.1	329	
NC_085117.1	10134580	10136463	11	minus	nuclear envelope phosphatase-regulatory subunit 1	LOC101739088	101739088	protein-coding	XM_021351588.3	XP_021207263.1	129	
NC_085117.1	10139539	10146111	11	plus	enoyl-CoA delta isomerase 1, mitochondrial	LOC101738499	101738499	protein-coding	XM_038013930.2	XP_037869858.1	283	
NC_085117.1	10146767	10154484	11	minus	dynein regulatory complex subunit 3	LOC101738722	101738722	protein-coding	XM_004931514.3	XP_004931571.1	554	
NC_085117.1	10154727	10177755	11	plus	TOM1-like protein 2	LOC101738947	101738947	protein-coding	XM_021351472.3	XP_021207147.1	490	
NC_085117.1	10178749	10195716	11	minus	protein disulfide isomerase	Pdi	692673	protein-coding	NM_001043706.1	NP_001037171.1	494	
NC_085117.1	10195940	10202241	11	plus	methyltransferase-like protein 22	LOC101738227	101738227	protein-coding	XM_004931510.5	XP_004931567.1	280	
NC_085117.1	10202226	10204442	11	minus	uncharacterized LOC101738357	LOC101738357	101738357	protein-coding	XM_004931511.5	XP_004931568.1	329	
NC_085117.1	10204566	10213343	11	minus	polycomb protein suz12-B	LOC100862746	100862746	protein-coding	XM_012695065.4	XP_012550519.1	747	
NC_085117.1	10215530	10217635	11	plus	uncharacterized LOC101741787	LOC101741787	101741787	protein-coding	XM_038013979.1	XP_037869907.1	313	
NC_085117.1	10217826	10222795	11	minus	ubiquitin domain-containing protein UBFD1	LOC101741174	101741174	protein-coding	XM_038013982.2	XP_037869910.1	289	
NC_085117.1	10222818	10231843	11	plus	fas-binding factor 1 homolog	LOC101741027	101741027	protein-coding	XM_012695033.4	XP_012550487.1	975	
NC_085117.1	10231839	10334120	11	minus	rab11 family-interacting protein 4	LOC101737965	101737965	protein-coding	XM_012695034.4	XP_012550488.2	462	
NC_085117.1	10340467	10347962	11	plus	mpv17-like protein	LOC101737744	101737744	protein-coding	XM_004931506.5	XP_004931563.1	188	
NC_085117.1	10348454	10361474	11	minus	MAPK regulated corepressor interacting protein 2	LOC101737601	101737601	protein-coding	XM_012694930.4	XP_012550384.2	259	
NC_085117.1	10366698	10391156	11	plus	beta-N-acetylglucosaminidase 1	GlcNAcase1	100038345	protein-coding	NM_001085364.1	NP_001078833.1	611	
NC_085117.1	10390560	10397805	11	minus	homeobox protein orthopedia	LOC101740886	101740886	protein-coding	XM_004931608.5	XP_004931665.1	293	
NC_085117.1	10429954	10432004	11	minus	uncharacterized LOC110386145	LOC110386145	110386145	protein-coding	XM_021351595.3	XP_021207270.1	200	
NC_085117.1	10432855	10436377	11	plus	uncharacterized LOC101737225	LOC101737225	101737225	protein-coding	XM_004931502.4	XP_004931559.1	272	
NC_085117.1	10438203	10445714	11	minus	palmitoyl-protein thioesterase 1	LOC101736903	101736903	protein-coding	XM_004931499.4	XP_004931556.1	296	
NC_085117.1	10456055	10456616	11	plus	histone-lysine N-methyltransferase SETMAR-like	LOC119629179	119629179	protein-coding	XM_038014219.1	XP_037870147.1	169	
NC_085117.1	10499575	10509668	11	minus	methionine sulfoxide reductase	LOC732898	732898	protein-coding	NM_001046899.2	NP_001040364.1	233	
NC_085117.1	10511489	10555819	11	minus	protein phosphatase 1 regulatory subunit 16A	LOC101740746	101740746	protein-coding	XM_004931607.5	XP_004931664.1	633	
NC_085117.1	10556245	10602386	11	minus	sodium/hydrogen exchanger 3	LOC101740608	101740608	protein-coding	XM_012695080.4	XP_012550534.1	1101	
NC_085117.1	10576810	10579415	11	plus	uncharacterized LOC110386139	LOC110386139	110386139	protein-coding	XM_021351562.3	XP_021207237.1	763	
NC_085117.1	10604259	10614174	11	plus	uncharacterized LOC101740472	LOC101740472	101740472	protein-coding	XM_021351513.3	XP_021207188.1	623	
NC_085117.1	10614120	10618441	11	plus	uncharacterized LOC101740339	LOC101740339	101740339	protein-coding	XM_038013825.2	XP_037869753.1	616	
NC_085117.1	10618329	10621565	11	minus	mpv17-like protein 2	LOC101736373	101736373	protein-coding	XM_004931496.5	XP_004931553.1	212	
NC_085117.1	10624373	10631066	11	plus	nuclear receptor coactivator 5	LOC101736108	101736108	protein-coding	XM_004931494.5	XP_004931551.1	437	
NC_085117.1	10631064	10635456	11	minus	cell division cycle protein 27 homolog	LOC101736244	101736244	protein-coding	XM_038013824.2	XP_037869752.1	704	
NC_085117.1	10636235	10673748	11	plus	transmembrane protein 184B	LOC101735892	101735892	protein-coding	XM_004931492.5	XP_004931549.1	409	
NC_085117.1	10677452	10719070	11	minus	dual specificity protein phosphatase 22	LOC101735761	101735761	protein-coding	XM_004931491.5	XP_004931548.1	336	
NC_085117.1	10719759	10726395	11	minus	transmembrane protein 42	LOC101735621	101735621	protein-coding	XM_004931490.5	XP_004931547.1	118	
NC_085117.1	10726361	10732918	11	plus	anamorsin homolog	LOC101735486	101735486	protein-coding	XM_004931489.5	XP_004931546.1	250	
NC_085117.1	10733336	10777575	11	minus	ataxin-1-like	LOC101740207	101740207	protein-coding	XM_012695064.4	XP_012550518.1	311	
NC_085117.1	10831520	10834937	11	plus	uncharacterized LOC101747140	LOC101747140	101747140	protein-coding	XM_004931488.5	XP_004931545.2	168	
NC_085117.1	10834029	10848540	11	minus	BTB/POZ domain-containing protein 6-B	LOC101747005	101747005	protein-coding	XM_004931487.5	XP_004931544.1	405	
NC_085117.1	10852643	10853937	11	plus	uncharacterized LOC101746869	LOC101746869	101746869	protein-coding	XM_004931486.5	XP_004931543.1	208	
NC_085117.1	10856577	10860016	11	minus	N-alpha-acetyltransferase 10	LOC101746540	101746540	protein-coding	XM_004931483.3	XP_004931540.1	180	
NC_085117.1	10860544	10869994	11	plus	protein PFC0760c	LOC101740072	101740072	protein-coding	XM_012695040.4	XP_012550494.1	575	
NC_085117.1	10869921	10937052	11	minus	breast cancer anti-estrogen resistance protein 1	LOC101739797	101739797	protein-coding	XM_038013837.2	XP_037869765.2	590	
NC_085117.1	10938086	10944029	11	minus	uncharacterized LOC101746403	LOC101746403	101746403	protein-coding	XM_012695059.4	XP_012550513.1	951	
NC_085117.1	10944890	10946786	11	plus	transmembrane protein 170A	LOC101746264	101746264	protein-coding	XM_004931481.5	XP_004931538.1	132	
NC_085117.1	10947540	10951305	11	minus	centrosomal protein of 135 kDa	LOC101739654	101739654	protein-coding	XM_038013832.2	XP_037869760.1	1082	
NC_085117.1	10951910	10973121	11	plus	RAB11-binding protein RELCH	LOC101739512	101739512	protein-coding	XM_038013831.2	XP_037869759.1	1155	
NC_085117.1	10973131	10976398	11	minus	glutathione S-transferase omega 4	GSTo4	100141441	protein-coding	NM_001114989.1	NP_001108461.1	247	
NC_085117.1	10978345	10981575	11	minus	glutathione S-transferase omega 1	GSTo1	692819	protein-coding	NM_001046666.1	NP_001040131.1	254	
NC_085117.1	10982443	10988668	11	plus	glutathione S-transferase omega 2	GSTo2	692941	protein-coding	NM_001043941.1	NP_001037406.1	256	
NC_085117.1	10989644	10993567	11	minus	DNA replication factor Cdt1	Cdt1	100873154	protein-coding	NM_001257338.1	NP_001244267.1	588	
NC_085117.1	10994501	10998198	11	plus	monocarboxylate transporter 7-like	LOC101739368	101739368	protein-coding	XM_021351493.3	XP_021207168.1	648	
NC_085117.1	10999137	11001974	11	plus	SRSF protein kinase 3	LOC101746122	101746122	protein-coding	XM_004931480.4	XP_004931537.2	602	
NC_085117.1	11023674	11073446	11	plus	glycogen-binding subunit 76A	LOC101745881	101745881	protein-coding	XM_004931478.5	XP_004931535.1	565	
NC_085117.1	11073855	11158145	11	minus	heparan sulfate 2-O-sulfotransferase pipe	LOC101745735	101745735	protein-coding	XM_004931477.4	XP_004931534.1	436	
NC_085117.1	11166612	11168938	11	minus	uncharacterized LOC101745582	LOC101745582	101745582	protein-coding	XM_038013842.2	XP_037869770.1	470	
NC_085117.1	11168941	11169477	11	minus	protein cornichon homolog 4	LOC134199695	134199695	protein-coding	XM_062671135.1	XP_062527119.1	156	
NC_085117.1	11171241	11211268	11	minus	uncharacterized LOC101745399	LOC101745399	101745399	protein-coding	XM_004931475.5	XP_004931532.2	930	
NC_085117.1	11213945	11222343	11	minus	ethanolamine-phosphate cytidylyltransferase	LOC101745152	101745152	protein-coding	XM_012695072.4	XP_012550526.1	382	
NC_085117.1	11224581	11233296	11	minus	Dmc1 homolog	Dmc1	693117	protein-coding	NM_001044087.1	NP_001037552.1	341	
NC_085117.1	11233599	11247487	11	plus	zinc finger CCCH domain-containing protein 18	LOC101739232	101739232	protein-coding	XM_012695027.4	XP_012550481.2	900	
NC_085117.1	11247479	11251178	11	minus	ribonucleases P/MRP protein subunit POP1	LOC101745003	101745003	protein-coding	XM_004931472.5	XP_004931529.2	768	
NC_085117.1	11344230	11412774	11	minus	zinc transporter ZIP11	LOC101744766	101744766	protein-coding	XM_004931471.5	XP_004931528.2	351	
NC_085117.1	11428801	11453951	11	plus	uncharacterized LOC105842372	LOC105842372	105842372	protein-coding	XM_012694943.4	XP_012550397.1	444	
NC_085117.1	11457941	11459249	11	plus	aprataxin-like protein	LOC101744383	101744383	protein-coding	XM_004931468.4	XP_004931525.1	192	
NC_085117.1	11459167	11468407	11	minus	lariat debranching enzyme	LOC101744527	101744527	protein-coding	XM_021351483.3	XP_021207158.1	497	
NC_085117.1	11468565	11496441	11	plus	SoxE	LOC100862769	100862769	protein-coding	NM_001256996.1	NP_001243925.1	222	
NC_085117.1	11507731	11524079	11	plus	N-alpha-acetyltransferase 60	LOC101739089	101739089	protein-coding	XM_004931595.5	XP_004931652.2	264	
NC_085117.1	11524161	11581674	11	minus	potassium voltage-gated channel protein Shab	LOC101738948	101738948	protein-coding	XM_004931594.5	XP_004931651.2	882	
NC_085117.1	11552046	11605533	11	plus	probable helicase senataxin	LOC101738676	101738676	protein-coding	XM_004931467.5	XP_004931524.2	1372	
NC_085117.1	11565290	11567212	11	minus	uncharacterized LOC119629097	LOC119629097	119629097	protein-coding	XM_038013802.2	XP_037869730.1	128	
NC_085117.1	11605859	11614704	11	minus	ubiquitin carboxyl-terminal hydrolase 36	LOC101743899	101743899	protein-coding	XM_004931466.5	XP_004931523.2	852	
NC_085117.1	11620548	11632798	11	plus	protein disulfide-isomerase TMX3	LOC101743518	101743518	protein-coding	XM_004931464.5	XP_004931521.1	425	
NC_085117.1	11630905	11634834	11	minus	probable ATP-dependent RNA helicase DDX20	LOC101743750	101743750	protein-coding	XM_004931465.5	XP_004931522.1	692	
NC_085117.1	11640480	11653941	11	plus	SNF-related serine/threonine-protein kinase	LOC101738546	101738546	protein-coding	XM_038013906.2	XP_037869834.1	657	
NC_085117.1	11659360	11661050	11	minus	ubiquitin-conjugating enzyme E2 variant 2	LOC101743376	101743376	protein-coding	XM_004931463.4	XP_004931520.1	144	
NC_085117.1	11666893	11668609	11	plus	putative nuclease HARBI1	LOC119629100	119629100	protein-coding	XM_038013809.2	XP_037869737.1	347	
NC_085117.1	11668607	11672086	11	minus	uncharacterized LOC119629099	LOC119629099	119629099	protein-coding	XM_038013807.2	XP_037869735.1	356	
NC_085117.1	11672233	11681843	11	plus	puromycin-sensitive aminopeptidase-like	LOC101743240	101743240	protein-coding	NM_001281889.1	NP_001268818.1	944	
NC_085117.1	11683808	11702368	11	minus	uncharacterized LOC134199698	LOC134199698	134199698	protein-coding	XM_062671142.1	XP_062527126.1	515	
NC_085117.1	11689631	11700527	11	minus	F-box/LRR-repeat protein 16	LOC101743091	101743091	protein-coding	XM_021351490.3	XP_021207165.1	453	
NC_085117.1	11729593	11740022	11	minus	peroxisomal membrane protein PMP34	LOC101737745	101737745	protein-coding	XM_004931586.5	XP_004931643.2	279	
NC_085117.1	11752976	11759239	11	minus	peroxisomal membrane protein PMP34	LOC101737458	101737458	protein-coding	XM_012694974.4	XP_012550428.1	279	
NC_085117.1	11761896	11771989	11	plus	WASH complex subunit 5	LOC101737168	101737168	protein-coding	XM_038014111.2	XP_037870039.1	1118	
NC_085117.1	11773316	11776104	11	minus	leukocyte receptor cluster member 1 homolog	LOC101742659	101742659	protein-coding	XM_004931458.4	XP_004931515.1	283	
NC_085117.1	11781141	11790033	11	plus	uncharacterized LOC101742952	LOC101742952	101742952	protein-coding	XM_012694959.4	XP_012550413.1	934	
NC_085117.1	11784911	11788154	11	minus	uncharacterized LOC101742806	LOC101742806	101742806	protein-coding	XM_004931459.5	XP_004931516.1	235	
NC_085117.1	11790613	11806145	11	minus	chromosome transmission fidelity protein 8 homolog	LOC119629152	119629152	protein-coding	XM_038014116.2	XP_037870044.1	112	
NC_085117.1	11790613	11804679	11	minus	general transcription and DNA repair factor IIH helicase subunit XPB	LOC101736904	101736904	protein-coding	XM_062671149.1	XP_062527133.1	776	
NC_085117.1	11808217	11938024	11	minus	actin-binding protein WASF2	LOC101736633	101736633	protein-coding	XM_021351538.3	XP_021207213.2	377	
NC_085117.1	11927483	11946362	11	plus	uncharacterized LOC105842387	LOC105842387	105842387	protein-coding	XM_012695075.4	XP_012550529.2	202	
NC_085117.1	11941308	11955470	11	minus	U3 small nucleolar RNA-associated protein 4 homolog	LOC101742367	101742367	protein-coding	XM_038013799.2	XP_037869727.1	692	
NC_085117.1	11956128	12021608	11	plus	type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase	LOC101741980	101741980	protein-coding	XM_062671150.1	XP_062527134.1	2006	
NC_085117.1	12024130	12039034	11	minus	tubulin polymerization-promoting protein homolog	LOC101741645	101741645	protein-coding	XM_012694950.4	XP_012550404.1	205	
NC_085117.1	12041207	12046436	11	minus	glycerol-3-phosphate phosphatase	LOC101741504	101741504	protein-coding	XM_004931449.5	XP_004931506.1	343	
