Gene ID	Protein accession
101739438	XP_004923065.1
101739573	XP_037871757.1
101738648	XP_004922968.1
101739716	XP_012552852.2
105842955	XP_037871882.1
134198669	XP_012552856.1
101738920	XP_004922970.2
101739154	XP_037871885.1
101739437	XP_037871884.2
101739992	XP_004923068.2
101739715	XP_062528657.1
101739572	XP_004922974.3
101739857	XP_004922976.1
101740124	XP_037872052.1
101740263	XP_037871942.1
101740531	XP_037871672.2
101740671	NP_001296511.1
692974	NP_001040278.1
101740123	XP_004922978.1
101739991	XP_004922977.1
100174845	NP_001124371.1
101740814	XP_021209019.2
101740262	XP_021209021.1
101740485	XP_004922981.1
101740627	XP_004922982.1
101740766	XP_021209024.1
110386877	XP_021209025.1
101741049	XP_004922987.1
101740958	XP_037871569.1
692804	NP_001040116.1
101741555	XP_004922990.2
101741097	XP_037871771.1
101741236	XP_037871768.1
119629612	XP_037872012.1
105842946	XP_012552779.1
101741655	XP_021209028.3
101742626	XP_004922999.1
101741702	XP_004922992.1
101742378	XP_004922997.1
101741941	XP_004922993.1
101742921	XP_004923001.1
101742768	XP_004923000.1
119629558	XP_037871618.1
101743158	XP_004923003.1
134200261	XP_062528791.1
692463	NP_001036918.1
101743300	XP_012552801.1
101741942	XP_012552803.2
692717	NP_001037263.1
100190966	NP_001129364.1
733069	NP_001037630.1
101742087	XP_037872010.1
101743440	XP_004923005.2
101743665	XP_004923007.1
732964	NP_001040427.1
100216494	NP_001233214.1
101742379	XP_012552792.1
692535	NP_001036986.1
101743813	NP_001296544.1
101743962	XP_004923009.1
101744251	XP_004923011.1
101744109	XP_004923010.1
101744925	XP_062528794.1
101744542	XP_004923013.1
101744689	XP_004923014.1
778474	NP_001091769.1
101742528	XP_004923085.1
119630849	XP_037877312.1
101737889	XP_037877315.1
101737753	XP_037877317.1
101746361	XP_037877319.1
119630851	XP_037877318.1
134198696	XP_062528701.1
101745174	XP_004923018.1
105842947	XP_037871854.1
105842951	XP_037871984.1
119629575	XP_037871723.1
778451	NP_001091750.1
100101170	NP_001093268.1
692665	NP_001037147.1
101745458	XP_004923020.1
101745600	XP_004923021.1
134200265	XP_062528795.1
101742672	XP_021209041.1
101745852	XP_004923023.1
101745990	XP_004923024.1
101746276	XP_004923025.1
101746413	XP_004923026.1
101742966	XP_012552773.2
134200266	XP_062528796.1
101743251	XP_062528713.1
110386563	XP_062528797.1
100174817	NP_001124344.1
105842948	XP_062528712.1
778493	NP_001091788.1
101746651	XP_004923028.3
101743385	XP_037872017.1
101746887	XP_004923030.1
105842952	XP_021208999.3
110386884	XP_062528714.1
778478	NP_001091773.1
119629559	XP_037871622.1
101743666	NP_001296483.1
100272187	NP_001139715.1
100272183	NP_001139711.1
100272180	NP_001139708.1
119629588	XP_037871813.2
119629561	XP_037871624.2
101740352	XP_012548877.1
101747020	XP_004923031.2
101744440	XP_004933966.1
101735309	XP_004923033.1
101735451	XP_004923034.1
119629625	XP_062528725.1
100861566	NP_001243511.1
101735588	XP_062528720.1
134200246	XP_062528726.1
692783	NP_001037380.1
134200267	XP_062528799.1
101735727	XP_004923036.1
101744110	XP_012552824.2
101735859	XP_004923038.1
101736083	XP_004923039.1
119629563	XP_037871627.1
101736429	XP_062528800.1
101736557	XP_004923043.1
101736698	XP_004923044.1
101736831	XP_004923045.1
101736960	XP_004923046.2
101744252	XP_012552810.2
119629564	XP_037871628.1
101744395	XP_037871633.1
101737095	XP_004923047.1
101737240	XP_004923049.1
101737619	XP_004923051.1
101737477	XP_004923050.1
101737762	XP_004923052.1
101744543	XP_037871856.1
101744826	XP_012552847.2
101738197	XP_004923056.1
101744972	XP_021209000.2
692657	NP_001037123.1
101745121	XP_037871877.1
101738329	XP_004923057.1
101745275	XP_012552868.1
101745415	XP_004923104.1
101738468	XP_012552862.1
101738598	XP_004923059.2
101745556	XP_004923105.3
101738730	XP_004923060.1
693085	NP_001040303.1
692843	NP_001040153.1
101738873	XP_021209062.1
101745704	XP_037872075.1
119629631	XP_037872079.1
100101153	NP_001093079.1
692512	NP_001036965.1
693049	NP_001037492.1
119629565	XP_037871629.1
101739008	XP_012552866.1
101739155	XP_004923063.1
101745991	XP_062528769.1
101746277	XP_037871902.1
101739293	NP_001266314.1
100127027	NP_001104827.1
101736881	XP_004924461.1
119629568	XP_037871648.1
101738200	XP_012544353.3
100313494	NP_001161189.1
101738333	XP_037872002.1
101738471	XP_012544374.1
134200249	XP_062528768.1
119629623	XP_037872050.1
100134929	NP_001106745.1
134200250	XP_062528778.1
101738732	XP_037872084.1
101739014	XP_012544371.1
101739162	XP_021202508.2
101739297	XP_012544373.3
101739442	XP_021202515.2
101741419	XP_037871662.1
692638	NP_001037083.1
100101221	NP_001093314.1
101737149	XP_004924462.1
101737292	XP_004924463.1
692707	NP_001037243.1
101737435	NP_001296552.1
101737575	XP_021202521.1
134200255	XP_062528787.1
101739725	XP_062528803.1
101737718	XP_012544365.1
105841379	XP_012544366.1
101740130	XP_012544360.2
101737855	XP_004924467.2
119629571	XP_037871664.1
119629572	XP_037871665.1
693014	NP_001037446.1
101738073	XP_012544364.1
101740270	XP_004924483.2
134200258	XP_062528790.1
692632	NP_001037078.1
101744804	XP_037872446.1
105842044	XP_037872521.1
101736148	XP_004929123.3
101736013	XP_012548289.2
101744663	XP_004929027.1
101735885	XP_037872278.1
101744518	XP_004929026.1
101744376	XP_012548136.1
101735752	XP_021205458.2
101735612	XP_037872468.1
101743840	XP_021205460.2
101743691	XP_004929019.1
101743462	XP_004929017.1
101743319	XP_012548197.1
101742895	XP_004929014.1
692758	NP_001037335.1
101742744	XP_012548212.3
101742506	XP_004929010.1
101742220	XP_004929009.2
101735336	XP_037872163.1
110385674	XP_037872165.1
100862793	NP_001243948.1
101741921	XP_004929008.1
101746858	XP_004929116.1
101740827	XP_004929001.1
101746720	XP_037872464.1
101741675	XP_037872480.1
101741536	XP_004929006.1
101741395	XP_004929005.1
101746437	XP_004929113.2
101741115	XP_004929003.2
101740973	XP_004929002.1
101746151	XP_004929112.1
101743714	XP_037872198.2
105843012	XP_037872197.1
101746011	XP_037872196.1
101740686	NP_001091795.2
101740549	XP_004928999.1
101745872	XP_004929110.1
101745724	XP_012548210.1
101740419	XP_012548090.2
101740293	XP_004928997.1
101745432	XP_037872315.1
101745292	XP_037872242.1
101739881	XP_062528867.1
101740014	XP_012548142.1
101739743	XP_004928993.2
101739604	XP_012548148.1
101739463	XP_004928991.1
101739318	XP_012548141.3
692660	NP_001037132.1
101739181	XP_004928989.3
100101205	NP_001093299.1
134200293	XP_062528876.1
101739034	XP_004928988.2
101738892	XP_004928987.1
101738749	XP_004928986.1
101738617	XP_004928985.2
101738401	XP_004928983.1
101738261	XP_004928982.1
692380	XP_004928981.1
101738003	XP_004928980.1
101744996	XP_012548268.1
101744856	XP_004929103.1
101744708	XP_012548217.1
101737732	XP_004928979.1
692590	NP_001037037.1
101737590	XP_004928978.1
101744565	XP_037872456.2
101737259	XP_004928976.1
101737115	XP_004928975.2
101744272	XP_021205480.3
101736985	XP_004928974.1
101744133	XP_037872399.1
101743989	XP_037872393.1
101743841	XP_004929096.2
101736721	XP_004928972.1
101743692	XP_004929095.1
101736577	XP_004928971.1
101743551	XP_012548184.2
101736449	XP_004928970.1
101743410	XP_037872332.2
101736327	XP_021205437.1
101736190	XP_004928968.1
101736053	XP_037872430.1
101735927	XP_004928966.1
101735799	XP_004928965.1
101744050	XP_037872389.1
101743904	XP_037872287.1
101747215	XP_004928961.2
101735426	XP_004928962.1
692853	NP_001040163.1
101735559	XP_012548190.1
101746948	XP_004928959.1
101746806	XP_004928958.2
692349	NP_001036780.1
101746529	XP_004928956.2
101746666	XP_004928957.1
101746300	XP_021205496.1
105842073	XP_037872202.1
101746318	XP_062528893.1
101740348	XP_037872212.1
105842889	XP_037872216.1
101746057	XP_021205515.1
119629713	XP_037872495.1
100144544	NP_001116810.1
100307016	NP_001159625.1
100127037	NP_001155299.1
101745915	XP_004928951.1
693038	NP_001037478.1
110385681	XP_021205478.3
101745771	XP_004928950.1
101745621	XP_004928949.1
110386544	XP_021208644.1
101736896	XP_004929651.1
101742843	XP_004929091.1
101745483	XP_004928948.1
101742695	XP_012548180.2
101742550	XP_037872138.2
101742403	XP_037872139.1
100101177	NP_001093275.1
101744641	XP_037872141.1
101742265	XP_037872481.1
101742111	XP_037872285.1
101745044	XP_004928945.1
101744901	XP_021205397.1
101741969	XP_004929085.1
101744758	XP_004928943.1
105842064	XP_012548192.1
101744517	XP_004928942.1
101744375	XP_004928940.1
105842067	XP_012548230.1
105842049	XP_037872246.1
101741819	XP_012548128.1
101741676	XP_012548257.2
101743988	XP_004928937.2
101743839	XP_012548256.2
101743550	XP_004928934.1
778467	NP_001091766.1
101741396	XP_037872223.1
101743318	XP_004928932.3
134200319	XP_062528935.1
101741257	XP_004929080.3
119629701	XP_037872410.1
119629702	XP_037872413.1
101743035	NP_001296537.1
732889	NP_001040355.1
101743183	XP_004928931.2
101742894	XP_004928929.1
101742743	XP_004928928.1
110385685	XP_021205513.1
105842039	XP_021205514.2
692613	NP_001037060.1
733087	NP_001037660.1
101742600	XP_004928927.1
101742457	XP_004928926.1
101742306	XP_004928925.2
101741968	XP_021205533.2
134200320	XP_062528937.1
110385688	XP_021205528.2
110384739	XP_021205530.1
101741114	XP_004928916.1
105842056	XP_037872354.1
134200289	XP_062528845.1
105842034	XP_062528940.1
101746922	XP_004933732.1
105842055	XP_004928917.2
105842052	XP_012548163.2
101741394	XP_004928918.1
105842054	XP_062528939.1
101741535	XP_012548167.1
101741674	NP_001296500.1
134198719	XP_062528936.1
101741817	XP_012548164.1
101740826	XP_004928914.2
101740685	XP_004928913.2
101740548	XP_004928912.1
101740418	XP_004928911.1
101747054	XP_037872304.1
101740687	XP_037872194.1
101740292	XP_004928910.1
101739927	XP_004928907.1
101740063	XP_004928908.1
101739693	XP_004928906.1
134200290	XP_062528847.1
101739547	XP_004928905.4
105842058	XP_012548176.2
101739414	XP_004928904.1
101739274	XP_037872361.1
101739137	XP_004928902.1
101740550	XP_012548261.1
100146103	NP_001119729.1
101738806	XP_037872455.1
101740420	XP_004929074.1
101740294	XP_062529150.1
101738536	XP_004928898.1
101738668	XP_004928899.1
733086	NP_001037658.1
692788	NP_001037390.1
101738400	XP_037872417.1
101738260	XP_004928896.1
101740015	XP_037872416.1
101738130	XP_004928895.1
100862796	NP_001243951.1
101737731	XP_004928893.3
101737589	XP_004928891.1
101737361	XP_004928889.1
101737070	XP_004928888.1
101737212	XP_037872374.1
101739744	XP_037872375.1
101739605	XP_012548121.3
101736448	XP_004928884.1
101736939	XP_037872379.1
101736674	XP_004928885.1
101736812	XP_004928886.1
692829	NP_001040139.1
101736326	XP_021205442.1
100307007	NP_001159616.1
101736189	XP_004928881.2
100379466	NP_001166748.1
101739464	XP_062528979.1
101736052	XP_004928880.1
101739319	XP_012548279.1
100862794	NP_001243949.1
101735926	XP_021205511.1
692398	NP_001036858.1
101739035	XP_021205499.1
101743102	XP_037872312.1
101735798	XP_004928878.1
100500751	NP_001182383.1
101738750	XP_037872274.1
101735655	XP_004928877.1
732880	NP_001040346.1
101735519	XP_004928876.1
101735389	XP_004928875.1
101747181	XP_037872311.2
101737275	XP_004933797.2
101738618	XP_037872346.1
101738488	XP_062528985.1
101747042	XP_004928874.1
101746910	XP_012548096.1
692955	NP_001040260.1
119628546	XP_037867082.1
732929	NP_001040394.1
100302623	NP_001157387.1
101746769	XP_004928872.1
101746630	XP_004928871.1
101746485	XP_004928870.1
692890	NP_001040199.1
119629669	XP_037872199.1
101738218	XP_012548284.1
101746345	XP_012548241.1
119629716	XP_062529151.1
101738089	XP_004929058.2
101746202	XP_004928868.1
100145898	NP_001119719.1
119629684	XP_037872298.1
119629683	XP_037872296.1
101746056	XP_004928867.1
101745914	XP_012548281.1
101737956	XP_062529011.1
101745680	XP_004928865.1
101737824	XP_004929056.2
101745431	XP_037872407.1
101745291	XP_004928864.1
105842037	XP_037872167.1
119629717	XP_037872501.1
119629718	XP_037872502.1
101737327	XP_037872443.1
105842706	XP_037872463.1
110385679	XP_062529046.1
101745141	XP_004928863.1
101736986	XP_021205391.1
101744995	XP_037872526.1
101744855	XP_004928861.2
101744618	XP_004928860.2
101736722	XP_012548112.2
101744472	XP_004928858.1
101744328	XP_037872347.1
101743541	XP_004927708.1
101736450	XP_037872184.1
101744182	XP_037872191.1
101744035	XP_004928855.1
732863	NP_001037574.1
101743891	XP_004928854.1
101743740	XP_004928853.1
101743601	XP_004928852.2
101743461	XP_012548111.2
101736191	XP_062529152.1
105842159	XP_037872261.1
101735928	XP_037872264.1
101743229	XP_012548247.2
692860	NP_001040170.1
134200335	XP_062529050.1
100125606	NP_001098698.1
101742985	XP_037872350.1
101735656	XP_037872478.1
101742842	XP_004928846.1
101735390	XP_012548262.1
100126867	NP_001104820.1
119629672	XP_037872226.1
101747182	XP_037872225.1
101742264	XP_012548255.2
101742402	XP_004928844.3
119628344	XP_012548253.2
100233163	NP_001136443.1
101742110	XP_004928842.1
101747043	XP_021205502.1
732988	NP_001040449.1
101741967	XP_004928841.1
101741816	XP_004928840.1
101741582	XP_004928838.1
732903	NP_001040369.1
110385677	XP_021205455.1
101741441	XP_004928837.2
101746911	XP_062529153.1
101741307	XP_004928836.1
101746770	XP_012548223.1
101744607	XP_037872506.2
101746631	XP_004929039.1
101746486	XP_004929038.1
101746346	XP_012548107.2
101746203	XP_004929036.2
134198703	XP_062529154.1
119629719	XP_037872507.1
101745916	XP_004929034.4
101745772	XP_004929033.3
101741164	XP_004928835.1
101745622	XP_004929032.1
101741017	XP_004928834.1
101745484	XP_012548092.2
101745343	XP_037872474.1
101740876	XP_004928833.2
101745193	XP_037872531.1
101740737	XP_004928832.1
119629720	XP_037872508.1
119629721	XP_037872509.1
692775	NP_001037364.1
101742890	XP_004927631.1
101741275	XP_004934358.1
101741325	NP_001266308.1
101743179	XP_037872291.1
101744559	XP_037872288.1
110385478	XP_037872289.1
101746052	XP_004926906.1
692982	NP_001040284.1
101745714	XP_004926904.1
101735790	XP_037872244.1
101745475	XP_004926901.1
101745334	XP_004926900.1
101735510	XP_004926916.1
101745186	XP_004926899.1
732867	NP_001040335.1
693073	NP_001037534.1
692933	NP_001040240.1
101744939	XP_004926898.1
101744795	XP_004926897.2
692796	NP_001040108.1
101744653	XP_037872237.1
119629673	XP_037872232.1
101744508	XP_004926895.2
101744366	XP_004926894.3
101747036	XP_037872284.1
101744224	XP_004926893.2
101744082	XP_004926892.1
751839	NP_001041679.1
101743734	XP_004926889.1
101743596	XP_004926888.1
100101222	NP_001093315.1
101746902	XP_004926912.2
134198659	XP_012546426.1
101741066	XP_037872403.1
101740784	XP_004927555.1
110384733	XP_021204570.1
101746625	XP_004926910.3
101746478	XP_004926909.1
101743225	XP_004926885.1
101743077	XP_004926884.2
101742936	XP_004926883.1
693060	NP_001037512.1
110385314	XP_021204129.2
101742786	XP_004926882.1
101742640	XP_004926881.1
101742496	XP_004926880.2
101742345	XP_004926879.1
101742209	XP_004926878.2
101746193	XP_037872228.1
101746987	XP_004927658.1
101747122	XP_004927659.1
101735556	XP_037872511.2
101746850	XP_004927657.2
101735422	XP_062529155.1
134198720	XP_062529083.1
119629676	XP_062529081.1
110386402	XP_062529088.1
119629677	XP_062529156.1
101742625	XP_037872252.1
134200375	XP_062529157.1
105842680	XP_021208711.2
101742328	XP_037872512.2
101745748	XP_037872513.1
101742047	XP_037872193.1
101741902	XP_037872328.1
119629686	XP_037872327.2
101741615	XP_004922802.2
101735307	XP_012552440.3
101741476	XP_037872442.1
105842612	XP_021208078.1
101747104	XP_004922764.2
692692	NP_001037213.1
101746971	XP_012552514.1
101741197	XP_004922800.1
101741338	XP_012552191.2
101746829	XP_004922762.1
101746691	XP_004922761.1
101746550	XP_004922760.1
105842801	XP_012552516.1
100862709	NP_001243997.1
101746411	XP_012552521.1
101746275	XP_004922758.1
100379415	NP_001166701.1
101746033	XP_004922757.1
101745703	XP_004922754.1
105842714	XP_012552402.1
101745555	XP_004922753.1
101740765	XP_012552430.1
134200355	XP_062529112.1
101745317	XP_037872388.1
101745173	XP_004922750.3
101745023	XP_004922749.1
100101169	NP_001093267.1
101744884	XP_012552478.1
101744738	XP_004922747.1
101740626	XP_037872157.1
134200353	XP_062529091.1
101744352	XP_004922745.1
101744210	XP_004922744.1
134200354	XP_062529097.1
101744065	XP_004922743.1
119629678	XP_037872267.1
101743768	XP_004922741.1
101743918	XP_021208445.3
101743625	XP_004922740.1
101740354	XP_037872423.1
119629722	XP_037872515.1
101743489	XP_004922739.1
101740085	XP_012552290.1
101739946	XP_037872461.1
100286765	NP_001140191.1
101743345	XP_004922738.1
778496	NP_001091791.1
100174818	NP_001124345.1
101739811	XP_012552500.1
101739670	XP_004922790.1
101743012	XP_004922735.2
693076	NP_001037540.1
101739529	XP_004922789.2
101739388	XP_021208380.3
101742718	XP_004922733.1
101742578	XP_004922732.1
778477	NP_001091772.1
100862839	NP_001243989.1
134200367	XP_062529134.1
100126551	NP_001104006.1
101739111	XP_062529158.1
101738966	XP_037872200.1
119629670	XP_037872201.1
101738834	XP_012552063.3
100036580	NP_001077080.1
100196930	NP_001135414.1
134200366	XP_062529133.1
101738693	XP_021208346.1
101742434	XP_012552466.1
101738561	XP_037872272.1
100384887	NP_001170881.1
101742288	XP_004922730.1
101742141	XP_004922729.1
101742000	NP_001116817.2
733020	NP_001040480.1
134200376	XP_062529159.1
101738429	XP_012552202.1
101738291	XP_037872499.1
101738158	XP_004922782.1
101738030	XP_004922781.3
101741849	XP_037872227.1
733048	NP_001040505.1
101741700	XP_004922728.1
101737898	XP_037872438.1
101741281	XP_004922727.1
101737760	XP_062529132.1
101737618	XP_012551985.4
101737475	XP_021208294.1
101741138	XP_004922726.1
101740764	XP_004922724.1
134200378	XP_062529160.1
119629723	XP_062529161.1
119629724	XP_037872518.1
101736914	XP_012552367.2
101740625	XP_004922723.1
110386833	XP_037872239.1
778465	NP_001091764.1
101736510	XP_012552320.2
101736390	XP_037872170.1
101736258	XP_062529137.1
101736123	XP_004922768.2
134200371	XP_062529147.1
134200372	XP_062529148.1
110386573	XP_021208702.2
134200393	XP_062529205.1
105842669	XP_037872687.1
101744900	XP_037872689.1
101744326	XP_004927573.1
101744757	XP_037872690.1
105841774	XP_021204341.2
692912	NP_001040220.1
100145905	NP_001119721.1
101740734	XP_021204350.1
134198675	XP_037872749.1
692587	NP_001037035.1
105841771	XP_062529218.1
101740194	XP_004927210.1
110385397	XP_037872733.1
101740060	XP_004927209.1
101739686	XP_021204335.2
134200402	XP_062529217.1
101739539	XP_004927205.1
101739405	XP_004927204.2
101740327	XP_021204344.1
101739127	XP_037872952.1
101737666	XP_004934344.1
101740344	XP_004933707.3
101740212	XP_037872787.1
100862708	NP_001243996.1
101738110	XP_004922019.1
101737980	XP_021203993.1
101737846	XP_062529221.1
101737708	XP_004922016.1
100463495	NP_001177772.1
100101159	NP_001093085.1
101737137	XP_004922012.1
101737280	XP_062529231.1
101737423	XP_004922014.2
101736911	NP_001296546.1
101745506	XP_037872616.1
101745358	XP_037872935.1
693118	NP_001037554.1
101745061	XP_004922061.3
101744920	XP_037872761.1
733133	NP_001040545.1
134198665	XP_062529232.1
101736784	XP_004922009.1
101736643	XP_037872801.1
101736504	XP_004922007.1
101744777	XP_012546139.3
101736302	XP_004922006.1
101744346	XP_012545736.2
100862836	NP_001243986.1
105841617	XP_021203931.2
101736080	XP_004922005.1
105841728	XP_012546432.2
101735952	XP_004922003.2
101735820	XP_004922002.1
101744203	XP_037872654.1
110386620	XP_037872650.2
134200507	XP_062529486.1
101735679	XP_004922001.1
101735538	XP_004922000.1
101735405	XP_004921999.1
101743617	XP_004922052.1
101747101	XP_012546247.1
101743482	XP_037872591.1
101743339	XP_004922050.1
101746968	XP_004921996.2
693027	NP_001037458.1
101746827	XP_004921995.1
101743204	XP_037872723.1
101746549	XP_004921993.2
101743057	XP_037872716.1
101742916	XP_037872739.1
778457	NP_001091756.1
119628355	XP_012545896.2
101746409	XP_004921992.2
101746273	XP_021203818.1
692527	NP_001037683.1
119629767	XP_062529254.1
101746130	XP_004921990.1
119629768	XP_037872771.2
119629764	XP_037872766.1
119629766	XP_037872767.1
101742622	XP_004922046.1
101745987	XP_012546494.1
101745751	XP_004921987.1
101745599	NP_001296539.1
693091	NP_001040309.1
101745209	XP_004921984.2
101745457	XP_004921986.2
101745060	XP_004921983.1
110385103	XP_037872998.1
105841610	XP_021203297.1
101744919	XP_004921982.1
105842320	XP_037872740.1
100301509	NP_001153677.1
119629813	XP_037872970.2
101742477	XP_037872856.1
101744776	XP_004921981.1
101744632	XP_004921980.1
778515	NP_001091810.1
101744488	XP_037872665.1
101742325	XP_037872992.1
101744345	XP_004921978.2
101742187	XP_004922044.1
101741898	XP_062529257.1
101744017	XP_004921977.3
119630813	XP_037877267.1
101743869	XP_004921974.2
119630819	XP_037877274.1
101743578	XP_004921972.2
119630811	XP_037877264.1
101743297	XP_004921970.1
101743156	XP_004921969.2
692842	NP_001040152.1
101742870	XP_062529260.1
119628349	XP_062529259.1
110385095	XP_062529261.1
101741611	XP_004922041.2
101741472	XP_062529262.1
101742621	XP_062529264.1
101741334	XP_062529268.1
101741192	XP_037872586.1
101742375	XP_004921964.1
100379399	NP_001166686.1
101741043	XP_021203629.2
101740900	XP_012545772.2
692850	NP_001040160.1
101740760	XP_062529276.1
119630836	XP_037877297.1
101741897	XP_062529269.1
101742240	XP_004921963.1
101741750	XP_004921959.1
100145915	NP_001119726.1
100145916	NP_001119727.1
101741471	XP_004921957.2
100620066	NP_001233148.1
105841629	XP_037872760.2
119630865	XP_037877338.1
100862764	NP_001243921.1
101740899	XP_012545834.1
110384726	XP_062529281.1
119629784	XP_037872883.1
101740529	XP_004921953.1
101740308	XP_004921951.1
101740171	XP_004921950.1
101739854	XP_004921947.1
119629762	XP_037872738.1
101739345	XP_004921943.1
101739568	XP_012546333.1
101740217	XP_004922032.1
101740080	XP_037872869.1
101739207	XP_012546442.1
101739809	XP_037872580.1
100216496	NP_001136083.1
100188970	NP_001128388.1
119629785	XP_037872884.1
119629786	XP_037872893.1
119629782	XP_037872865.2
119629787	XP_037872894.1
101739666	XP_012546467.2
134200509	XP_062529487.1
134200421	XP_062529285.1
119629819	XP_037873003.1
101739248	XP_037872967.1
119629789	XP_037872896.1
101738829	XP_004921940.1
101738962	XP_021203443.1
101738515	XP_012546382.2
733085	NP_001037656.1
101738830	XP_037872981.1
693065	NP_001037518.1
778482	NP_001091777.1
101738689	XP_012545628.2
101738241	XP_004921935.1
101737979	XP_004921933.3
101737845	XP_004921932.1
101738425	XP_012546211.1
101737707	XP_004921931.1
101737448	XP_037872614.1
101737588	XP_037872623.1
101737306	XP_004927674.1
101737160	XP_037872626.1
101746005	XP_037872712.1
101745764	XP_037872715.1
101746147	XP_012546798.1
101746430	XP_037872595.1
101746571	XP_037872627.1
100379656	NP_001166968.1
105841807	XP_037872630.1
101746710	XP_037872857.1
134200511	XP_062529488.1
101746849	XP_037872949.2
119629749	XP_037872606.2
119629748	XP_037872605.1
119628372	XP_037872609.2
101739081	XP_021204604.2
101739597	XP_021204610.1
101739310	XP_004927614.1
101739738	XP_037872858.1
101735385	XP_004927592.1
101735608	XP_037872885.1
100862763	NP_001243920.1
692424	NP_001106143.1
105841842	XP_012546943.2
692581	NP_001037029.1
101738568	XP_037872670.1
101744119	XP_012545589.1
101738703	XP_004925899.1
101744259	XP_004925854.2
101744405	XP_004925855.2
101738842	XP_004925900.1
101744647	XP_004925857.1
101744790	XP_004925858.1
101745076	XP_004925860.1
101744933	XP_037872752.2
101745225	XP_037872753.1
119629802	XP_062529317.1
101745375	XP_004925862.1
101745519	XP_062529320.1
119629790	XP_037872897.1
134198649	XP_062529321.1
101745664	XP_004925864.1
101745999	XP_037872861.1
101746141	XP_004925868.1
101746286	XP_004925869.1
101739820	XP_062529325.1
101746422	XP_004925870.1
101740091	XP_004925905.1
101746561	XP_012545595.2
692900	NP_001040208.1
101746703	XP_012545577.2
733018	NP_001040478.1
101746842	XP_004925873.2
101746982	XP_037872821.1
105841589	XP_021203480.1
692827	NP_001040137.1
692878	NP_001040188.1
101735417	XP_004925875.1
693106	NP_001040324.1
101735550	XP_004925876.2
101735786	XP_004925878.1
101735914	XP_062529327.1
101736181	XP_004925881.2
101736043	XP_004925880.2
134200438	XP_062529343.1
101740363	XP_012545571.1
101736319	XP_004925882.2
105841590	XP_012545582.3
101736441	XP_004925883.1
101736710	XP_004925884.2
101736973	NP_001281213.1
692728	NP_001037285.1
732969	NP_001040432.1
101737103	XP_004925887.1
101737344	XP_004925890.1
101737817	XP_012545578.1
101737681	NP_001296547.1
101738082	NP_001266377.1
101738438	XP_004925897.2
101738301	XP_004925896.1
692999	NP_001037422.1
100307006	NP_001159615.1
101739829	XP_004927480.1
101740779	XP_037872808.1
101740098	XP_037872810.1
101740368	XP_012546914.1
101739965	XP_004927481.1
100379192	NP_001166197.1
101735877	XP_037872986.1
119629815	XP_037872987.1
101736004	XP_037872988.1
101736139	XP_012546565.1
101736272	XP_012546552.1
692989	NP_001040291.1
101736528	XP_012546555.1
119629810	XP_062529336.1
101745335	XP_004927034.1
101736664	XP_037872933.1
101745715	XP_004927037.1
101745476	XP_004927035.1
692802	NP_001040114.1
692806	NP_001040118.1
101745865	XP_037872824.1
101736805	XP_004927060.2
100174816	NP_001124343.1
101746144	XP_004927040.1
101746291	XP_021204210.1
101737063	XP_012546548.2
101746427	XP_004927042.1
101746567	XP_004927043.1
101746707	XP_004927044.1
101746845	XP_004927045.1
101742320	XP_037872803.1
101742038	XP_037872790.1
101747175	XP_004927048.1
101737202	XP_037872593.1
119629792	XP_037872898.1
119629793	XP_037872899.1
119629794	XP_037872900.1
101735383	XP_004927049.1
101737350	XP_037872693.1
119628404	XP_037872700.1
134200447	XP_062529348.1
101736073	XP_037872704.1
101735648	XP_037872695.1
101736343	XP_037872702.1
101737490	XP_004927065.2
110385352	XP_021204205.2
134200448	XP_062529349.1
101737633	XP_037872706.1
101736214	XP_037872709.1
110386302	XP_037872953.1
101736340	XP_012551300.1
101736591	XP_012551224.2
101736462	XP_004932462.1
101741598	XP_012551206.2
101736733	XP_037872971.1
101741739	XP_037872972.1
110384710	XP_037872901.1
101741885	XP_012551207.1
692744	NP_001389185.1
101736860	XP_004932465.2
101737126	XP_004932467.1
101736993	XP_004932466.2
101737269	XP_004932468.1
100422790	NP_001171333.1
105841255	XP_012551219.2
101737413	XP_037872620.1
692390	NP_001036850.1
101737556	XP_004932470.1
101737702	XP_004932471.1
101737839	XP_037872633.1
101738101	XP_004932474.1
101742609	XP_037872635.1
101742755	XP_012551293.2
101743051	XP_004932598.1
101738233	XP_004932475.1
105842483	XP_012551297.1
119629795	XP_037872903.1
101743197	XP_021207847.2
692611	NP_001037057.1
101738504	XP_012551263.2
101738908	XP_021207854.1
101738768	XP_004932479.1
101738634	XP_004932478.1
101743334	XP_004932600.1
101739050	XP_012551274.1
101739197	XP_004932482.2
693003	NP_001037430.1
101739334	XP_004932483.1
101739561	XP_004932485.1
101743476	XP_012551250.2
101739799	XP_004932487.1
101739936	XP_004932490.1
101740252	XP_021207788.2
101740385	XP_004932492.1
100272227	NP_001139724.1
101740748	XP_004932495.1
101741179	XP_062529368.1
101741031	XP_004932497.2
101741321	XP_004932499.1
105842474	XP_037872951.1
692975	NP_001040279.1
101741458	XP_004932501.1
119629796	XP_037872904.1
119629769	XP_037872776.2
101744482	XP_004932605.1
101741690	XP_004932502.1
101744626	XP_012551245.2
134200461	XP_062529384.1
101741986	XP_021207845.2
733037	NP_001040494.1
778508	NP_001091803.1
101742370	XP_004932505.1
101742520	XP_004932506.1
