Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_087100.1	10547289	10552365	13	plus	MAPK regulated corepressor interacting protein 2	LOC135077652	135077652	protein-coding	XM_063972211.1	XP_063828281.1	151	
NC_087100.1	10552516	10555685	13	plus	uncharacterized LOC135077193	LOC135077193	135077193	protein-coding	XM_063971742.1	XP_063827812.1	263	
NC_087100.1	10555734	10561199	13	minus	uncharacterized LOC135077191	LOC135077191	135077191	protein-coding	XM_063971741.1	XP_063827811.1	562	
NC_087100.1	10561779	10569307	13	minus	mpv17-like protein	LOC135077194	135077194	protein-coding	XM_063971743.1	XP_063827813.1	185	
NC_087100.1	10572602	10665553	13	plus	rab11 family-interacting protein 4	LOC135077654	135077654	protein-coding	XM_063972214.1	XP_063828284.1	518	
NC_087100.1	10665539	10670090	13	minus	fas-binding factor 1 homolog	LOC135077320	135077320	protein-coding	XM_063971849.1	XP_063827919.1	996	
NC_087100.1	10670288	10674861	13	plus	ubiquitin domain-containing protein UBFD1-like	LOC135077657	135077657	protein-coding	XM_063972219.1	XP_063828289.1	292	
NC_087100.1	10674914	10676687	13	minus	uncharacterized LOC135077655	LOC135077655	135077655	protein-coding	XM_063972218.1	XP_063828288.1	314	
NC_087100.1	10677628	10687173	13	plus	polycomb protein suz12-B	LOC135077658	135077658	protein-coding	XM_063972220.1	XP_063828290.1	776	
NC_087100.1	10687335	10690443	13	plus	uncharacterized LOC135077660	LOC135077660	135077660	protein-coding	XM_063972222.1	XP_063828292.1	341	
NC_087100.1	10690431	10694303	13	minus	methyltransferase-like protein 22	LOC135077661	135077661	protein-coding	XM_063972224.1	XP_063828294.1	281	
NC_087100.1	10694572	10707959	13	plus	protein disulfide-isomerase	LOC135077659	135077659	protein-coding	XM_063972221.1	XP_063828291.1	494	
NC_087100.1	10714113	10731270	13	minus	TOM1-like protein 2	LOC135077321	135077321	protein-coding	XM_063971850.1	XP_063827920.1	565	
NC_087100.1	10731637	10737507	13	plus	dynein regulatory complex subunit 3	LOC135077663	135077663	protein-coding	XM_063972227.1	XP_063828297.1	554	
NC_087100.1	10738109	10740799	13	minus	enoyl-CoA delta isomerase 1, mitochondrial-like	LOC135077196	135077196	protein-coding	XM_063971746.1	XP_063827816.1	281	
NC_087100.1	10742955	10743809	13	minus	uncharacterized LOC135077323	LOC135077323	135077323	protein-coding	XM_063971851.1	XP_063827921.1	284	
NC_087100.1	10744989	10760707	13	minus	enoyl-CoA delta isomerase 1, mitochondrial-like	LOC135077664	135077664	protein-coding	XM_063972228.1	XP_063828298.1	281	
NC_087100.1	10761299	10762995	13	plus	nuclear envelope phosphatase-regulatory subunit 1 homolog	LOC135077665	135077665	protein-coding	XM_063972229.1	XP_063828299.1	126	
NC_087100.1	10766378	10815083	13	minus	CYFIP-related Rac1 interactor A	LOC135077197	135077197	protein-coding	XM_063971747.1	XP_063827817.1	329	
NC_087100.1	10820134	10830195	13	minus	uncharacterized LOC135077666	LOC135077666	135077666	protein-coding	XM_063972230.1	XP_063828300.1	1779	
NC_087100.1	10871429	10966921	13	minus	C-type lectin 37Db	LOC135077678	135077678	protein-coding	XM_063972242.1	XP_063828312.1	272	
NC_087100.1	10969324	10983785	13	plus	regulation of nuclear pre-mRNA domain-containing protein 1B	LOC135077677	135077677	protein-coding	XM_063972241.1	XP_063828311.1	345	
NC_087100.1	10987135	11011003	13	plus	sodium-dependent neutral amino acid transporter SLC6A17-like	LOC135077324	135077324	protein-coding	XM_063971852.1	XP_063827922.1	399	
NC_087100.1	11020722	11042860	13	minus	basic proline-rich protein-like	LOC135077325	135077325	protein-coding	XM_063971853.1	XP_063827923.1	1226	
NC_087100.1	11061849	11122942	13	plus	allatotropin-like	LOC135077679	135077679	protein-coding	XM_063972245.1	XP_063828315.1	206	
NC_087100.1	11101498	11103238	13	plus	putative nuclease HARBI1	LOC135077676	135077676	protein-coding	XM_063972240.1	XP_063828310.1	351	
NC_087100.1	11169977	11174917	13	minus	uncharacterized LOC135077326	LOC135077326	135077326	protein-coding	XM_063971854.1	XP_063827924.1	1637	
NC_087100.1	11187183	11191396	13	plus	clumping factor B-like	LOC135077675	135077675	protein-coding	XM_063972239.1	XP_063828309.1	379	
NC_087100.1	11191937	11488798	13	minus	supervillin-like	LOC135077327	135077327	protein-coding	XM_063971855.1	XP_063827925.1	3177	
NC_087100.1	11504538	11671905	13	minus	uncharacterized LOC135077670	LOC135077670	135077670	protein-coding	XM_063972231.1	XP_063828301.1	1535	
NC_087100.1	11690322	11692521	13	minus	protein cueball-like	LOC135077201	135077201	protein-coding	XM_063971748.1	XP_063827818.1	340	
NC_087100.1	11694191	11696959	13	plus	protein cueball-like	LOC135077202	135077202	protein-coding	XM_063971749.1	XP_063827819.1	342	
NC_087100.1	11710949	11732261	13	plus	protein cueball-like	LOC135077672	135077672	protein-coding	XM_063972235.1	XP_063828305.1	572	
NC_087100.1	11735014	11754436	13	minus	85/88 kDa calcium-independent phospholipase A2	LOC135077681	135077681	protein-coding	XM_063972246.1	XP_063828316.1	807	
NC_087100.1	11755993	11759617	13	minus	islet cell autoantigen 1	LOC135077671	135077671	protein-coding	XM_063972234.1	XP_063828304.1	427	
NC_087100.1	11759895	11863841	13	plus	cyclin-dependent kinase 14	LOC135077673	135077673	protein-coding	XM_063972236.1	XP_063828306.1	506	
NC_087100.1	11942096	11942542	13	minus	uncharacterized LOC135077328	LOC135077328	135077328	protein-coding	XM_063971856.1	XP_063827926.1	148	
NC_087100.1	11942544	11944886	13	minus	uncharacterized LOC135077329	LOC135077329	135077329	protein-coding	XM_063971857.1	XP_063827927.1	780	
NC_087100.1	11976012	11985380	13	minus	armadillo repeat-containing protein 8-like	LOC135077331	135077331	protein-coding	XM_063971858.1	XP_063827928.1	553	
NC_087100.1	11988952	11990238	13	plus	ankyrin repeat domain-containing protein 54-like	LOC135077684	135077684	protein-coding	XM_063972248.1	XP_063828318.1	264	
NC_087100.1	11990272	12015193	13	minus	sphingosine kinase 1-like	LOC135077683	135077683	protein-coding	XM_063972247.1	XP_063828317.1	607	
NC_087100.1	12015405	12016852	13	plus	tRNA (cytosine(38)-C(5))-methyltransferase	LOC135077205	135077205	protein-coding	XM_063971750.1	XP_063827820.1	332	
NC_087100.1	12018934	12050136	13	plus	maternal protein tudor-like	LOC135077685	135077685	protein-coding	XM_063972249.1	XP_063828319.1	2615	
NC_087100.1	12037254	12038995	13	minus	uncharacterized LOC135077687	LOC135077687	135077687	protein-coding	XM_063972257.1	XP_063828327.1	286	
NC_087100.1	12054242	12062535	13	minus	condensin complex subunit 2	LOC135077206	135077206	protein-coding	XM_063971751.1	XP_063827821.1	698	
NC_087100.1	12064574	12093084	13	plus	protein LSM14 homolog B-A	LOC135077332	135077332	protein-coding	XM_063971859.1	XP_063827929.1	762	
NC_087100.1	12078994	12087268	13	minus	15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like	LOC135077689	135077689	protein-coding	XM_063972259.1	XP_063828329.1	252	
NC_087100.1	12087661	12091316	13	minus	kelch-like protein 10	LOC135077207	135077207	protein-coding	XM_063971753.1	XP_063827823.1	628	
NC_087100.1	12093284	12095572	13	minus	folliculin	LOC135077688	135077688	protein-coding	XM_063972258.1	XP_063828328.1	430	
NC_087100.1	12096707	12104059	13	minus	cytochrome c1, heme protein, mitochondrial	LOC135077690	135077690	protein-coding	XM_063972260.1	XP_063828330.1	308	
NC_087100.1	12104499	12111222	13	plus	protein arginine N-methyltransferase 7	LOC135077693	135077693	protein-coding	XM_063972262.1	XP_063828332.1	716	
NC_087100.1	12449602	12452615	13	plus	uncharacterized LOC135077208	LOC135077208	135077208	protein-coding	XM_063971754.1	XP_063827824.1	689	
NC_087100.1	12767809	12778143	13	minus	lipase member H-A-like	LOC135077210	135077210	protein-coding	XM_063971755.1	XP_063827825.1	357	
NC_087100.1	12827366	12833337	13	minus	balbiani ring protein 3-like	LOC135077694	135077694	protein-coding	XM_063972265.1	XP_063828335.1	1532	
NC_087100.1	12925721	12950629	13	plus	uncharacterized LOC135077730	LOC135077730	135077730	protein-coding	XM_063972306.1	XP_063828376.1	290	
NC_087100.1	12958487	13007067	13	minus	DNA topoisomerase 2	LOC135077695	135077695	protein-coding	XM_063972266.1	XP_063828336.1	1565	
NC_087100.1	13009272	13010274	13	plus	transmembrane protein 223	LOC135077731	135077731	protein-coding	XM_063972307.1	XP_063828377.1	225	
NC_087100.1	13010444	13037602	13	minus	E3 ubiquitin-protein ligase RNF144A	LOC135077732	135077732	protein-coding	XM_063972308.1	XP_063828378.1	221	
NC_087100.1	13104721	13174382	13	minus	uncharacterized LOC135077256	LOC135077256	135077256	protein-coding	XM_063971793.1	XP_063827863.1	340	
NC_087100.1	13175149	13188281	13	minus	activating transcription factor 7-interacting protein 1	LOC135077715	135077715	protein-coding	XM_063972284.1	XP_063828354.1	1094	
NC_087100.1	13188405	13193746	13	plus	uncharacterized LOC135077728	LOC135077728	135077728	protein-coding	XM_063972302.1	XP_063828372.1	365	
NC_087100.1	13201550	13203631	13	minus	zinc finger protein 774	LOC135077333	135077333	protein-coding	XM_063971860.1	XP_063827930.1	566	
NC_087100.1	13385102	13389773	13	plus	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	LOC135077696	135077696	protein-coding	XM_063972267.1	XP_063828337.1	245	
NC_087100.1	13394725	13461102	13	plus	calcium-transporting ATPase type 2C member 1	LOC135077739	135077739	protein-coding	XM_063972315.1	XP_063828385.1	962	
NC_087100.1	13463385	13473247	13	plus	beta-1,3-glucan-binding protein-like	LOC135077718	135077718	protein-coding	XM_063972287.1	XP_063828357.1	484	
NC_087100.1	13498555	13506700	13	plus	calcium-transporting ATPase type 2C member 1-like	LOC135077334	135077334	protein-coding	XM_063971861.1	XP_063827931.1	162	
NC_087100.1	13524863	13532193	13	plus	beta-1,3-glucan-binding protein-like	LOC135077335	135077335	protein-coding	XM_063971862.1	XP_063827932.1	143	
NC_087100.1	13533952	13582882	13	plus	beta-1,3-glucan-binding protein-like	LOC135077720	135077720	protein-coding	XM_063972291.1	XP_063828361.1	420	
NC_087100.1	13597051	13612456	13	plus	beta-1,3-glucan-binding protein-like	LOC135077719	135077719	protein-coding	XM_063972290.1	XP_063828360.1	484	
NC_087100.1	13614997	13618788	13	minus	beta-1,3-glucan-binding protein 1-like	LOC135077735	135077735	protein-coding	XM_063972310.1	XP_063828380.1	187	
NC_087100.1	13631302	13653146	13	minus	uncharacterized LOC135077337	LOC135077337	135077337	protein-coding	XM_063971863.1	XP_063827933.1	979	
NC_087100.1	13641227	13643299	13	minus	beta-1,3-glucan-binding protein 1-like	LOC135077736	135077736	protein-coding	XM_063972311.1	XP_063828381.1	134	
NC_087100.1	13654550	13655527	13	minus	uncharacterized LOC135077338	LOC135077338	135077338	protein-coding	XM_063971864.1	XP_063827934.1	325	
NC_087100.1	13656346	13658116	13	minus	uncharacterized LOC135077339	LOC135077339	135077339	protein-coding	XM_063971865.1	XP_063827935.1	387	
NC_087100.1	13679902	13863159	13	plus	GTP-binding protein REM 1	LOC135077340	135077340	protein-coding	XM_063971866.1	XP_063827936.1	397	
NC_087100.1	13885383	13888150	13	minus	very long chain fatty acid elongase 4-like	LOC135077214	135077214	protein-coding	XM_063971756.1	XP_063827826.1	291	
NC_087100.1	13903659	13904506	13	minus	large ribosomal subunit protein mL52	LOC135077737	135077737	protein-coding	XM_063972312.1	XP_063828382.1	124	
NC_087100.1	13904801	13935459	13	plus	protein lifeguard 1-like	LOC135077697	135077697	protein-coding	XM_063972268.1	XP_063828338.1	320	
NC_087100.1	13937023	13944803	13	plus	uncharacterized LOC135077698	LOC135077698	135077698	protein-coding	XM_063972269.1	XP_063828339.1	424	
NC_087100.1	13946107	13949933	13	plus	beta-alanine transporter-like	LOC135077215	135077215	protein-coding	XM_063971757.1	XP_063827827.1	603	
NC_087100.1	13957111	13959825	13	plus	uncharacterized LOC135077700	LOC135077700	135077700	protein-coding	XM_063972270.1	XP_063828340.1	722	
NC_087100.1	13959844	13962453	13	minus	dynein axonemal assembly factor 4-like	LOC135077701	135077701	protein-coding	XM_063972271.1	XP_063828341.1	438	
NC_087100.1	13964005	13969345	13	plus	phosphotriesterase-related protein	LOC135077729	135077729	protein-coding	XM_063972304.1	XP_063828374.1	352	
NC_087100.1	13969337	13981096	13	minus	zinc finger CCCH domain-containing protein 15 homolog	LOC135077722	135077722	protein-coding	XM_063972293.1	XP_063828363.1	400	
NC_087100.1	13981609	14005252	13	plus	transmembrane protein 64	LOC135077741	135077741	protein-coding	XM_063972317.1	XP_063828387.1	270	
NC_087100.1	14010919	14026436	13	plus	dentin sialophosphoprotein-like	LOC135077702	135077702	protein-coding	XM_063972272.1	XP_063828342.1	535	
NC_087100.1	14029181	14072952	13	minus	putative 1-phosphatidylinositol 3-phosphate 5-kinase	LOC135077341	135077341	protein-coding	XM_063971867.1	XP_063827937.1	2508	
NC_087100.1	14073227	14075115	13	plus	ER membrane protein complex subunit 8/9 homolog	LOC135077733	135077733	protein-coding	XM_063972309.1	XP_063828379.1	214	
NC_087100.1	14075083	14085869	13	minus	alanyl-tRNA editing protein Aarsd1	LOC135077721	135077721	protein-coding	XM_063972292.1	XP_063828362.1	410	
NC_087100.1	14086030	14090569	13	minus	alanine--glyoxylate aminotransferase 2, mitochondrial-like	LOC135077717	135077717	protein-coding	XM_063972286.1	XP_063828356.1	493	
NC_087100.1	14091631	14096151	13	plus	translocon-associated protein subunit alpha	LOC135077703	135077703	protein-coding	XM_063972273.1	XP_063828343.1	280	
NC_087100.1	14096601	14097648	13	plus	small ribosomal subunit protein eS28	LOC135077738	135077738	protein-coding	XM_063972314.1	XP_063828384.1	65	
NC_087100.1	14099716	14100495	13	minus	bladder cancer-associated protein	LOC135077216	135077216	protein-coding	XM_063971759.1	XP_063827829.1	79	
NC_087100.1	14110314	14152152	13	plus	sodium-dependent neutral amino acid transporter B(0)AT3	LOC135077342	135077342	protein-coding	XM_063971868.1	XP_063827938.1	724	
NC_087100.1	14159025	14162167	13	minus	sperm-associated antigen 7 homolog	LOC135077704	135077704	protein-coding	XM_063972274.1	XP_063828344.1	236	
NC_087100.1	14162726	14211872	13	plus	lysophosphatidylcholine acyltransferase	LOC135077344	135077344	protein-coding	XM_063971869.1	XP_063827939.1	523	
NC_087100.1	14218828	14221005	13	plus	uncharacterized LOC135077345	LOC135077345	135077345	protein-coding	XM_063971870.1	XP_063827940.1	321	
NC_087100.1	14347970	14349545	13	plus	uncharacterized LOC135077219	LOC135077219	135077219	protein-coding	XM_063971760.1	XP_063827830.1	403	
NC_087100.1	14352200	14353652	13	plus	uncharacterized LOC135077220	LOC135077220	135077220	protein-coding	XM_063971761.1	XP_063827831.1	404	
NC_087100.1	14361366	14363741	13	plus	uncharacterized LOC135077221	LOC135077221	135077221	protein-coding	XM_063971762.1	XP_063827832.1	403	
NC_087100.1	14367427	14368837	13	plus	uncharacterized LOC135077222	LOC135077222	135077222	protein-coding	XM_063971763.1	XP_063827833.1	404	
NC_087100.1	14370402	14372631	13	plus	uncharacterized LOC135077223	LOC135077223	135077223	protein-coding	XM_063971765.1	XP_063827835.1	403	
NC_087100.1	14375640	14377889	13	plus	uncharacterized LOC135077225	LOC135077225	135077225	protein-coding	XM_063971766.1	XP_063827836.1	404	
NC_087100.1	14382912	14384688	13	plus	uncharacterized LOC135077227	LOC135077227	135077227	protein-coding	XM_063971767.1	XP_063827837.1	463	
NC_087100.1	14393589	14395352	13	plus	uncharacterized LOC135077228	LOC135077228	135077228	protein-coding	XM_063971769.1	XP_063827839.1	398	
NC_087100.1	14399041	14401523	13	minus	uncharacterized LOC135077725	LOC135077725	135077725	protein-coding	XM_063972298.1	XP_063828368.1	396	
NC_087100.1	14408820	14416971	13	minus	uncharacterized LOC135077723	LOC135077723	135077723	protein-coding	XM_063972294.1	XP_063828364.1	400	
NC_087100.1	14456333	14458353	13	minus	uncharacterized LOC135077229	LOC135077229	135077229	protein-coding	XM_063971770.1	XP_063827840.1	394	
NC_087100.1	14462342	14467440	13	minus	uncharacterized LOC135077230	LOC135077230	135077230	protein-coding	XM_063971771.1	XP_063827841.1	395	
NC_087100.1	14472358	14474686	13	plus	uncharacterized LOC135077727	LOC135077727	135077727	protein-coding	XM_063972300.1	XP_063828370.1	392	
NC_087100.1	14478946	14480733	13	plus	uncharacterized LOC135077726	LOC135077726	135077726	protein-coding	XM_063972299.1	XP_063828369.1	393	
NC_087100.1	14485450	14487494	13	minus	uncharacterized LOC135077231	LOC135077231	135077231	protein-coding	XM_063971772.1	XP_063827842.1	399	
NC_087100.1	14539317	14541524	13	plus	uncharacterized LOC135077346	LOC135077346	135077346	protein-coding	XM_063971871.1	XP_063827941.1	735	
NC_087100.1	14672119	14731854	13	plus	uncharacterized LOC135077347	LOC135077347	135077347	protein-coding	XM_063971872.1	XP_063827942.1	519	
NC_087100.1	14760906	14781270	13	plus	cubilin-like	LOC135077348	135077348	protein-coding	XM_063971873.1	XP_063827943.1	625	
NC_087100.1	14786405	14805237	13	plus	mucin-2-like	LOC135077350	135077350	protein-coding	XM_063971874.1	XP_063827944.1	888	
NC_087100.1	14808405	14823611	13	minus	N-acetylneuraminate 9-O-acetyltransferase	LOC135077351	135077351	protein-coding	XM_063971875.1	XP_063827945.1	829	
NC_087100.1	14824038	14834646	13	plus	ubiquitin-conjugating enzyme E2 W	LOC135077708	135077708	protein-coding	XM_063972276.1	XP_063828346.1	154	
NC_087100.1	14837756	14842165	13	minus	putative inositol monophosphatase 3	LOC135077707	135077707	protein-coding	XM_063972275.1	XP_063828345.1	341	
NC_087100.1	14843776	14849823	13	plus	serine palmitoyltransferase 1	LOC135077710	135077710	protein-coding	XM_063972279.1	XP_063828349.1	450	
NC_087100.1	14858322	14866482	13	minus	tektin-B1-like	LOC135077709	135077709	protein-coding	XM_063972278.1	XP_063828348.1	265	
NC_087100.1	14866964	14867695	13	minus	tektin-2-like	LOC135077352	135077352	protein-coding	XM_063971876.1	XP_063827946.1	146	
NC_087100.1	14868180	14875903	13	plus	uncharacterized LOC135077712	LOC135077712	135077712	protein-coding	XM_063972280.1	XP_063828350.1	696	
NC_087100.1	14877937	14878970	13	minus	ATP synthase subunit d, mitochondrial	LOC135077232	135077232	protein-coding	XM_063971773.1	XP_063827843.1	173	
NC_087100.1	14883403	14924002	13	minus	protein trapped in endoderm-1	LOC135077713	135077713	protein-coding	XM_063972281.1	XP_063828351.1	353	
NC_087100.1	14925378	14937092	13	plus	threonylcarbamoyladenosine tRNA methylthiotransferase	LOC135077233	135077233	protein-coding	XM_063971774.1	XP_063827844.1	541	
NC_087100.1	14937810	14941759	13	plus	uncharacterized LOC135077353	LOC135077353	135077353	protein-coding	XM_063971877.1	XP_063827947.1	347	
NC_087100.1	14950077	14988438	13	minus	uridine-cytidine kinase-like 1	LOC135077740	135077740	protein-coding	XM_063972316.1	XP_063828386.1	557	
NC_087100.1	15036363	15233961	13	minus	netrin-3-like	LOC135077354	135077354	protein-coding	XM_063971878.1	XP_063827948.1	713	
NC_087100.1	15180388	15181025	13	plus	insulin-related peptide 4-like	LOC135077714	135077714	protein-coding	XM_063972283.1	XP_063828353.1	99	
NC_087100.1	15288381	15301060	13	minus	disks large-associated protein 5	LOC135077355	135077355	protein-coding	XM_063971880.1	XP_063827950.1	897	
NC_087100.1	15301194	15304134	13	plus	diphosphoinositol polyphosphate phosphohydrolase 2	LOC135077747	135077747	protein-coding	XM_063972318.1	XP_063828388.1	155	
NC_087100.1	15313897	15319688	13	minus	coiled-coil and C2 domain-containing protein 2A	LOC135077357	135077357	protein-coding	XM_063971881.1	XP_063827951.1	1412	
NC_087100.1	15319851	15335176	13	plus	regulator of MON1-CCZ1 complex	LOC135077358	135077358	protein-coding	XM_063971882.1	XP_063827952.1	1032	
NC_087100.1	15338795	15340251	13	minus	alcohol dehydrogenase class-3	LOC135077237	135077237	protein-coding	XM_063971775.1	XP_063827845.1	383	
NC_087100.1	15340515	15342783	13	plus	uncharacterized LOC135077748	LOC135077748	135077748	protein-coding	XM_063972319.1	XP_063828389.1	577	
NC_087100.1	15342843	15344218	13	minus	RNA-binding region-containing protein 3-like	LOC135077749	135077749	protein-coding	XM_063972320.1	XP_063828390.1	429	
NC_087100.1	15344569	15346389	13	plus	chitobiosyldiphosphodolichol beta-mannosyltransferase	LOC135077750	135077750	protein-coding	XM_063972322.1	XP_063828392.1	437	
NC_087100.1	15346375	15347278	13	minus	NHP2-like protein 1	LOC135077751	135077751	protein-coding	XM_063972323.1	XP_063828393.1	130	
NC_087100.1	15353186	15354902	13	minus	cleavage and polyadenylation specificity factor subunit 4	LOC135077238	135077238	protein-coding	XM_063971776.1	XP_063827846.1	290	
NC_087100.1	15356269	15361015	13	plus	integrator complex subunit 15	LOC135077752	135077752	protein-coding	XM_063972324.1	XP_063828394.1	404	
NC_087100.1	15361003	15362022	13	minus	ribosomal RNA-processing protein 7 homolog A	LOC135077753	135077753	protein-coding	XM_063972325.1	XP_063828395.1	264	
NC_087100.1	15362151	15557748	13	plus	serine/threonine-protein kinase SMG1	LOC135077359	135077359	protein-coding	XM_063971883.1	XP_063827953.1	4186	
NC_087100.1	15371697	15390909	13	minus	octopamine receptor 1	LOC135077239	135077239	protein-coding	XM_063971777.1	XP_063827847.1	407	
NC_087100.1	15533784	15543593	13	minus	trypsin-3-like	LOC135077754	135077754	protein-coding	XM_063972326.1	XP_063828396.1	289	
NC_087100.1	15575404	15579815	13	plus	uncharacterized LOC135077240	LOC135077240	135077240	protein-coding	XM_063971780.1	XP_063827850.1	918	
NC_087100.1	15580886	15598343	13	minus	TATA element modulatory factor	LOC135077360	135077360	protein-coding	XM_063971884.1	XP_063827954.1	1291	
NC_087100.1	15598824	15616196	13	minus	uncharacterized Golgi apparatus membrane protein-like protein CG5021	LOC135077756	135077756	protein-coding	XM_063972327.1	XP_063828397.1	215	
NC_087100.1	15619507	15759692	13	plus	E3 ubiquitin-protein ligase ZNRF1	LOC135077758	135077758	protein-coding	XM_063972329.1	XP_063828399.1	208	
NC_087100.1	15739552	15744703	13	minus	uncharacterized LOC135077258	LOC135077258	135077258	protein-coding	XM_063971795.1	XP_063827865.1	344	
NC_087100.1	15759909	15782905	13	minus	protein virilizer	LOC135077760	135077760	protein-coding	XM_063972332.1	XP_063828402.1	1969	
NC_087100.1	15787930	16113550	13	plus	low-density lipoprotein receptor-related protein 2	LOC135077759	135077759	protein-coding	XM_063972330.1	XP_063828400.1	4616	
NC_087100.1	16114524	16149828	13	plus	alanine aminotransferase 1	LOC135077761	135077761	protein-coding	XM_063972333.1	XP_063828403.1	521	
NC_087100.1	16155031	16180269	13	plus	alanine aminotransferase 2-like	LOC135077762	135077762	protein-coding	XM_063972334.1	XP_063828404.1	478	
NC_087100.1	16180821	16186002	13	minus	uncharacterized LOC135077763	LOC135077763	135077763	protein-coding	XM_063972335.1	XP_063828405.1	271	
NC_087100.1	16198011	16200633	13	plus	uncharacterized LOC135077241	LOC135077241	135077241	protein-coding	XM_063971781.1	XP_063827851.1	186	
NC_087101.1	32476	33165	14	plus	uncharacterized LOC135078276	LOC135078276	135078276	protein-coding	XM_063972874.1	XP_063828944.1	229	
NC_087101.1	62318	73048	14	plus	potassium voltage-gated channel protein eag	LOC135077938	135077938	protein-coding	XM_063972466.1	XP_063828536.1	719	
NC_087101.1	73098	77050	14	plus	spidroin-1-like	LOC135078278	135078278	protein-coding	XM_063972875.1	XP_063828945.1	374	
NC_087101.1	83858	100532	14	minus	RAC serine/threonine-protein kinase	LOC135077947	135077947	protein-coding	XM_063972479.1	XP_063828549.1	526	
NC_087101.1	96746	339780	14	minus	uncharacterized LOC135077953	LOC135077953	135077953	protein-coding	XM_063972492.1	XP_063828562.1	249	
NC_087101.1	103404	118361	14	plus	protein stoned-B-like	LOC135078279	135078279	protein-coding	XM_063972876.1	XP_063828946.1	1963	
NC_087101.1	124697	129146	14	plus	nascent polypeptide-associated complex subunit alpha, muscle-specific form-like	LOC135078280	135078280	protein-coding	XM_063972877.1	XP_063828947.1	1073	
NC_087101.1	131626	140715	14	minus	elongation factor 1-gamma	LOC135077952	135077952	protein-coding	XM_063972491.1	XP_063828561.1	424	
NC_087101.1	146989	153452	14	plus	calcineurin subunit B type 2	LOC135077939	135077939	protein-coding	XM_063972468.1	XP_063828538.1	182	
NC_087101.1	157306	158065	14	minus	large ribosomal subunit protein uL14m	LOC135077789	135077789	protein-coding	XM_063972337.1	XP_063828407.1	150	
NC_087101.1	158793	323445	14	plus	visual system homeobox 2-like	LOC135078281	135078281	protein-coding	XM_063972879.1	XP_063828949.1	320	
NC_087101.1	339884	344174	14	minus	uncharacterized LOC135077956	LOC135077956	135077956	protein-coding	XM_063972496.1	XP_063828566.1	181	
NC_087101.1	345302	348771	14	plus	uncharacterized LOC135077790	LOC135077790	135077790	protein-coding	XM_063972338.1	XP_063828408.1	173	
NC_087101.1	349957	363463	14	plus	uncharacterized LOC135078282	LOC135078282	135078282	protein-coding	XM_063972880.1	XP_063828950.1	356	
NC_087101.1	375302	405899	14	plus	uncharacterized LOC135077943	LOC135077943	135077943	protein-coding	XM_063972473.1	XP_063828543.1	902	
NC_087101.1	404696	429352	14	minus	uncharacterized LOC135077955	LOC135077955	135077955	protein-coding	XM_063972495.1	XP_063828565.1	215	
NC_087101.1	427272	427670	14	minus	tol-Pal system protein TolA-like	LOC135077935	135077935	protein-coding	XM_063972464.1	XP_063828534.1	132	
NC_087101.1	430115	451573	14	minus	V-type proton ATPase catalytic subunit A	LOC135077944	135077944	protein-coding	XM_063972474.1	XP_063828544.1	617	
NC_087101.1	452761	464240	14	plus	uncharacterized LOC135078283	LOC135078283	135078283	protein-coding	XM_063972881.1	XP_063828951.1	1157	
NC_087101.1	463727	466304	14	plus	terminal uridylyltransferase Tailor-like	LOC135077948	135077948	protein-coding	XM_063972483.1	XP_063828553.1	495	
NC_087101.1	474259	495845	14	minus	acid phosphatase type 7	LOC135077949	135077949	protein-coding	XM_063972485.1	XP_063828555.1	437	
NC_087101.1	498675	597591	14	minus	uncharacterized LOC135077942	LOC135077942	135077942	protein-coding	XM_063972472.1	XP_063828542.1	1134	
NC_087101.1	502495	509223	14	minus	interferon regulatory factor 2-binding protein 1	LOC135077951	135077951	protein-coding	XM_063972490.1	XP_063828560.1	431	
NC_087101.1	597978	600689	14	minus	ribosome-recycling factor, mitochondrial	LOC135078258	135078258	protein-coding	XM_063972857.1	XP_063828927.1	244	
NC_087101.1	602385	612464	14	plus	poly(A) RNA polymerase, mitochondrial-like	LOC135077940	135077940	protein-coding	XM_063972470.1	XP_063828540.1	616	
NC_087101.1	612563	631089	14	minus	tRNA (32-2'-O)-methyltransferase regulator THADA	LOC135078259	135078259	protein-coding	XM_063972858.1	XP_063828928.1	1005	
NC_087101.1	645971	656785	14	minus	uncharacterized LOC135078260	LOC135078260	135078260	protein-coding	XM_063972859.1	XP_063828929.1	561	
NC_087101.1	660699	666333	14	minus	uncharacterized LOC135077946	LOC135077946	135077946	protein-coding	XM_063972478.1	XP_063828548.1	555	
NC_087101.1	680114	684231	14	plus	uncharacterized LOC135077792	LOC135077792	135077792	protein-coding	XM_063972339.1	XP_063828409.1	312	
NC_087101.1	687564	701827	14	minus	leukocyte surface antigen CD53-like	LOC135077954	135077954	protein-coding	XM_063972494.1	XP_063828564.1	226	
NC_087101.1	708140	711865	14	minus	23 kDa integral membrane protein-like	LOC135077793	135077793	protein-coding	XM_063972340.1	XP_063828410.1	221	
NC_087101.1	712998	717970	14	minus	23 kDa integral membrane protein-like	LOC135077941	135077941	protein-coding	XM_063972471.1	XP_063828541.1	219	
