Gene ID	Protein accession
36191	NP_610657.1
36192	NP_610658.1
36193	NP_610659.1
36194	NP_610660.2
36195	NP_476968.1
36196	NP_610661.1
36197	NP_610662.1
53433	NP_524986.1
36199	NP_725018.1
36200	NP_610664.1
36201	NP_610665.2
36202	NP_610666.1
36203	NP_477150.1
246406	NP_725023.1
50236	NP_652387.1
36205	NP_610667.2
36208	NP_610670.2
36207	NP_610669.1
36209	NP_477380.1
36210	NP_610671.1
45587	NP_524831.2
12798406	NP_001246264.1
36212	NP_523690.3
36213	NP_610672.1
36214	NP_610673.1
36215	NP_610674.5
36216	NP_523691.1
36217	NP_523692.1
36218	NP_523693.1
48316	NP_476771.1
49080	NP_525112.1
47901	NP_524904.1
36221	NP_725034.1
246404	NP_725035.1
246398	NP_725036.1
48343	NP_523694.2
36222	NP_610675.1
36223	NP_523695.1
36224	NP_610676.2
45881	NP_610677.1
44724	NP_524779.1
117345	NP_725040.2
36227	NP_610678.1
45680	NP_610679.1
36229	NP_610680.2
36230	NP_725044.1
36232	NP_610682.2
246397	NP_610683.1
36233	NP_725047.2
36234	NP_725048.1
246399	NP_725049.3
3885601	NP_001033940.1
36236	NP_523697.1
36235	NP_001356891.1
36237	NP_610686.1
2768718	NP_001137646.1
36238	NP_523698.2
36239	NP_523699.3
36240	NP_523700.2
36241	NP_523701.3
36242	NP_610687.1
36243	NP_610688.1
36244	NP_610689.1
5740377	NP_001097274.1
36246	NP_610691.1
36245	NP_610690.1
36248	NP_610693.1
36249	NP_610694.1
36251	NP_523702.1
36250	NP_610695.1
36252	NP_476975.1
36253	NP_610696.1
36254	NP_610697.1
36255	NP_001097275.1
36258	NP_610701.2
36256	NP_610699.1
8674013	NP_001163120.1
36257	NP_610700.1
36259	NP_610702.1
36260	NP_610703.3
5740848	NP_001097276.1
36262	NP_610705.1
12798407	NP_001246270.1
36263	NP_610706.1
36264	NP_477067.2
5740558	NP_001097277.1
36265	NP_610707.2
36266	NP_523703.2
8673972	NP_001163121.1
36268	NP_001097279.2
36269	NP_610709.1
36270	NP_725084.2
36271	NP_477375.1
36272	NP_610711.1
36273	NP_610712.1
36275	NP_610713.2
36276	NP_610714.1
36277	NP_610715.1
36278	NP_610716.1
246408	NP_725096.2
246409	NP_725097.2
36279	NP_788328.1
36280	NP_525111.1
5740811	NP_001097280.2
36281	NP_523704.1
36282	NP_610718.1
36283	NP_523705.2
36284	NP_612571.1
36285	NP_612572.3
36286	NP_610719.1
36287	NP_610720.1
12798408	NP_001246272.1
36288	NP_536733.1
36289	NP_523706.1
36290	NP_610721.2
246411	NP_725100.1
19834814	NP_001286329.1
36292	NP_610722.2
36293	NP_610724.1
36294	NP_610725.1
36295	NP_610726.1
36297	NP_610728.1
36298	NP_610729.1
36299	NP_610730.1
36300	NP_610731.2
36301	NP_610732.1
36302	NP_610733.1
36303	NP_610734.1
36304	NP_610735.1
5740215	NP_001097281.1
5740195	NP_001097282.1
36307	NP_725103.1
36306	NP_725106.1
36308	NP_523707.1
36309	NP_610737.1
36310	NP_610738.1
36311	NP_610739.1
3771946	NP_610740.1
3772719	NP_001033941.1
36314	NP_523708.2
36316	NP_610743.2
36317	NP_610744.1
36318	NP_610745.1
36319	NP_610746.1
36321	NP_725114.1
44219	NP_524720.2
36323	NP_610748.1
36324	NP_610749.3
36325	NP_610750.1
12798419	NP_001246273.1
36326	NP_610751.2
12798420	NP_001246275.1
36327	NP_995822.1
36328	NP_610753.1
36329	NP_523710.1
36330	NP_610754.1
36331	NP_610755.2
36332	NP_610756.2
36333	NP_610757.1
246514	NP_725128.2
36334	NP_725129.1
36335	NP_610759.2
36336	NP_610760.1
36337	NP_610761.2
36338	NP_610762.2
3885589	NP_001033942.1
36339	NP_610763.1
36340	NP_610764.1
36341	NP_610765.1
246414	NP_725141.1
246416	NP_725142.3
246412	NP_725143.1
36342	NP_788335.2
36343	NP_725145.2
36344	NP_610768.1
246413	NP_001097285.1
36345	NP_610769.1
36346	NP_610770.1
36347	NP_610771.2
36348	NP_610772.3
36349	NP_610773.1
36350	NP_523711.3
246415	NP_725155.4
36351	NP_610774.3
36352	NP_610775.1
36353	NP_610776.1
246417	NP_725159.2
3772257	NP_001027405.2
3772219	NP_001027406.1
36354	NP_610777.1
36355	NP_610778.2
10178908	NP_001188910.1
36356	NP_610779.1
36357	NP_610780.1
36358	NP_610781.1
36359	NP_610782.1
36360	NP_610783.1
12798425	NP_001246279.1
36361	NP_610784.1
246418	NP_725169.3
36362	NP_523712.3
246545	NP_725170.1
36363	NP_523713.2
36364	NP_610785.1
36365	NP_610786.2
36366	NP_610787.1
36368	NP_610789.3
5740861	NP_001097289.2
250735	NP_725178.2
36371	NP_610792.2
36372	NP_523714.2
36373	NP_725182.1
36374	NP_610793.1
36375	NP_610794.1
36376	NP_610795.1
3885590	NP_001036537.1
36377	NP_523716.2
3771860	NP_001027409.1
246422	NP_725186.1
3772054	NP_001027410.1
36378	NP_610796.1
36379	NP_610797.1
36380	NP_476752.1
36381	NP_610798.1
36382	NP_610799.2
36383	NP_523717.1
36384	NP_725191.1
19835902	NP_001286356.1
246420	NP_001036538.3
36385	NP_001036539.1
36386	NP_610801.1
3772111	NP_001027411.2
36387	NP_610802.1
3771915	NP_001027413.1
3772247	NP_001027412.1
36390	NP_523719.1
36391	NP_610804.1
36392	NP_610805.1
36393	NP_610806.2
36394	NP_610807.3
36395	NP_610808.1
36396	NP_610809.3
36397	NP_610810.2
36398	NP_610811.1
246419	NP_725221.1
36399	NP_610812.1
36400	NP_610813.3
36401	NP_610814.1
36403	NP_610816.2
36404	NP_610817.1
36405	NP_477432.3
36406	NP_610818.1
45401	NP_476985.1
36408	NP_725228.1
36409	NP_477216.1
36410	NP_610819.1
36411	NP_476710.2
50228	NP_652384.1
36412	NP_610820.1
36413	NP_523721.1
36414	NP_610821.1
246647	NP_725233.1
246645	NP_725234.2
36415	NP_610822.2
45827	NP_476853.1
36417	NP_610823.1
36418	NP_610824.1
36420	NP_476609.1
36419	NP_523722.1
36421	NP_523723.1
46020	NP_652027.2
36423	NP_610825.2
36424	NP_610826.1
36425	NP_610827.2
36426	NP_610828.2
36427	NP_610829.1
246646	NP_725245.1
36428	NP_523724.2
36429	NP_725246.1
19836034	NP_610830.1
36430	NP_610831.1
36431	NP_523725.2
3772108	NP_001027414.1
36432	NP_523726.2
36433	NP_610832.1
36434	NP_610833.1
36436	NP_610835.2
19836253	NP_001286372.1
36437	NP_610836.1
36438	NP_610837.1
36439	NP_610838.1
36440	NP_995827.2
36442	NP_477086.2
36444	NP_477247.1
5740593	NP_001097296.1
36445	NP_477255.1
36446	NP_610841.1
36447	NP_523727.2
36448	NP_610842.1
326264	NP_788342.1
36449	NP_788343.3
246682	NP_610844.1
318918	NP_788344.2
3772396	NP_001027415.1
45783	NP_524838.1
5740282	NP_001097298.2
36454	NP_476904.1
36455	NP_610845.1
246424	NP_725261.1
5740771	NP_001097300.2
5740793	NP_001097299.1
36456	NP_523728.1
36457	NP_610846.2
36458	NP_610847.3
36459	NP_610848.1
50227	NP_652383.1
36460	NP_610849.1
36461	NP_477039.1
36462	NP_610850.1
36463	NP_610851.2
36464	NP_610852.1
36465	NP_610853.1
36466	NP_610854.1
36467	NP_610855.1
36468	NP_476643.1
36469	NP_610856.1
36470	NP_610857.2
36471	NP_610858.1
36472	NP_610859.1
36473	NP_610860.2
36475	NP_725278.1
36477	NP_610864.1
36478	NP_610865.1
36479	NP_610866.1
36481	NP_610868.1
14462585	NP_001260953.1
36484	NP_523729.3
36485	NP_610871.1
36486	NP_725287.3
36487	NP_725289.1
2768831	NP_995829.2
246425	NP_610872.1
36488	NP_610873.1
246426	NP_725293.1
246431	NP_725294.1
36489	NP_610874.1
36491	NP_477084.1
246428	NP_725299.2
36492	NP_610875.1
44279	NP_524737.2
12798442	NP_001246299.1
36494	NP_610876.1
36495	NP_523730.2
36496	NP_610877.2
36497	NP_476858.1
36498	NP_610878.1
36499	NP_610879.1
44438	NP_524752.1
3346192	NP_001014524.1
36501	NP_610880.1
36503	NP_725310.1
36504	NP_610883.1
36506	NP_610884.1
36507	NP_788345.1
36508	NP_610886.2
36509	NP_610887.1
36510	NP_610888.2
36511	NP_610889.1
10178961	NP_001188920.1
36513	NP_610890.2
19835563	NP_001286389.1
36514	NP_610891.1
36515	NP_610892.1
12798445	NP_001246302.1
5740183	NP_001097303.2
36516	NP_610893.1
36521	NP_523731.2
36517	NP_610894.1
36518	NP_610895.1
36519	NP_610896.1
36520	NP_610897.1
36522	NP_610898.1
36523	NP_610899.1
36524	NP_610900.1
36525	NP_610901.1
36526	NP_610902.1
36527	NP_523732.2
36528	NP_610903.2
36529	NP_610904.1
36530	NP_610905.1
36531	NP_610906.1
36532	NP_610907.1
36533	NP_610908.1
36534	NP_610909.2
246644	NP_725331.1
36536	NP_610910.1
36537	NP_610911.1
36538	NP_610912.2
36539	NP_610913.1
36540	NP_610914.2
36541	NP_610915.2
36542	NP_523733.2
36543	NP_610916.1
36544	NP_523734.1
3772655	NP_001027417.1
3772367	NP_725343.1
36545	NP_610917.1
36546	NP_523735.2
10178814	NP_001188922.1
36547	NP_477283.1
36548	NP_610918.1
36549	NP_610919.1
36550	NP_610920.3
36551	NP_610921.1
36552	NP_610922.1
36554	NP_523736.1
36555	NP_525115.1
36556	NP_610923.1
50225	NP_610925.3
7354427	NP_001137665.1
36559	NP_610926.2
36560	NP_610927.3
36561	NP_610928.1
50224	NP_652380.2
36562	NP_610929.2
36563	NP_610930.1
36564	NP_610931.1
36565	NP_610932.1
36566	NP_610933.1
36567	NP_610934.1
36568	NP_610935.1
36569	NP_610936.2
36570	NP_523737.1
36571	NP_523738.2
36573	NP_610937.4
36574	NP_610938.1
36575	NP_523739.2
36576	NP_610939.2
36577	NP_610940.1
36578	NP_610941.1
36579	NP_610942.2
36580	NP_610943.2
36581	NP_610944.1
36582	NP_523740.3
36583	NP_523741.2
36584	NP_610945.1
36585	NP_610946.1
36586	NP_610947.3
36587	NP_725374.1
36588	NP_610948.2
36589	NP_001033945.1
36590	NP_610950.2
36592	NP_610952.1
36593	NP_610953.1
36594	NP_610954.1
36595	NP_610955.1
36597	NP_610956.1
36598	NP_610957.1
5740423	NP_001097310.1
5740603	NP_001097311.1
5740580	NP_001097312.1
5740745	NP_001097313.1
246432	NP_725385.1
246435	NP_725386.1
246434	NP_725387.3
246436	NP_725388.2
5740242	NP_001097314.1
36600	NP_610959.2
246437	NP_725390.1
36601	NP_610960.1
36602	NP_610961.1
36603	NP_610962.1
36604	NP_610963.1
36605	NP_610964.1
36606	NP_725394.1
36609	NP_001097315.1
26067067	NP_001303349.1
44250	NP_725397.1
36612	NP_725398.1
36613	NP_610968.1
246513	NP_725399.1
36614	NP_477231.1
246438	NP_725400.2
14462588	NP_001260973.1
36615	NP_523742.2
36616	NP_610969.1
36617	NP_523743.1
246439	NP_725401.2
36619	NP_476763.1
36620	NP_610971.2
2768832	NP_995836.1
2768833	NP_995837.1
36621	NP_610972.2
46080	NP_652037.1
36623	NP_610973.3
36624	NP_610974.1
12798466	NP_001246322.1
36625	NP_610975.1
36626	NP_610976.1
36627	NP_610977.1
36628	NP_610978.2
36629	NP_610979.1
36630	NP_610980.2
36632	NP_725407.1
36631	NP_610981.1
246640	NP_725409.1
12798467	NP_001369086.1
36634	NP_610983.1
36635	NP_523744.1
36636	NP_523745.1
36637	NP_523746.1
36638	NP_477474.1
246638	NP_725413.1
36639	NP_610984.2
36640	NP_610985.1
36641	NP_610986.1
36642	NP_610987.1
36643	NP_610988.1
36645	NP_523747.1
45318	NP_524813.2
36648	NP_610991.1
36649	NP_610992.2
36650	NP_610993.1
36651	NP_525116.2
36652	NP_610994.1
36653	NP_610995.1
36654	NP_477468.1
36655	NP_610996.1
36656	NP_610997.1
3346177	NP_001014528.1
3346176	NP_001014529.1
36658	NP_610999.4
49847	NP_652075.1
45556	NP_652018.1
36661	NP_611000.2
36662	NP_611001.2
36663	NP_523748.2
36664	NP_611002.3
36665	NP_611003.2
36666	NP_523749.2
36667	NP_611004.1
36668	NP_611005.1
36669	NP_611006.1
50220	NP_652377.1
36670	NP_611007.1
36671	NP_611008.2
47594	NP_524892.2
36673	NP_611009.1
36674	NP_611010.4
36675	NP_995838.1
36676	NP_611012.1
44129	NP_524702.3
12798468	NP_001246329.1
246666	NP_725436.1
2768834	NP_995840.1
36678	NP_611013.1
5740790	NP_001097319.1
36679	NP_611014.1
36680	NP_611015.1
36681	NP_477060.1
12798477	NP_001246335.1
8674008	NP_001163157.1
14462591	NP_001260989.1
36682	NP_611016.2
36683	NP_611017.1
7354405	NP_001137671.1
36685	NP_611019.2
246442	NP_725440.1
36686	NP_611020.1
36687	NP_611021.1
36688	NP_611022.2
36689	NP_611023.1
44008	NP_524674.1
2768836	NP_652376.2
36692	NP_523750.2
36693	NP_611025.2
36694	NP_001036548.1
36695	NP_611027.1
36696	NP_611028.1
36697	NP_476861.1
36698	NP_611029.3
36699	NP_523751.2
36700	NP_611030.1
36701	NP_611031.3
36702	NP_611032.2
36703	NP_611033.2
36705	NP_477023.1
47121	NP_524878.1
36706	NP_611034.2
5740318	NP_611036.2
36708	NP_523752.1
246634	NP_725463.2
5740108	NP_001097326.1
36713	NP_611039.1
36714	NP_611040.2
36715	NP_611041.2
246631	NP_725469.2
246630	NP_725470.1
36716	NP_611042.2
36717	NP_611043.1
36718	NP_609201.3
246633	NP_001261001.1
36719	NP_611044.1
36720	NP_611045.1
44702	NP_651987.1
36722	NP_611046.2
36723	NP_611047.2
36724	NP_611048.2
36725	NP_611049.1
36726	NP_477358.1
246629	NP_725477.2
36727	NP_477080.1
36728	NP_611050.1
8674084	NP_001163160.1
44095	NP_524691.1
36730	NP_611051.2
36731	NP_476969.1
246449	NP_725484.1
36732	NP_788357.1
246443	NP_001188942.1
36733	NP_611053.1
246448	NP_725487.1
246447	NP_725488.3
246446	NP_725489.2
3885588	NP_001033949.1
2768840	NP_995843.3
2768841	NP_995844.2
246441	NP_725491.1
10178847	NP_001188943.1
54520439	NP_001369090.1
246444	NP_725492.3
36736	NP_611056.2
36740	NP_611058.4
36743	NP_611061.1
3885587	NP_001033950.2
36741	NP_476686.1
36742	NP_611060.2
36744	NP_788360.2
47611	NP_611063.1
246445	NP_725497.1
36746	NP_476727.1
2768844	NP_995846.2
36747	NP_611064.2
36748	NP_477127.1
36749	NP_611065.1
36750	NP_523753.1
36751	NP_611066.1
36752	NP_611067.2
246451	NP_725504.1
36753	NP_523754.2
36754	NP_611068.3
36757	NP_611070.1
36758	NP_611071.1
36759	NP_611072.2
36760	NP_523755.2
36761	NP_611073.2
36762	NP_611074.1
36764	NP_611076.2
36763	NP_611075.1
46058	NP_652031.2
36766	NP_725517.2
36767	NP_611078.1
36768	NP_611079.2
36769	NP_611080.1
36770	NP_725520.3
36771	NP_611082.2
36772	NP_725521.1
36773	NP_523756.1
4379878	NP_001036552.1
36774	NP_611084.2
36775	NP_477098.1
36776	NP_477211.1
36778	NP_523757.1
36779	NP_611085.2
36780	NP_523758.3
246453	NP_725529.1
45380	NP_524823.1
36782	NP_611086.1
246452	NP_725535.1
36784	NP_611087.1
3772101	NP_725536.1
3772305	NP_001027422.1
36788	NP_611091.2
36787	NP_611090.1
36789	NP_611092.2
36790	NP_611093.2
36791	NP_477160.1
36792	NP_611094.1
36793	NP_611095.1
36794	NP_611096.1
19836175	NP_001137676.1
36795	NP_611097.2
10178840	NP_001188959.1
44353	NP_524743.2
36797	NP_725541.1
36798	NP_611098.1
36799	NP_611099.2
36800	NP_523759.1
36801	NP_611100.1
36802	NP_611101.1
36803	NP_611102.1
36804	NP_611103.2
36805	NP_611104.3
36806	NP_477116.1
36808	NP_523760.1
36809	NP_477184.1
36810	NP_476590.1
36811	NP_788375.1
36813	NP_477344.1
36814	NP_611108.1
36815	NP_611109.1
36816	NP_611110.2
36817	NP_611111.1
246540	NP_725558.1
36818	NP_611112.1
36819	NP_523761.2
246457	NP_725560.1
7354379	NP_001137677.1
36820	NP_611113.1
36821	NP_611114.1
5740310	NP_611116.2
36824	NP_611117.2
246454	NP_725563.2
36825	NP_611118.3
36826	NP_477266.1
44154	NP_524711.1
36829	NP_611119.1
36830	NP_611120.1
36831	NP_611121.1
36832	NP_611122.1
246456	NP_725573.2
36833	NP_611123.2
36834	NP_611124.1
12798317	NP_001246366.1
246538	NP_001033952.1
3772542	NP_001027428.1
3772692	NP_001027424.2
36838	NP_611126.1
36839	NP_611127.1
36840	NP_001097337.1
36841	NP_725583.1
3346205	NP_001014530.1
3346204	NP_001014531.1
36843	NP_611131.2
2768846	NP_995854.2
2768847	NP_995855.2
36844	NP_611132.1
36845	NP_611133.1
36846	NP_477507.1
36847	NP_611134.1
36848	NP_523762.2
36849	NP_523763.2
36850	NP_725590.1
36851	NP_611136.1
36852	NP_001033953.1
36853	NP_611138.2
36854	NP_477196.1
36855	NP_523764.1
36856	NP_611139.1
36857	NP_611140.3
36858	NP_611141.3
36859	NP_611142.3
36860	NP_611143.1
53425	NP_652600.1
36862	NP_725599.2
36863	NP_477262.1
36864	NP_611145.1
36865	NP_611146.1
5740661	NP_001097339.1
5740868	NP_001097340.1
246627	NP_725602.1
36868	NP_477081.1
8673983	NP_001163170.1
36871	NP_611151.1
36872	NP_611152.1
36873	NP_611153.1
36874	NP_477151.1
3346203	NP_001014532.1
36876	NP_611155.3
5740826	NP_001097347.1
36875	NP_611154.2
7354430	NP_001137681.1
36877	NP_611156.3
36878	NP_476925.1
36879	NP_477037.2
3346188	NP_001014533.1
36880	NP_611157.1
36881	NP_611158.1
50216	NP_652374.2
36882	NP_611159.2
36883	NP_611160.2
5740101	NP_001097348.1
5740316	NP_001097349.1
53583	NP_525007.2
36886	NP_611162.2
36887	NP_523765.1
47906	NP_652058.1
36889	NP_477123.1
45249	NP_524808.3
36891	NP_611163.2
46813	NP_652048.2
36893	NP_611164.3
36894	NP_611165.2
36896	NP_611167.2
36895	NP_611166.2
36897	NP_476863.1
48311	NP_476682.1
14462596	NP_001261036.1
14462597	NP_001261037.1
36899	NP_611168.2
5740440	NP_001097351.1
36900	NP_611169.1
2768848	NP_995863.1
5740715	NP_001097354.1
19835383	NP_001286508.1
36903	NP_725632.1
36904	NP_611172.1
36905	NP_476838.1
3771732	NP_001286512.1
3772676	NP_001027433.1
36907	NP_611174.1
36908	NP_611175.1
36909	NP_611176.1
44748	NP_611177.1
36911	NP_611178.1
36912	NP_611179.3
36913	NP_611180.1
36914	NP_725637.1
36915	NP_477317.1
12798323	NP_001246382.1
246625	NP_725642.3
12798324	NP_001246383.1
36916	NP_611181.1
36917	NP_611182.1
36918	NP_611183.1
36919	NP_477435.1
36920	NP_523766.1
36921	NP_611184.1
36922	NP_611185.3
36924	NP_611186.2
46059	NP_652032.1
36926	NP_611187.1
36927	NP_523767.2
36929	NP_611188.3
76382434	NP_001401010.1
36930	NP_611189.2
47764	NP_536346.1
36931	NP_001036553.1
36932	NP_523768.1
36933	NP_611191.1
36934	NP_611192.1
19835434	NP_001369094.1
4379879	NP_001036554.1
36935	NP_611193.1
36936	NP_611194.1
36937	NP_611195.1
12798325	NP_001246385.1
12798326	NP_001246386.1
36938	NP_611196.2
36939	NP_611197.1
246624	NP_725663.1
36940	NP_611198.1
36941	NP_611199.1
19834768	NP_001334725.1
36942	NP_611200.2
12798327	NP_001246387.1
36945	NP_788390.1
36943	NP_611201.2
36944	NP_611202.1
12798328	NP_001246388.2
12798329	NP_001246390.1
44155	NP_524712.1
36948	NP_611204.2
36950	NP_611205.1
36951	NP_477202.2
36952	NP_725671.1
36953	NP_611206.3
36954	NP_611207.1
36955	NP_611208.1
36956	NP_611209.1
36957	NP_611210.3
36959	NP_523770.2
36958	NP_611211.3
36960	NP_788394.1
36961	NP_663308.1
36962	NP_611213.2
5740248	NP_001097356.1
36963	NP_523771.1
36964	NP_611214.1
36965	NP_611215.1
36966	NP_523772.1
36967	NP_611216.1
12798330	NP_001246396.1
36968	NP_611217.1
246458	NP_611218.1
36969	NP_725682.2
3772015	NP_001027435.2
5740572	NP_001097357.1
36973	NP_611221.1
36974	NP_611222.2
36975	NP_611223.4
36976	NP_611224.1
36978	NP_788398.1
36981	NP_611228.1
36982	NP_611229.2
5740534	NP_001097358.1
36984	NP_523773.1
36985	NP_523774.1
36986	NP_523775.2
47216	NP_524883.2
12798331	NP_001246399.1
36988	NP_611231.1
54520436	NP_001369095.1
36989	NP_611232.1
36990	NP_523776.1
36991	NP_611233.1
7354422	NP_001137692.1
36992	NP_523777.1
36993	NP_523778.2
36994	NP_611234.1
36995	NP_611235.1
36996	NP_611236.2
36997	NP_611237.2
246459	NP_725699.1
36999	NP_523779.1
36998	NP_611238.2
19835957	NP_001286542.1
10178935	NP_001188964.1
37000	NP_611239.1
19835655	NP_001286544.1
44879	NP_536794.1
37002	NP_611240.1
37004	NP_611241.2
37005	NP_611242.1
246460	NP_725705.2
246461	NP_725706.1
19835457	NP_001369097.1
37006	NP_611243.1
37007	NP_611244.1
37009	NP_611246.1
8674029	NP_001163180.1
37008	NP_611245.2
37010	NP_611247.3
37011	NP_611248.3
30522404	NP_001334726.1
37012	NP_611249.2
37013	NP_611250.1
37014	NP_611251.2
37015	NP_611252.1
37016	NP_001137693.2
37017	NP_611254.2
37018	NP_001097360.1
37019	NP_611256.1
37020	NP_611257.1
37021	NP_611258.2
37022	NP_611259.2
44870	NP_611260.1
37024	NP_611261.1
37025	NP_611262.1
37026	NP_611263.1
37027	NP_477302.1
37028	NP_611264.2
37029	NP_611265.1
37030	NP_611266.2
37031	NP_611267.1
37032	NP_611268.1
3885654	NP_001033954.1
37033	NP_611269.1
37034	NP_477413.1
37035	NP_477414.1
37036	NP_611270.1
37037	NP_611271.3
37038	NP_476842.2
37040	NP_611273.1
37039	NP_611272.1
246539	NP_725729.2
37041	NP_611274.1
37042	NP_725731.2
37043	NP_523780.1
37047	NP_477009.1
246541	NP_725733.1
246462	NP_725734.1
37044	NP_476812.1
37045	NP_611275.2
37046	NP_611276.1
48532	NP_476689.1
3885598	NP_001033956.2
37051	NP_611279.1
37052	NP_611280.2
37053	NP_611281.1
37054	NP_611282.1
37055	NP_611283.1
3885597	NP_001033957.2
37056	NP_611284.2
37057	NP_611285.2
37058	NP_611286.1
37059	NP_611287.1
5740303	NP_611289.2
37062	NP_611290.3
37063	NP_611291.1
37064	NP_611292.2
5740437	NP_001097364.1
37065	NP_476751.1
49803	NP_524953.1
53579	NP_525003.2
37068	NP_476575.1
37069	NP_476672.1
37070	NP_476667.1
37071	NP_611294.1
37072	NP_611295.1
37073	NP_611296.2
44703	NP_524778.1
37075	NP_611297.3
37076	NP_611299.2
37078	NP_611300.2
8674039	NP_001163187.1
37079	NP_788400.1
37080	NP_611302.1
37081	NP_611303.1
37082	NP_611304.1
37083	NP_611305.1
37084	NP_611306.1
37088	NP_001033958.1
37086	NP_001261072.4
37087	NP_611309.1
246465	NP_725765.1
39877389	NP_001356964.1
37089	NP_477483.1
37090	NP_476664.2
251430	NP_788401.2
44027	NP_524678.3
37092	NP_611311.1
37093	NP_611312.1
37094	NP_611313.1
37095	NP_611314.2
37096	NP_611315.3
37097	NP_611316.2
37098	NP_001036558.1
50210	NP_652369.1
12798334	NP_001246405.1
37099	NP_611318.2
37100	NP_611319.1
37101	NP_663309.1
37102	NP_611320.2
49802	NP_725776.1
50209	NP_652368.1
50208	NP_652367.1
50207	NP_652366.1
50206	NP_788402.1
37104	NP_611321.3
37105	NP_611322.1
37106	NP_611323.1
37107	NP_611324.1
37108	NP_611325.2
37109	NP_611326.1
37110	NP_611327.1
37111	NP_611328.1
37112	NP_611329.1
37113	NP_611330.2
246581	NP_725784.1
44339	NP_573394.1
37116	NP_523781.2
37117	NP_611331.2
37118	NP_611332.1
37119	NP_611333.1
37121	NP_523782.1
246467	NP_725795.2
37122	NP_611334.1
37123	NP_523783.1
37124	NP_611335.1
37125	NP_611336.1
37126	NP_611337.2
37128	NP_611339.1
37129	NP_611340.1
37130	NP_611341.1
19834964	NP_001286576.1
37131	NP_523784.2
37132	NP_611342.1
37134	NP_611343.4
10178822	NP_001188967.1
37135	NP_611345.1
37136	NP_523785.2
37137	NP_611346.1
37138	NP_725807.1
37139	NP_611348.1
37141	NP_611350.1
37140	NP_611349.2
37142	NP_611351.1
37143	NP_611352.1
37144	NP_611353.1
37146	NP_611354.2
3772206	NP_001027438.1
37147	NP_611355.2
7354425	NP_001137700.1
37148	NP_611356.1
318894	NP_788404.1
37149	NP_523786.2
19836171	NP_788406.2
19835622	NP_001286585.1
37150	NP_001137702.1
10178866	NP_001188968.1
37152	NP_611359.1
37153	NP_611360.1
37155	NP_611362.2
37156	NP_611363.2
37161	NP_788409.1
37157	NP_611364.2
3885594	NP_001033959.1
37158	NP_611365.2
37159	NP_725820.2
37163	NP_611370.2
37164	NP_611371.1
37165	NP_611372.3
37166	NP_611373.1
37167	NP_611374.1
37168	NP_611375.2
46085	NP_652038.2
37170	NP_611376.1
46038	NP_652030.3
37172	NP_611377.1
37173	NP_611378.1
37174	NP_611379.2
37175	NP_611380.1
37176	NP_611381.2
37177	NP_611382.1
37178	NP_611383.1
37179	NP_611384.2
251984	NP_611385.1
37181	NP_611386.2
37182	NP_611387.1
12798338	NP_001246412.1
12798339	NP_001246413.1
12798340	NP_001246414.1
37183	NP_476808.1
37184	NP_523787.2
12798341	NP_001246415.1
37185	NP_523788.2
246543	NP_725837.1
37187	NP_725841.1
59128	NP_660193.1
37188	NP_611388.1
37189	NP_001188974.1
37190	NP_611390.2
37191	NP_523789.3
12798343	NP_001246416.1
37192	NP_611391.2
37194	NP_611393.2
37195	NP_611394.3
37196	NP_725849.1
246471	NP_725850.1
37197	NP_611395.1
37198	NP_523790.1
37199	NP_611396.1
37200	NP_611397.1
37201	NP_725857.1
37202	NP_611398.2
37203	NP_611399.2
37204	NP_611400.1
37205	NP_523791.2
37206	NP_725867.1
2768850	NP_995887.1
2768851	NP_995888.1
37207	NP_611401.2
44855	NP_536795.1
37209	NP_611402.2
37210	NP_611403.1
37211	NP_611404.1
37212	NP_611405.2
37213	NP_611406.1
37214	NP_523792.2
37215	NP_611407.1
37216	NP_611408.2
37217	NP_611409.2
37218	NP_611410.1
14462605	NP_611411.2
3885656	NP_001033961.2
37220	NP_611412.1
37221	NP_611413.2
37222	NP_611414.1
37223	NP_611415.2
37224	NP_611416.2
37225	NP_611417.3
37226	NP_611418.1
37227	NP_611419.1
37228	NP_477210.1
37229	NP_611420.1
37230	NP_476877.1
37232	NP_477047.1
37233	NP_523793.2
53442	NP_652610.1
37235	NP_477054.1
37236	NP_611421.1
37237	NP_523794.1
37238	NP_523795.2
37239	NP_611422.2
2768852	NP_995893.1
2768853	NP_995901.1
37244	NP_611425.1
37245	NP_611426.1
37246	NP_477420.1
37247	NP_611427.1
37248	NP_611428.1
50205	NP_652364.3
37249	NP_611429.1
37250	NP_001400982.1
37251	NP_611431.1
37252	NP_611432.1
37254	NP_476731.1
12798347	NP_001246435.1
12798348	NP_001356904.1
37253	NP_611433.3
10178923	NP_001188978.1
37255	NP_663311.1
12798350	NP_001246437.1
37256	NP_611435.1
37257	NP_611436.2
37258	NP_611437.2
37259	NP_611438.1
49636	NP_536790.1
37261	NP_611439.2
50203	NP_663310.1
5740481	NP_001097379.1
37263	NP_611441.1
50202	NP_652363.1
37264	NP_611442.1
37265	NP_611443.1
170882	NP_725925.3
37266	NP_611444.2
37267	NP_611445.1
246668	NP_725926.1
37268	NP_611446.3
37269	NP_523796.2
37270	NP_611447.1
37271	NP_611448.2
37272	NP_523797.1
19836082	NP_001286621.1
246667	NP_725929.1
37273	NP_611449.1
10178839	NP_001188981.1
12798124	NP_001246438.1
